Id,Label,Interval,nb_genes,name,product,type,partition,sub partition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Genome1,Genome2,Genome3,Genome4,Genome5,Genome6,Genome7,Genome8,Genome9,Genome10,Genome11,Genome12,Genome13,Genome14,Genome15,Genome16,Genome17,Genome18,Genome19,Genome20,Genome21,Genome22,Genome23,Genome24,Genome25,Genome26,Genome27,Genome28
1080,GC_00001081,,28,COG0144,"16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)",CDS,persistent,P,exact_core,soft_core,1340,1340,28,ATCC_51524___1334,KPL3033___579,KPL3043___596,KPL3050___689,KPL3052___684,KPL3065___582,KPL3069___689,KPL3070___623,KPL3077___56,KPL3084___633,KPL3086___581,KPL3090___705,KPL3246___611,KPL3250___583,KPL3256___239,KPL3264___645,KPL3274___603,KPL3911___641,KPL1914___1483,KPL1934_CDC4709_98___1004,KPL1939_CDC4792_99___142,KPL1938_CDC4791_99___1022,KPL1937_CDC4199_99___1608,KPL1933_CDC4545_98___1331,KPL1932_CDC4420_98___1322,KPL1931_CDC4294_98___1753,KPL1930_CDC2949_98___1535,KPL1922_CDC39_95___714
1081,GC_00001082,,28,COG1621,"Sucrose-6-phosphate hydrolase SacC, GH32 family (SacC) (PDB:1ST8)",CDS,persistent,P,exact_core,soft_core,1450.79,1451,28,ATCC_51524___863,KPL3033___1036,KPL3043___1059,KPL3050___1157,KPL3052___1159,KPL3065___1036,KPL3069___1145,KPL3070___1072,KPL3077___540,KPL3084___1095,KPL3086___1050,KPL3090___1172,KPL3246___1067,KPL3250___1053,KPL3256___659,KPL3264___171,KPL3274___1028,KPL3911___1113,KPL1914___972,KPL1934_CDC4709_98___1455,KPL1939_CDC4792_99___379,KPL1938_CDC4791_99___695,KPL1937_CDC4199_99___480,KPL1933_CDC4545_98___1517,KPL1932_CDC4420_98___517,KPL1931_CDC4294_98___424,KPL1930_CDC2949_98___1161,KPL1922_CDC39_95___493
1082,GC_00001083,,28,COG0046,"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain (PurL1) (PDB:3VIU)",CDS,persistent,P,exact_core,soft_core,296.86,296,28,ATCC_51524___149,KPL3033___369,KPL3043___386,KPL3050___390,KPL3052___373,KPL3065___374,KPL3069___381,KPL3070___391,KPL3077___1588,KPL3084___397,KPL3086___372,KPL3090___481,KPL3246___388,KPL3250___366,KPL3256___1718,KPL3264___865,KPL3274___382,KPL3911___398,KPL1914___1701,KPL1934_CDC4709_98___739,KPL1939_CDC4792_99___551,KPL1938_CDC4791_99___1233,KPL1937_CDC4199_99___751,KPL1933_CDC4545_98___712,KPL1932_CDC4420_98___1724,KPL1931_CDC4294_98___1289,KPL1930_CDC2949_98___1690,KPL1922_CDC39_95___1664
1083,GC_00001084,,28,COG1940,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)",CDS,persistent,P,exact_core,soft_core,887,887,28,ATCC_51524___648,KPL3033___1684,KPL3043___1589,KPL3050___1709,KPL3052___1694,KPL3065___1569,KPL3069___1747,KPL3070___1618,KPL3077___1080,KPL3084___1638,KPL3086___1582,KPL3090___1770,KPL3246___1606,KPL3250___1584,KPL3256___1192,KPL3264___1368,KPL3274___1563,KPL3911___1652,KPL1914___446,KPL1934_CDC4709_98___243,KPL1939_CDC4792_99___1727,KPL1938_CDC4791_99___520,KPL1937_CDC4199_99___1256,KPL1933_CDC4545_98___1435,KPL1932_CDC4420_98___1004,KPL1931_CDC4294_98___1446,KPL1930_CDC2949_98___53,KPL1922_CDC39_95___256
1084,GC_00001085,,28,COG0018,Arginyl-tRNA synthetase (ArgS) (PDB:1BS2),CDS,persistent,P,exact_core,soft_core,1328.54,1328,28,ATCC_51524___141,KPL3033___376,KPL3043___393,KPL3050___397,KPL3052___381,KPL3065___381,KPL3069___389,KPL3070___399,KPL3077___1595,KPL3084___405,KPL3086___379,KPL3090___490,KPL3246___395,KPL3250___374,KPL3256___1726,KPL3264___857,KPL3274___390,KPL3911___406,KPL1914___1694,KPL1934_CDC4709_98___747,KPL1939_CDC4792_99___559,KPL1938_CDC4791_99___1225,KPL1937_CDC4199_99___744,KPL1933_CDC4545_98___703,KPL1932_CDC4420_98___1732,KPL1931_CDC4294_98___1296,KPL1930_CDC2949_98___918,KPL1922_CDC39_95___1672
1085,GC_00001086,,28,COG0438,Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7),CDS,persistent,P,exact_core,soft_core,1103,1103,28,ATCC_51524___1495,KPL3033___1478,KPL3043___1402,KPL3050___1490,KPL3052___1475,KPL3065___1382,KPL3069___1555,KPL3070___1394,KPL3077___864,KPL3084___1420,KPL3086___1395,KPL3090___1585,KPL3246___1389,KPL3250___1387,KPL3256___997,KPL3264___1587,KPL3274___1352,KPL3911___1439,KPL1914___658,KPL1934_CDC4709_98___36,KPL1939_CDC4792_99___1522,KPL1938_CDC4791_99___545,KPL1937_CDC4199_99___599,KPL1933_CDC4545_98___139,KPL1932_CDC4420_98___25,KPL1931_CDC4294_98___1111,KPL1930_CDC2949_98___19,KPL1922_CDC39_95___1503
1086,GC_00001087,,28,COG3538,Meiotically up-regulated gene 157 (Mug157) protein (function unknown) (PDB:2NVP),CDS,persistent,P,exact_core,soft_core,1298,1298,28,ATCC_51524___1402,KPL3033___1377,KPL3043___1297,KPL3050___1395,KPL3052___1374,KPL3065___1276,KPL3069___1449,KPL3070___1291,KPL3077___768,KPL3084___1314,KPL3086___1289,KPL3090___1410,KPL3246___1297,KPL3250___1291,KPL3256___894,KPL3264___1688,KPL3274___1256,KPL3911___1340,KPL1914___752,KPL1934_CDC4709_98___1671,KPL1939_CDC4792_99___1616,KPL1938_CDC4791_99___1528,KPL1937_CDC4199_99___506,KPL1933_CDC4545_98___241,KPL1932_CDC4420_98___442,KPL1931_CDC4294_98___766,KPL1930_CDC2949_98___272,KPL1922_CDC39_95___1603
1087,GC_00001088,,28,COG0173,Aspartyl-tRNA synthetase (AspS) (PDB:1C0A),CDS,persistent,P,exact_core,soft_core,1772,1772,28,ATCC_51524___1110,KPL3033___796,KPL3043___821,KPL3050___924,KPL3052___921,KPL3065___809,KPL3069___917,KPL3070___850,KPL3077___282,KPL3084___869,KPL3086___810,KPL3090___932,KPL3246___846,KPL3250___814,KPL3256___450,KPL3264___411,KPL3274___809,KPL3911___892,KPL1914___1257,KPL1934_CDC4709_98___1230,KPL1939_CDC4792_99___1149,KPL1938_CDC4791_99___328,KPL1937_CDC4199_99___327,KPL1933_CDC4545_98___612,KPL1932_CDC4420_98___139,KPL1931_CDC4294_98___551,KPL1930_CDC2949_98___1325,KPL1922_CDC39_95___1286
1088,GC_00001089,,28,COG1194,"Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs (MutY) (PDB:1KG2)",CDS,persistent,P,exact_core,soft_core,1181,1181,28,ATCC_51524___1104,KPL3033___802,KPL3043___828,KPL3050___930,KPL3052___927,KPL3065___815,KPL3069___922,KPL3070___856,KPL3077___289,KPL3084___875,KPL3086___816,KPL3090___939,KPL3246___852,KPL3250___820,KPL3256___456,KPL3264___405,KPL3274___815,KPL3911___898,KPL1914___1251,KPL1934_CDC4709_98___1235,KPL1939_CDC4792_99___1143,KPL1938_CDC4791_99___333,KPL1937_CDC4199_99___321,KPL1933_CDC4545_98___606,KPL1932_CDC4420_98___134,KPL1931_CDC4294_98___557,KPL1930_CDC2949_98___1320,KPL1922_CDC39_95___1280
1089,GC_00001090,,28,COG0673,Predicted dehydrogenase (MviM) (PDB:3UUW),CDS,persistent,P,exact_core,soft_core,1004,1004,28,ATCC_51524___350,KPL3033___170,KPL3043___192,KPL3050___179,KPL3052___166,KPL3065___177,KPL3069___176,KPL3070___181,KPL3077___1385,KPL3084___180,KPL3086___176,KPL3090___274,KPL3246___165,KPL3250___150,KPL3256___1513,KPL3264___1062,KPL3274___181,KPL3911___183,KPL1914___151,KPL1934_CDC4709_98___542,KPL1939_CDC4792_99___832,KPL1938_CDC4791_99___1452,KPL1937_CDC4199_99___965,KPL1933_CDC4545_98___925,KPL1932_CDC4420_98___1022,KPL1931_CDC4294_98___1149,KPL1930_CDC2949_98___782,KPL1922_CDC39_95___1144
1090,GC_00001091,,28,COG0656,"Aldo/keto reductase, related to diketogulonate reductase (ARA1) (PDB:1Q13)",CDS,persistent,P,exact_core,soft_core,806,806,28,ATCC_51524___1424,KPL3033___1406,KPL3043___1331,KPL3050___1419,KPL3052___1402,KPL3065___1311,KPL3069___1483,KPL3070___1321,KPL3077___796,KPL3084___1346,KPL3086___1324,KPL3090___1438,KPL3246___1320,KPL3250___1314,KPL3256___924,KPL3264___1658,KPL3274___1277,KPL3911___1370,KPL1914___725,KPL1934_CDC4709_98___1706,KPL1939_CDC4792_99___1594,KPL1938_CDC4791_99___1556,KPL1937_CDC4199_99___528,KPL1933_CDC4545_98___213,KPL1932_CDC4420_98___411,KPL1931_CDC4294_98___738,KPL1930_CDC2949_98___300,KPL1922_CDC39_95___1575
1091,GC_00001092,,28,COG4607,"ABC-type enterochelin transport system, periplasmic component (CeuA) (PDB:3ZKW)",CDS,persistent,P,exact_core,soft_core,1028,1028,28,ATCC_51524___15,KPL3033___512,KPL3043___531,KPL3050___614,KPL3052___612,KPL3065___517,KPL3069___617,KPL3070___558,KPL3077___1823,KPL3084___564,KPL3086___516,KPL3090___632,KPL3246___543,KPL3250___512,KPL3256___168,KPL3264___717,KPL3274___533,KPL3911___569,KPL1914___1557,KPL1934_CDC4709_98___938,KPL1939_CDC4792_99___895,KPL1938_CDC4791_99___956,KPL1937_CDC4199_99___286,KPL1933_CDC4545_98___1402,KPL1932_CDC4420_98___1256,KPL1931_CDC4294_98___1900,KPL1930_CDC2949_98___1601,KPL1922_CDC39_95___1180
1092,GC_00001093,,28,COG0846,"NAD-dependent protein deacetylase, SIR2 family (SIR2) (PDB:1M2N)",CDS,persistent,P,exact_core,soft_core,881.21,887,28,ATCC_51524___293,KPL3033___225,KPL3043___248,KPL3050___236,KPL3052___222,KPL3065___233,KPL3069___233,KPL3070___237,KPL3077___1442,KPL3084___237,KPL3086___232,KPL3090___330,KPL3246___221,KPL3250___207,KPL3256___1572,KPL3264___1007,KPL3274___236,KPL3911___239,KPL1914___96,KPL1934_CDC4709_98___597,KPL1939_CDC4792_99___407,KPL1938_CDC4791_99___1507,KPL1937_CDC4199_99___910,KPL1933_CDC4545_98___870,KPL1932_CDC4420_98___1077,KPL1931_CDC4294_98___1524,KPL1930_CDC2949_98___838,KPL1922_CDC39_95___1089
1093,GC_00001094,,28,COG0461,Orotate phosphoribosyltransferase (PyrE) (PDB:4WML),CDS,persistent,P,exact_core,soft_core,620,620,28,ATCC_51524___1554,KPL3033___1540,KPL3043___1459,KPL3050___1555,KPL3052___1538,KPL3065___1438,KPL3069___1610,KPL3070___1455,KPL3077___925,KPL3084___1480,KPL3086___1451,KPL3090___1641,KPL3246___1451,KPL3250___1446,KPL3256___1059,KPL3264___1525,KPL3274___1413,KPL3911___1498,KPL1914___596,KPL1934_CDC4709_98___98,KPL1939_CDC4792_99___1463,KPL1938_CDC4791_99___610,KPL1937_CDC4199_99___660,KPL1933_CDC4545_98___78,KPL1932_CDC4420_98___866,KPL1931_CDC4294_98___56,KPL1930_CDC2949_98___74,KPL1922_CDC39_95___782
1094,GC_00001095,,28,COG0331,Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC),CDS,persistent,P,exact_core,soft_core,947,947,28,ATCC_51524___336,KPL3033___182,KPL3043___205,KPL3050___193,KPL3052___179,KPL3065___190,KPL3069___190,KPL3070___194,KPL3077___1399,KPL3084___193,KPL3086___189,KPL3090___287,KPL3246___178,KPL3250___164,KPL3256___1530,KPL3264___1050,KPL3274___193,KPL3911___196,KPL1914___139,KPL1934_CDC4709_98___554,KPL1939_CDC4792_99___845,KPL1938_CDC4791_99___1464,KPL1937_CDC4199_99___953,KPL1933_CDC4545_98___913,KPL1932_CDC4420_98___1034,KPL1931_CDC4294_98___1481,KPL1930_CDC2949_98___795,KPL1922_CDC39_95___1132
1095,GC_00001096,,28,COG1564,Thiamine pyrophosphokinase (ThiN) (PDB:1IG0),CDS,persistent,P,exact_core,soft_core,644.43,644,28,ATCC_51524___1329,KPL3033___584,KPL3043___601,KPL3050___694,KPL3052___689,KPL3065___587,KPL3069___694,KPL3070___628,KPL3077___61,KPL3084___638,KPL3086___586,KPL3090___710,KPL3246___616,KPL3250___588,KPL3256___244,KPL3264___640,KPL3274___608,KPL3911___646,KPL1914___1478,KPL1934_CDC4709_98___1009,KPL1939_CDC4792_99___137,KPL1938_CDC4791_99___1027,KPL1937_CDC4199_99___1603,KPL1933_CDC4545_98___1326,KPL1932_CDC4420_98___1327,KPL1931_CDC4294_98___1748,KPL1930_CDC2949_98___1530,KPL1922_CDC39_95___709
1096,GC_00001097,,28,COG2153,"Predicted N-acyltransferase, GNAT family (ElaA) (PDB:1XEB)",CDS,persistent,P,exact_core,soft_core,445.25,452,28,ATCC_51524___1427,KPL3033___1409,KPL3043___1334,KPL3050___1422,KPL3052___1405,KPL3065___1314,KPL3069___1486,KPL3070___1324,KPL3077___799,KPL3084___1349,KPL3086___1327,KPL3090___1441,KPL3246___1323,KPL3250___1317,KPL3256___927,KPL3264___1655,KPL3274___1280,KPL3911___1373,KPL1914___722,KPL1934_CDC4709_98___1709,KPL1939_CDC4792_99___1591,KPL1938_CDC4791_99___1559,KPL1937_CDC4199_99___531,KPL1933_CDC4545_98___210,KPL1932_CDC4420_98___408,KPL1931_CDC4294_98___735,KPL1930_CDC2949_98___303,KPL1922_CDC39_95___1572
1097,GC_00001098,,28,COG1732,Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein) (OsmF) (PDB:4WEP),CDS,persistent,P,exact_core,soft_core,958.04,956,28,ATCC_51524___1351,KPL3033___562,KPL3043___579,KPL3050___672,KPL3052___666,KPL3065___565,KPL3069___672,KPL3070___606,KPL3077___39,KPL3084___616,KPL3086___564,KPL3090___686,KPL3246___594,KPL3250___566,KPL3256___222,KPL3264___662,KPL3274___586,KPL3911___624,KPL1914___1500,KPL1934_CDC4709_98___987,KPL1939_CDC4792_99___159,KPL1938_CDC4791_99___1005,KPL1937_CDC4199_99___1625,KPL1933_CDC4545_98___1348,KPL1932_CDC4420_98___1305,KPL1931_CDC4294_98___1770,KPL1930_CDC2949_98___1552,KPL1922_CDC39_95___731
1098,GC_00001099,,28,COG1087,UDP-glucose 4-epimerase (GalE) (PDB:1A9Y),CDS,persistent,P,exact_core,soft_core,1016,1016,28,ATCC_51524___1210,KPL3033___706,KPL3043___723,KPL3050___809,KPL3052___817,KPL3065___711,KPL3069___820,KPL3070___748,KPL3077___173,KPL3084___758,KPL3086___712,KPL3090___831,KPL3246___744,KPL3250___713,KPL3256___353,KPL3264___514,KPL3274___714,KPL3911___778,KPL1914___1352,KPL1934_CDC4709_98___1125,KPL1939_CDC4792_99___1253,KPL1938_CDC4791_99___228,KPL1937_CDC4199_99___55,KPL1933_CDC4545_98___1218,KPL1932_CDC4420_98___329,KPL1931_CDC4294_98___677,KPL1930_CDC2949_98___1421,KPL1922_CDC39_95___1378
1099,GC_00001100,,28,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759,CDS,persistent,P,exact_core,soft_core,2407.89,2408,28,ATCC_51524___13,KPL3033___514,KPL3043___533,KPL3050___616,KPL3052___614,KPL3065___519,KPL3069___619,KPL3070___560,KPL3077___1825,KPL3084___566,KPL3086___518,KPL3090___634,KPL3246___545,KPL3250___514,KPL3256___170,KPL3264___715,KPL3274___535,KPL3911___571,KPL1914___1555,KPL1934_CDC4709_98___940,KPL1939_CDC4792_99___893,KPL1938_CDC4791_99___958,KPL1937_CDC4199_99___284,KPL1933_CDC4545_98___1400,KPL1932_CDC4420_98___1258,KPL1931_CDC4294_98___1902,KPL1930_CDC2949_98___1599,KPL1922_CDC39_95___1178
1100,GC_00001101,,28,COG4475,"Uncharacterized conserved protein YwlG, UPF0340 family (YwlG) (PDB:1V8D)",CDS,persistent,P,exact_core,soft_core,551,551,28,ATCC_51524___1611,KPL3033___1596,KPL3043___1512,KPL3050___1608,KPL3052___1593,KPL3065___1492,KPL3069___1669,KPL3070___1534,KPL3077___991,KPL3084___1551,KPL3086___1505,KPL3090___1693,KPL3246___1503,KPL3250___1496,KPL3256___1117,KPL3264___1472,KPL3274___1472,KPL3911___1569,KPL1914___538,KPL1934_CDC4709_98___147,KPL1939_CDC4792_99___1413,KPL1938_CDC4791_99___662,KPL1937_CDC4199_99___710,KPL1933_CDC4545_98___25,KPL1932_CDC4420_98___1451,KPL1931_CDC4294_98___114,KPL1930_CDC2949_98___719,KPL1922_CDC39_95___837
1101,GC_00001102,,28,COG0533,tRNA A37 threonylcarbamoyltransferase TsaD (TsaD) (PDB:3ENO) (PUBMED:23072323,CDS,persistent,P,exact_core,soft_core,1007,1007,28,ATCC_51524___1593,KPL3033___1570,KPL3043___1496,KPL3050___1590,KPL3052___1574,KPL3065___1468,KPL3069___1653,KPL3070___1505,KPL3077___966,KPL3084___1525,KPL3086___1481,KPL3090___1676,KPL3246___1485,KPL3250___1476,KPL3256___1101,KPL3264___1489,KPL3274___1448,KPL3911___1544,KPL1914___562,KPL1934_CDC4709_98___133,KPL1939_CDC4792_99___1429,KPL1938_CDC4791_99___645,KPL1937_CDC4199_99___694,KPL1933_CDC4545_98___40,KPL1932_CDC4420_98___901,KPL1931_CDC4294_98___91,KPL1930_CDC2949_98___110,KPL1922_CDC39_95___819
1102,GC_00001103,,28,COG4605,"ABC-type enterochelin transport system, permease component (CeuC)",CDS,persistent,P,exact_core,soft_core,962,962,28,ATCC_51524___659,KPL3033___1361,KPL3043___1281,KPL3050___1379,KPL3052___1358,KPL3065___1260,KPL3069___1433,KPL3070___1274,KPL3077___752,KPL3084___1298,KPL3086___1273,KPL3090___1393,KPL3246___1281,KPL3250___1275,KPL3256___878,KPL3264___1704,KPL3274___1240,KPL3911___1324,KPL1914___768,KPL1934_CDC4709_98___1654,KPL1939_CDC4792_99___391,KPL1938_CDC4791_99___911,KPL1937_CDC4199_99___1678,KPL1933_CDC4545_98___1167,KPL1932_CDC4420_98___725,KPL1931_CDC4294_98___1630,KPL1930_CDC2949_98___958,KPL1922_CDC39_95___289
1103,GC_00001104,,28,COG0726,"Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)",CDS,persistent,P,exact_core,soft_core,1499.96,1538,28,ATCC_51524___1512,KPL3033___1499,KPL3043___1419,KPL3050___1517,KPL3052___1500,KPL3065___1399,KPL3069___1572,KPL3070___1414,KPL3077___883,KPL3084___1440,KPL3086___1412,KPL3090___1602,KPL3246___1414,KPL3250___1404,KPL3256___1017,KPL3264___1562,KPL3274___1373,KPL3911___1459,KPL1914___641,KPL1934_CDC4709_98___61,KPL1939_CDC4792_99___1505,KPL1938_CDC4791_99___574,KPL1937_CDC4199_99___624,KPL1933_CDC4545_98___115,KPL1932_CDC4420_98___1369,KPL1931_CDC4294_98___1096,KPL1930_CDC2949_98___1191,KPL1922_CDC39_95___1486
1104,GC_00001105,,28,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),CDS,persistent,P,exact_core,soft_core,2219,2219,28,ATCC_51524___877,KPL3033___1018,KPL3043___1035,KPL3050___1143,KPL3052___1144,KPL3065___1017,KPL3069___1125,KPL3070___1055,KPL3077___522,KPL3084___1075,KPL3086___1030,KPL3090___1158,KPL3246___1053,KPL3250___1034,KPL3256___645,KPL3264___190,KPL3274___1007,KPL3911___1099,KPL1914___1015,KPL1934_CDC4709_98___1440,KPL1939_CDC4792_99___930,KPL1938_CDC4791_99___1057,KPL1937_CDC4199_99___1711,KPL1933_CDC4545_98___401,KPL1932_CDC4420_98___832,KPL1931_CDC4294_98___1323,KPL1930_CDC2949_98___644,KPL1922_CDC39_95___118
1105,GC_00001106,,28,COG1195,Recombinational DNA repair ATPase RecF (RecF) (PDB:5Z67),CDS,persistent,P,exact_core,soft_core,1145,1145,28,ATCC_51524___528,KPL3033___4,KPL3043___4,KPL3050___4,KPL3052___4,KPL3065___4,KPL3069___4,KPL3070___4,KPL3077___1206,KPL3084___4,KPL3086___4,KPL3090___4,KPL3246___4,KPL3250___4,KPL3256___1336,KPL3264___1250,KPL3274___4,KPL3911___4,KPL1914___332,KPL1934_CDC4709_98___370,KPL1939_CDC4792_99___647,KPL1938_CDC4791_99___1648,KPL1937_CDC4199_99___1509,KPL1933_CDC4545_98___1121,KPL1932_CDC4420_98___1502,KPL1931_CDC4294_98___1656,KPL1930_CDC2949_98___374,KPL1922_CDC39_95___953
1106,GC_00001107,,28,COG0324,tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5),CDS,persistent,P,exact_core,soft_core,928.68,929,28,ATCC_51524___1107,KPL3033___799,KPL3043___825,KPL3050___927,KPL3052___924,KPL3065___812,KPL3069___919,KPL3070___853,KPL3077___286,KPL3084___872,KPL3086___813,KPL3090___936,KPL3246___849,KPL3250___817,KPL3256___453,KPL3264___408,KPL3274___812,KPL3911___895,KPL1914___1254,KPL1934_CDC4709_98___1232,KPL1939_CDC4792_99___1146,KPL1938_CDC4791_99___330,KPL1937_CDC4199_99___324,KPL1933_CDC4545_98___609,KPL1932_CDC4420_98___137,KPL1931_CDC4294_98___554,KPL1930_CDC2949_98___1323,KPL1922_CDC39_95___1283
1107,GC_00001108,,28,COG3884,Acyl-ACP thioesterase (FatA) (PDB:2ESS),CDS,persistent,P,exact_core,soft_core,755.32,755,28,ATCC_51524___861,KPL3033___1038,KPL3043___1061,KPL3050___1159,KPL3052___1161,KPL3065___1038,KPL3069___1147,KPL3070___1074,KPL3077___542,KPL3084___1097,KPL3086___1052,KPL3090___1174,KPL3246___1069,KPL3250___1055,KPL3256___661,KPL3264___169,KPL3274___1030,KPL3911___1115,KPL1914___970,KPL1934_CDC4709_98___1457,KPL1939_CDC4792_99___377,KPL1938_CDC4791_99___697,KPL1937_CDC4199_99___482,KPL1933_CDC4545_98___1519,KPL1932_CDC4420_98___519,KPL1931_CDC4294_98___422,KPL1930_CDC2949_98___1159,KPL1922_CDC39_95___491
1108,GC_00001109,,28,COG0463,Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ),CDS,persistent,P,exact_core,soft_core,1055.64,1055,28,ATCC_51524___1209,KPL3033___707,KPL3043___724,KPL3050___810,KPL3052___818,KPL3065___712,KPL3069___821,KPL3070___749,KPL3077___174,KPL3084___759,KPL3086___713,KPL3090___832,KPL3246___745,KPL3250___714,KPL3256___354,KPL3264___513,KPL3274___715,KPL3911___779,KPL1914___1351,KPL1934_CDC4709_98___1126,KPL1939_CDC4792_99___1252,KPL1938_CDC4791_99___229,KPL1937_CDC4199_99___56,KPL1933_CDC4545_98___1217,KPL1932_CDC4420_98___328,KPL1931_CDC4294_98___678,KPL1930_CDC2949_98___1420,KPL1922_CDC39_95___1377
1109,GC_00001110,,28,COG0845,Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E),CDS,persistent,P,exact_core,soft_core,1497.93,1490,28,ATCC_51524___190,KPL3033___329,KPL3043___346,KPL3050___350,KPL3052___333,KPL3065___333,KPL3069___341,KPL3070___349,KPL3077___1548,KPL3084___354,KPL3086___331,KPL3090___441,KPL3246___347,KPL3250___325,KPL3256___1679,KPL3264___907,KPL3274___340,KPL3911___356,KPL1914___1742,KPL1934_CDC4709_98___698,KPL1939_CDC4792_99___511,KPL1938_CDC4791_99___1273,KPL1937_CDC4199_99___791,KPL1933_CDC4545_98___752,KPL1932_CDC4420_98___1684,KPL1931_CDC4294_98___1248,KPL1930_CDC2949_98___1650,KPL1922_CDC39_95___1623
1110,GC_00001111,,28,COG0628,Predicted PurR-regulated permease PerM (PerM),CDS,persistent,P,exact_core,soft_core,1172.86,1172,28,ATCC_51524___202,KPL3033___317,KPL3043___334,KPL3050___337,KPL3052___321,KPL3065___321,KPL3069___329,KPL3070___335,KPL3077___1536,KPL3084___340,KPL3086___319,KPL3090___429,KPL3246___334,KPL3250___313,KPL3256___1667,KPL3264___921,KPL3274___326,KPL3911___342,KPL1914___1754,KPL1934_CDC4709_98___686,KPL1939_CDC4792_99___499,KPL1938_CDC4791_99___1282,KPL1937_CDC4199_99___803,KPL1933_CDC4545_98___764,KPL1932_CDC4420_98___923,KPL1931_CDC4294_98___1239,KPL1930_CDC2949_98___124,KPL1922_CDC39_95___1001
1111,GC_00001112,,28,COG1404,"Serine protease, subtilisin family (AprE) (PDB:1SCJ)",CDS,persistent,P,exact_core,soft_core,5091.29,5183,28,ATCC_51524___28,KPL3033___500,KPL3043___519,KPL3050___603,KPL3052___600,KPL3065___505,KPL3069___605,KPL3070___546,KPL3077___1811,KPL3084___552,KPL3086___504,KPL3090___620,KPL3246___531,KPL3250___500,KPL3256___156,KPL3264___729,KPL3274___519,KPL3911___557,KPL1914___1568,KPL1934_CDC4709_98___926,KPL1939_CDC4792_99___907,KPL1938_CDC4791_99___944,KPL1937_CDC4199_99___298,KPL1933_CDC4545_98___1413,KPL1932_CDC4420_98___1244,KPL1931_CDC4294_98___1888,KPL1930_CDC2949_98___1613,KPL1922_CDC39_95___1191
1112,GC_00001113,,28,COG1668,"ABC-type Na+ efflux pump, permease component NatB (NatB)",CDS,persistent,P,exact_core,soft_core,1267.89,1274,28,ATCC_51524___227,KPL3033___291,KPL3043___308,KPL3050___312,KPL3052___288,KPL3065___295,KPL3069___297,KPL3070___309,KPL3077___1511,KPL3084___309,KPL3086___293,KPL3090___401,KPL3246___299,KPL3250___285,KPL3256___1635,KPL3264___953,KPL3274___301,KPL3911___311,KPL1914___23,KPL1934_CDC4709_98___660,KPL1939_CDC4792_99___473,KPL1938_CDC4791_99___1140,KPL1937_CDC4199_99___829,KPL1933_CDC4545_98___796,KPL1932_CDC4420_98___1145,KPL1931_CDC4294_98___1599,KPL1930_CDC2949_98___904,KPL1922_CDC39_95___1026
1113,GC_00001114,,28,COG3276,Selenocysteine-specific translation elongation factor SelB (SelB) (PDB:4ZU9),CDS,persistent,P,exact_core,soft_core,1892,1892,28,ATCC_51524___1638,KPL3033___1623,KPL3043___1547,KPL3050___1651,KPL3052___1635,KPL3065___1526,KPL3069___1706,KPL3070___1570,KPL3077___1017,KPL3084___1589,KPL3086___1540,KPL3090___1729,KPL3246___1547,KPL3250___1523,KPL3256___1153,KPL3264___1428,KPL3274___1506,KPL3911___1604,KPL1914___511,KPL1934_CDC4709_98___193,KPL1939_CDC4792_99___1386,KPL1938_CDC4791_99___1085,KPL1937_CDC4199_99___393,KPL1933_CDC4545_98___304,KPL1932_CDC4420_98___468,KPL1931_CDC4294_98___148,KPL1930_CDC2949_98___255,KPL1922_CDC39_95___872
1114,GC_00001115,,28,COG0577,"ABC-type antimicrobial peptide transport system, permease component (SalY)",CDS,persistent,P,exact_core,soft_core,1891.14,1895,28,ATCC_51524___1298,KPL3033___615,KPL3043___632,KPL3050___725,KPL3052___721,KPL3065___618,KPL3069___725,KPL3070___652,KPL3077___85,KPL3084___662,KPL3086___618,KPL3090___742,KPL3246___647,KPL3250___619,KPL3256___263,KPL3264___608,KPL3274___627,KPL3911___680,KPL1914___1447,KPL1934_CDC4709_98___1028,KPL1939_CDC4792_99___118,KPL1938_CDC4791_99___1046,KPL1937_CDC4199_99___1579,KPL1933_CDC4545_98___1307,KPL1932_CDC4420_98___1346,KPL1931_CDC4294_98___1729,KPL1930_CDC2949_98___1511,KPL1922_CDC39_95___678
