#duplication_margin=0.05
persistent_family	duplication_ratio	mean_presence	is_single_copy_marker
GC_00000829	0.0	1.0	True
GC_00000830	0.0	1.0	True
GC_00000831	0.0	1.0	True
GC_00000832	0.0	1.0	True
GC_00000833	0.0	1.0	True
GC_00000834	0.0	1.0	True
GC_00000835	0.0	1.0	True
GC_00000836	0.0	1.0	True
GC_00000837	0.0	1.0	True
GC_00000838	0.0	1.0	True
GC_00000839	0.0	1.0	True
GC_00000840	0.0	1.0	True
GC_00000841	0.0	1.0	True
GC_00000842	0.0	1.0	True
GC_00000843	0.0	1.0	True
GC_00000844	0.0	1.0	True
GC_00000845	0.0	1.0	True
GC_00000846	0.0	1.0	True
GC_00000847	0.0	1.0	True
GC_00000848	0.0	1.0	True
GC_00000849	0.0	1.0	True
GC_00000850	0.0	1.0	True
GC_00000851	0.0	1.0	True
GC_00000852	0.0	1.0	True
GC_00000853	0.0	1.0	True
GC_00000854	0.0	1.0	True
GC_00000855	0.0	1.0	True
GC_00000856	0.0	1.0	True
GC_00000857	0.0	1.0	True
GC_00000858	0.0	1.0	True
GC_00000859	0.0	1.0	True
GC_00000860	0.0	1.0	True
GC_00000861	0.0	1.0	True
GC_00000862	0.0	1.0	True
GC_00000863	0.0	1.0	True
GC_00000864	0.0	1.0	True
GC_00000865	0.0	1.0	True
GC_00000866	0.0	1.0	True
GC_00000867	0.0	1.0	True
GC_00000868	0.0	1.0	True
GC_00000869	0.0	1.0	True
GC_00000870	0.0	1.0	True
GC_00000871	0.0	1.0	True
GC_00000872	0.0	1.0	True
GC_00000873	0.0	1.0	True
GC_00000874	0.0	1.0	True
GC_00000875	0.0	1.0	True
GC_00000876	0.0	1.0	True
GC_00000877	0.0	1.0	True
GC_00000878	0.0	1.0	True
GC_00000879	0.0	1.0	True
GC_00000880	0.0	1.0	True
GC_00000881	0.0	1.0	True
GC_00000882	0.0	1.0	True
GC_00000883	0.0	1.0	True
GC_00000884	0.0	1.0	True
GC_00000885	0.0	1.0	True
GC_00000886	0.0	1.0	True
GC_00000887	0.0	1.0	True
GC_00000888	0.0	1.0	True
GC_00000889	0.0	1.0	True
GC_00000890	0.0	1.0	True
GC_00000891	0.0	1.0	True
GC_00000892	0.0	1.0	True
GC_00000893	0.0	1.0	True
GC_00000894	0.0	1.0	True
GC_00000895	0.0	1.0	True
GC_00000896	0.0	1.0	True
GC_00000897	0.0	1.0	True
GC_00000898	0.0	1.0	True
GC_00000899	0.0	1.0	True
GC_00000900	0.0	1.0	True
GC_00000901	0.0	1.0	True
GC_00000902	0.0	1.0	True
GC_00000903	0.0	1.0	True
GC_00000904	0.0	1.0	True
GC_00000905	0.0	1.0	True
GC_00000906	0.0	1.0	True
GC_00000907	0.0	1.0	True
GC_00000908	0.0	1.0	True
GC_00000909	0.0	1.0	True
GC_00000910	0.0	1.0	True
GC_00000911	0.0	1.0	True
GC_00000912	0.0	1.0	True
GC_00000913	0.0	1.0	True
GC_00000914	0.0	1.0	True
GC_00000915	0.0	1.0	True
GC_00000916	0.0	1.0	True
GC_00000917	0.0	1.0	True
GC_00000918	0.0	1.0	True
GC_00000919	0.0	1.0	True
GC_00000920	0.0	1.0	True
GC_00000921	0.0	1.0	True
GC_00000922	0.0	1.0	True
GC_00000923	0.0	1.0	True
GC_00000924	0.0	1.0	True
GC_00000925	0.0	1.0	True
GC_00000926	0.0	1.0	True
GC_00000927	0.0	1.0	True
GC_00000928	0.0	1.0	True
GC_00000929	0.0	1.0	True
GC_00000930	0.0	1.0	True
GC_00000931	0.0	1.0	True
GC_00000932	0.0	1.0	True
GC_00000933	0.0	1.0	True
GC_00000934	0.0	1.0	True
GC_00000935	0.0	1.0	True
GC_00000936	0.0	1.0	True
GC_00000937	0.0	1.0	True
GC_00000938	0.0	1.0	True
GC_00000939	0.0	1.0	True
GC_00000940	0.0	1.0	True
GC_00000941	0.0	1.0	True
GC_00000942	0.0	1.0	True
GC_00000943	0.0	1.0	True
GC_00000944	0.0	1.0	True
GC_00000945	0.0	1.0	True
GC_00000946	0.0	1.0	True
GC_00000947	0.0	1.0	True
GC_00000948	0.0	1.0	True
GC_00000949	0.0	1.0	True
GC_00000950	0.0	1.0	True
GC_00000951	0.0	1.0	True
GC_00000952	0.0	1.0	True
GC_00000953	0.0	1.0	True
GC_00000954	0.0	1.0	True
GC_00000955	0.0	1.0	True
GC_00000956	0.0	1.0	True
GC_00000957	0.0	1.0	True
GC_00000958	0.0	1.0	True
GC_00000959	0.0	1.0	True
GC_00000960	0.0	1.0	True
GC_00000961	0.0	1.0	True
GC_00000962	0.0	1.0	True
GC_00000963	0.0	1.0	True
GC_00000964	0.0	1.0	True
GC_00000965	0.0	1.0	True
GC_00000966	0.0	1.0	True
GC_00000967	0.0	1.0	True
GC_00000968	0.0	1.0	True
GC_00000969	0.0	1.0	True
GC_00000970	0.0	1.0	True
GC_00000971	0.0	1.0	True
GC_00000972	0.0	1.0	True
GC_00000973	0.0	1.0	True
GC_00000974	0.0	1.0	True
GC_00000975	0.0	1.0	True
GC_00000976	0.0	1.0	True
GC_00000977	0.0	1.0	True
GC_00000978	0.0	1.0	True
GC_00000979	0.0	1.0	True
GC_00000980	0.0	1.0	True
GC_00000981	0.0	1.0	True
GC_00000982	0.0	1.0	True
GC_00000983	0.0	1.0	True
GC_00000984	0.0	1.0	True
GC_00000985	0.0	1.0	True
GC_00000986	0.0	1.0	True
GC_00000987	0.0	1.0	True
GC_00000988	0.0	1.0	True
GC_00000989	0.0	1.0	True
GC_00000990	0.0	1.0	True
GC_00000991	0.0	1.0	True
GC_00000992	0.0	1.0	True
GC_00000993	0.0	1.0	True
GC_00000994	0.0	1.0	True
GC_00000995	0.0	1.0	True
GC_00000996	0.0	1.0	True
GC_00000997	0.0	1.0	True
GC_00000998	0.0	1.0	True
GC_00000999	0.0	1.0	True
GC_00001000	0.0	1.0	True
GC_00001001	0.0	1.0	True
GC_00001002	0.0	1.0	True
GC_00001003	0.0	1.0	True
GC_00001004	0.037	1.037	True
GC_00001005	0.0	1.0	True
GC_00001006	0.0	1.0	True
GC_00001007	0.0	1.0	True
GC_00001008	0.0	1.0	True
GC_00001009	0.0	1.0	True
GC_00001010	0.0	1.0	True
GC_00001011	0.0	1.0	True
GC_00001012	0.0	1.0	True
GC_00001013	0.0	1.0	True
GC_00001014	0.0	1.0	True
GC_00001015	0.0	1.0	True
GC_00001016	0.0	1.0	True
GC_00001017	0.0	1.0	True
GC_00001018	0.0	1.0	True
GC_00001019	0.0	1.0	True
GC_00001020	0.0	1.0	True
GC_00001021	0.0	1.0	True
GC_00001022	0.0	1.0	True
GC_00001023	0.0	1.0	True
GC_00001024	0.0	1.0	True
GC_00001025	0.0	1.0	True
GC_00001026	0.0	1.0	True
GC_00001027	0.0	1.0	True
GC_00001028	0.0	1.0	True
GC_00001029	0.0	1.0	True
GC_00001030	0.0	1.0	True
GC_00001031	0.0	1.0	True
GC_00001032	0.0	1.0	True
GC_00001033	0.0	1.0	True
GC_00001034	0.0	1.0	True
GC_00001035	0.0	1.0	True
GC_00001036	0.0	1.0	True
GC_00001037	0.0	1.0	True
GC_00001038	0.0	1.0	True
GC_00001039	0.0	1.0	True
GC_00001040	0.0	1.0	True
GC_00001041	0.0	1.0	True
GC_00001042	0.0	1.0	True
GC_00001043	0.0	1.0	True
GC_00001044	0.0	1.0	True
GC_00001045	0.0	1.0	True
GC_00001046	0.0	1.0	True
GC_00001047	0.0	1.0	True
GC_00001048	0.0	1.0	True
GC_00001049	0.0	1.0	True
GC_00001050	0.0	1.0	True
GC_00001051	0.0	1.0	True
GC_00001052	0.0	1.0	True
GC_00001053	0.0	1.0	True
GC_00001054	0.0	1.0	True
GC_00001055	0.0	1.0	True
GC_00001056	0.0	1.0	True
GC_00001057	0.0	1.0	True
GC_00001058	0.0	1.0	True
GC_00001059	0.0	1.0	True
GC_00001060	0.0	1.0	True
GC_00001061	0.0	1.0	True
GC_00001062	0.0	1.0	True
GC_00001063	0.0	1.0	True
GC_00001064	0.0	1.0	True
GC_00001065	0.0	1.0	True
GC_00001066	0.0	1.0	True
GC_00001067	0.0	1.0	True
GC_00001068	0.0	1.0	True
GC_00001069	0.0	1.0	True
GC_00001070	0.0	1.0	True
GC_00001071	0.0	1.0	True
GC_00001072	0.0	1.0	True
GC_00001073	0.0	1.0	True
GC_00001074	0.0	1.0	True
GC_00001075	0.0	1.0	True
GC_00001076	0.0	1.0	True
GC_00001077	0.0	1.0	True
GC_00001078	0.0	1.0	True
GC_00001079	0.0	1.0	True
GC_00001080	0.0	1.0	True
GC_00001081	0.0	1.0	True
GC_00001082	0.0	1.0	True
GC_00001083	0.0	1.0	True
GC_00001084	0.0	1.0	True
GC_00001085	0.0	1.0	True
GC_00001086	0.0	1.0	True
GC_00001087	0.0	1.0	True
GC_00001088	0.0	1.0	True
GC_00001089	0.0	1.0	True
GC_00001090	0.0	1.0	True
GC_00001091	0.0	1.0	True
GC_00001092	0.0	1.0	True
GC_00001093	0.0	1.0	True
GC_00001094	0.0	1.0	True
GC_00001095	0.0	1.0	True
GC_00001096	0.0	1.0	True
GC_00001097	0.0	1.0	True
GC_00001098	0.0	1.0	True
GC_00001099	0.0	1.0	True
GC_00001100	0.0	1.0	True
GC_00001101	0.0	1.0	True
GC_00001102	0.0	1.0	True
GC_00001103	0.0	1.0	True
GC_00001104	0.0	1.0	True
GC_00001105	0.0	1.0	True
GC_00001106	0.0	1.0	True
GC_00001107	0.0	1.0	True
GC_00001108	0.0	1.0	True
GC_00001109	0.0	1.0	True
GC_00001110	0.0	1.0	True
GC_00001111	0.0	1.0	True
GC_00001112	0.0	1.0	True
GC_00001113	0.0	1.0	True
GC_00001114	0.0	1.0	True
GC_00001115	0.0	1.0	True
GC_00001116	0.0	1.0	True
GC_00001117	0.0	1.0	True
GC_00001118	0.0	1.0	True
GC_00001119	0.0	1.0	True
GC_00001120	0.0	1.0	True
GC_00001121	0.0	1.0	True
GC_00001122	0.0	1.0	True
GC_00001123	0.0	1.0	True
GC_00001124	0.0	1.0	True
GC_00001125	0.0	1.0	True
GC_00001126	0.0	1.0	True
GC_00001127	0.0	1.0	True
GC_00001128	0.0	1.0	True
GC_00001129	0.0	1.0	True
GC_00001130	0.0	1.0	True
GC_00001131	0.0	1.0	True
GC_00001132	0.0	1.0	True
GC_00001133	0.0	1.0	True
GC_00001134	0.0	1.0	True
GC_00001135	0.0	1.0	True
GC_00001136	0.0	1.0	True
GC_00001137	0.0	1.0	True
GC_00001138	0.0	1.0	True
GC_00001139	0.0	1.0	True
GC_00001140	0.0	1.0	True
GC_00001141	0.0	1.0	True
GC_00001142	0.0	1.0	True
GC_00001143	0.0	1.0	True
GC_00001144	0.0	1.0	True
GC_00001145	0.0	1.0	True
GC_00001146	0.0	1.0	True
GC_00001147	0.0	1.0	True
GC_00001148	0.0	1.0	True
GC_00001149	0.0	1.0	True
GC_00001150	0.0	1.0	True
GC_00001151	0.0	1.0	True
GC_00001152	0.0	1.0	True
GC_00001153	0.0	1.0	True
GC_00001154	0.0	1.0	True
GC_00001155	0.0	1.0	True
GC_00001156	0.0	1.0	True
GC_00001157	0.0	1.0	True
GC_00001158	0.0	1.0	True
GC_00001159	0.0	1.0	True
GC_00001160	0.0	1.0	True
GC_00001161	0.0	1.0	True
GC_00001162	0.0	1.0	True
GC_00001163	0.0	1.0	True
GC_00001164	0.0	1.0	True
GC_00001165	0.0	1.0	True
GC_00001166	0.0	1.0	True
GC_00001167	0.0	1.0	True
GC_00001168	0.0	1.0	True
GC_00001169	0.0	1.0	True
GC_00001170	0.0	1.0	True
GC_00001171	0.0	1.0	True
GC_00001172	0.0	1.0	True
GC_00001173	0.0	1.0	True
GC_00001174	0.0	1.0	True
GC_00001175	0.0	1.0	True
GC_00001176	0.0	1.0	True
GC_00001177	0.0	1.0	True
GC_00001178	0.0	1.0	True
GC_00001179	0.0	1.0	True
GC_00001180	0.0	1.0	True
GC_00001181	0.0	1.0	True
GC_00001182	0.0	1.0	True
GC_00001183	0.0	1.0	True
GC_00001184	0.0	1.0	True
GC_00001185	0.0	1.0	True
GC_00001186	0.0	1.0	True
GC_00001187	0.0	1.0	True
GC_00001188	0.0	1.0	True
GC_00001189	0.0	1.0	True
GC_00001190	0.0	1.0	True
GC_00001191	0.0	1.0	True
GC_00001192	0.0	1.0	True
GC_00001193	0.0	1.0	True
GC_00001194	0.0	1.0	True
GC_00001195	0.0	1.0	True
GC_00001196	0.0	1.0	True
GC_00001197	0.0	1.0	True
GC_00001198	0.077	1.077	False
GC_00001199	0.0	1.0	True
GC_00001200	0.0	1.0	True
GC_00001201	0.0	1.0	True
GC_00001202	0.0	1.0	True
GC_00001203	0.0	1.0	True
GC_00001204	0.0	1.0	True
GC_00001205	0.0	1.0	True
GC_00001206	0.0	1.0	True
GC_00001207	0.0	1.0	True
GC_00001208	0.037	1.037	True
GC_00001209	0.0	1.0	True
GC_00001210	0.0	1.0	True
GC_00001211	0.0	1.0	True
GC_00001212	0.0	1.0	True
GC_00001213	0.0	1.0	True
GC_00001214	0.0	1.0	True
GC_00001215	0.0	1.0	True
GC_00001216	0.0	1.0	True
GC_00001217	0.0	1.0	True
GC_00001218	0.0	1.0	True
GC_00001219	0.0	1.0	True
GC_00001220	0.0	1.0	True
GC_00001221	0.0	1.0	True
GC_00001222	0.0	1.0	True
GC_00001223	0.0	1.0	True
GC_00001224	0.0	1.0	True
GC_00001225	0.0	1.0	True
GC_00001226	0.0	1.0	True
GC_00001227	0.0	1.0	True
GC_00001228	0.0	1.0	True
GC_00001229	0.0	1.0	True
GC_00001230	0.0	1.0	True
GC_00001231	0.0	1.0	True
GC_00001232	0.0	1.0	True
GC_00001233	0.0	1.0	True
GC_00001234	0.0	1.0	True
GC_00001235	0.0	1.0	True
GC_00001236	0.0	1.0	True
GC_00001237	0.0	1.0	True
GC_00001238	0.0	1.0	True
GC_00001239	0.0	1.0	True
GC_00001240	0.0	1.0	True
GC_00001241	0.0	1.0	True
GC_00001242	0.0	1.0	True
GC_00001243	0.0	1.0	True
GC_00001244	0.0	1.0	True
GC_00001245	0.037	1.037	True
GC_00001246	0.0	1.0	True
GC_00001247	0.0	1.0	True
GC_00001248	0.0	1.0	True
GC_00001249	0.0	1.0	True
GC_00001250	0.0	1.0	True
GC_00001251	0.0	1.0	True
GC_00001252	0.0	1.0	True
GC_00001253	0.0	1.0	True
GC_00001254	0.0	1.0	True
GC_00001255	0.0	1.0	True
GC_00001256	0.0	1.0	True
GC_00001257	0.0	1.0	True
GC_00001258	0.0	1.0	True
GC_00001259	0.0	1.0	True
GC_00001260	0.0	1.0	True
GC_00001261	0.0	1.0	True
GC_00001262	0.0	1.0	True
GC_00001263	0.0	1.0	True
GC_00001264	0.0	1.0	True
GC_00001265	0.0	1.0	True
GC_00001266	0.0	1.0	True
GC_00001267	0.0	1.0	True
GC_00001268	0.0	1.0	True
GC_00001269	0.037	1.037	True
GC_00001270	0.0	1.0	True
GC_00001271	0.0	1.0	True
GC_00001272	0.0	1.0	True
GC_00001273	0.0	1.0	True
GC_00001274	0.0	1.0	True
GC_00001275	0.0	1.0	True
GC_00001276	0.0	1.0	True
GC_00001277	0.0	1.0	True
GC_00001278	0.0	1.0	True
GC_00001279	0.0	1.0	True
GC_00001280	0.0	1.0	True
GC_00001281	0.0	1.0	True
GC_00001282	0.0	1.0	True
GC_00001283	0.0	1.0	True
GC_00001284	0.0	1.0	True
GC_00001285	0.0	1.0	True
GC_00001286	0.0	1.0	True
GC_00001287	0.0	1.0	True
GC_00001288	0.0	1.0	True
GC_00001289	0.0	1.0	True
GC_00001290	0.0	1.0	True
GC_00001291	0.0	1.0	True
GC_00001292	0.0	1.0	True
GC_00001293	0.0	1.0	True
GC_00001294	0.0	1.0	True
GC_00001295	0.0	1.0	True
GC_00001296	0.0	1.0	True
GC_00001297	0.0	1.0	True
GC_00001298	0.0	1.0	True
GC_00001299	0.0	1.0	True
GC_00001300	0.0	1.0	True
GC_00001301	0.0	1.0	True
GC_00001302	0.0	1.0	True
GC_00001303	0.0	1.0	True
GC_00001304	0.0	1.0	True
GC_00001305	0.0	1.0	True
GC_00001306	0.0	1.0	True
GC_00001307	0.0	1.0	True
GC_00001308	0.0	1.0	True
GC_00001309	0.0	1.0	True
GC_00001310	0.0	1.0	True
GC_00001311	0.0	1.0	True
GC_00001312	0.0	1.0	True
GC_00001313	0.0	1.0	True
GC_00001314	0.0	1.0	True
GC_00001315	0.0	1.0	True
GC_00001316	0.0	1.0	True
GC_00001317	0.0	1.0	True
GC_00001318	0.0	1.0	True
GC_00001319	0.0	1.0	True
GC_00001320	0.0	1.0	True
GC_00001321	0.12	1.12	False
GC_00001322	0.0	1.0	True
GC_00001323	0.0	1.0	True
GC_00001324	0.0	1.0	True
GC_00001325	0.0	1.0	True
GC_00001326	0.0	1.0	True
GC_00001327	0.0	1.0	True
GC_00001328	0.037	1.037	True
GC_00001329	0.0	1.0	True
GC_00001330	0.0	1.0	True
GC_00001331	0.0	1.0	True
GC_00001332	0.0	1.0	True
GC_00001333	0.0	1.0	True
GC_00001334	0.0	1.0	True
GC_00001335	0.0	1.0	True
GC_00001336	0.0	1.0	True
GC_00001337	0.0	1.0	True
GC_00001338	0.0	1.0	True
GC_00001339	0.0	1.0	True
GC_00001340	0.0	1.0	True
GC_00001341	0.0	1.0	True
GC_00001342	0.0	1.0	True
GC_00001343	0.0	1.0	True
GC_00001344	0.0	1.0	True
GC_00001345	0.0	1.0	True
GC_00001346	0.0	1.0	True
GC_00001347	0.0	1.0	True
GC_00001348	0.0	1.0	True
GC_00001349	0.0	1.0	True
GC_00001350	0.038	1.038	True
GC_00001351	0.0	1.0	True
GC_00001352	0.038	1.038	True
GC_00001353	0.0	1.0	True
GC_00001354	0.0	1.0	True
GC_00001355	0.0	1.0	True
GC_00001356	0.0	1.0	True
GC_00001357	0.0	1.0	True
GC_00001358	0.0	1.0	True
GC_00001359	0.0	1.0	True
GC_00001360	0.0	1.0	True
GC_00001361	0.0	1.0	True
GC_00001362	0.0	1.0	True
GC_00001363	0.0	1.0	True
GC_00001364	0.0	1.0	True
GC_00001365	0.0	1.0	True
GC_00001366	0.0	1.0	True
GC_00001368	0.038	1.038	True
GC_00001369	0.0	1.0	True
GC_00001370	0.0	1.0	True
GC_00001371	0.0	1.0	True
GC_00001372	0.0	1.0	True
GC_00001373	0.038	1.038	True
GC_00001374	0.125	1.125	False
GC_00001375	0.0	1.0	True
GC_00001376	0.0	1.0	True
GC_00001377	0.0	1.0	True
GC_00001378	0.0	1.0	True
GC_00001379	0.0	1.0	True
GC_00001380	0.0	1.0	True
GC_00001381	0.0	1.0	True
GC_00001382	0.0	1.0	True
GC_00001383	0.0	1.0	True
GC_00001384	0.0	1.0	True
GC_00001385	0.0	1.0	True
GC_00001386	0.0	1.0	True
GC_00001387	0.0	1.0	True
GC_00001388	0.0	1.0	True
GC_00001389	0.0	1.0	True
GC_00001391	0.0	1.0	True
GC_00001392	0.0	1.0	True
GC_00001393	0.04	1.04	True
GC_00001394	0.04	1.04	True
GC_00001395	0.0	1.0	True
GC_00001396	0.0	1.0	True
GC_00001397	0.0	1.0	True
GC_00001398	0.0	1.0	True
GC_00001399	0.0	1.0	True
GC_00001400	0.0	1.0	True
GC_00001401	0.0	1.0	True
GC_00001402	0.04	1.04	True
GC_00001404	0.04	1.04	True
GC_00001405	0.0	1.0	True
GC_00001406	0.04	1.04	True
GC_00001407	0.0	1.0	True
GC_00001408	0.0	1.0	True
GC_00001409	0.04	1.04	True
GC_00001410	0.0	1.0	True
GC_00001411	0.0	1.0	True
GC_00001413	0.0	1.0	True
GC_00001414	0.0	1.0	True
GC_00001415	0.042	1.042	True
GC_00001416	0.0	1.0	True
GC_00001417	0.0	1.0	True
GC_00001418	0.0	1.0	True
GC_00001419	0.0	1.0	True
GC_00001421	0.042	1.042	True
GC_00001422	0.0	1.0	True
GC_00001423	0.0	1.0	True
GC_00001424	0.0	1.0	True
GC_00001425	0.042	1.042	True
GC_00001426	0.0	1.0	True
GC_00001427	0.0	1.0	True
GC_00001428	0.0	1.0	True
GC_00001429	0.0	1.0	True
GC_00001430	0.0	1.0	True
GC_00001431	0.0	1.0	True
GC_00001432	0.0	1.0	True
GC_00001434	0.0	1.0	True
GC_00001435	0.042	1.042	True
GC_00001436	0.0	1.0	True
GC_00001437	0.0	1.0	True
GC_00001438	0.0	1.0	True
GC_00001439	0.0	1.0	True
GC_00001441	0.0	1.0	True
GC_00001442	0.0	1.0	True
GC_00001444	0.0	1.0	True
GC_00001445	0.0	1.0	True
GC_00001447	0.0	1.0	True
GC_00001451	0.0	1.0	True
