locus_tag	ftype	length_bp	gene	EC_number	COG	product
KCJCKPDC_00354	CDS	957				hypothetical protein
KCJCKPDC_00355	CDS	609	sodA	1.15.1.1		Superoxide dismutase [Mn]
KCJCKPDC_00356	CDS	2145	penA		COG0768	Penicillin-binding protein 2B
KCJCKPDC_00357	CDS	162	rpmG2			50S ribosomal protein L33 2
KCJCKPDC_00358	CDS	699	glpG	3.4.21.105		Rhomboid protease GlpG
KCJCKPDC_00359	CDS	972	glcK	2.7.1.2	COG1940	Glucokinase
KCJCKPDC_00360	CDS	402	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KCJCKPDC_00361	CDS	477	zur		COG0735	Zinc-specific metallo-regulatory protein
KCJCKPDC_00362	CDS	183	rpsU		COG0828	30S ribosomal protein S21
KCJCKPDC_00363	CDS	447	yqeY		COG1610	putative protein YqeY
KCJCKPDC_00364	CDS	114				hypothetical protein
KCJCKPDC_00365	CDS	1023				hypothetical protein
KCJCKPDC_00366	CDS	1020			COG1702	PhoH-like protein
KCJCKPDC_00367	CDS	474	ybeY	3.1.-.-		Endoribonuclease YbeY
KCJCKPDC_00368	CDS	381	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
KCJCKPDC_00369	CDS	408	cdd	3.5.4.5	COG0295	Cytidine deaminase
KCJCKPDC_00370	CDS	909	era		COG1159	GTPase Era
KCJCKPDC_00371	CDS	777	recO		COG1381	DNA repair protein RecO
KCJCKPDC_00372	CDS	930	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KCJCKPDC_00373	CDS	2076	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
KCJCKPDC_00374	CDS	1716		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KCJCKPDC_00375	CDS	3285				hypothetical protein
KCJCKPDC_00376	CDS	1887	dnaG	2.7.7.-	COG0358	DNA primase
KCJCKPDC_00377	CDS	1113	sigA		COG0568	RNA polymerase sigma factor SigA
KCJCKPDC_00378	CDS	654	rplY			50S ribosomal protein L25
KCJCKPDC_00379	CDS	696	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
KCJCKPDC_00380	CDS	1116			COG0327	GTP cyclohydrolase 1 type 2 
KCJCKPDC_00381	CDS	1224	pepT	3.4.11.4		Peptidase T
KCJCKPDC_00382	CDS	3564	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
KCJCKPDC_00383	CDS	3780	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
KCJCKPDC_00384	CDS	150				hypothetical protein
KCJCKPDC_00385	CDS	1311				hypothetical protein
KCJCKPDC_00386	CDS	735	agrA_1		COG3279	Accessory gene regulator protein A
KCJCKPDC_00387	CDS	1272				hypothetical protein
KCJCKPDC_00388	CDS	1332				hypothetical protein
KCJCKPDC_00389	CDS	468	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
KCJCKPDC_00390	CDS	363	rplS		COG0335	50S ribosomal protein L19
KCJCKPDC_00391	CDS	486				hypothetical protein
KCJCKPDC_00392	CDS	870				hypothetical protein
KCJCKPDC_00393	CDS	2067	topA	5.6.2.1		DNA topoisomerase 1
KCJCKPDC_00394	CDS	903	xerC_1		COG4974	Tyrosine recombinase XerC
KCJCKPDC_00395	CDS	528	clpQ	3.4.21.-	COG5405	ATP-dependent protease subunit ClpQ
KCJCKPDC_00396	CDS	1446	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
KCJCKPDC_00397	CDS	819	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
KCJCKPDC_00398	CDS	633	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
KCJCKPDC_00399	CDS	255				hypothetical protein
KCJCKPDC_00400	CDS	291				hypothetical protein
KCJCKPDC_00401	CDS	363				hypothetical protein
KCJCKPDC_00402	CDS	510				hypothetical protein
KCJCKPDC_00403	CDS	1218				hypothetical protein
KCJCKPDC_00404	CDS	867				hypothetical protein
KCJCKPDC_00405	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
KCJCKPDC_00406	CDS	747	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
KCJCKPDC_00407	CDS	2250	pflB	2.3.1.54		Formate acetyltransferase
KCJCKPDC_00408	CDS	2472	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
KCJCKPDC_00409	CDS	2004	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
KCJCKPDC_00410	CDS	597	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
KCJCKPDC_00411	CDS	204				hypothetical protein
KCJCKPDC_00412	CDS	246				hypothetical protein
KCJCKPDC_00413	CDS	210				hypothetical protein
KCJCKPDC_00414	CDS	684	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KCJCKPDC_00415	CDS	1134				hypothetical protein
KCJCKPDC_00416	CDS	1029				hypothetical protein
KCJCKPDC_00417	CDS	384				hypothetical protein
KCJCKPDC_00418	CDS	969				hypothetical protein
KCJCKPDC_00419	CDS	507				hypothetical protein
KCJCKPDC_00420	CDS	249				hypothetical protein
KCJCKPDC_00421	CDS	450				hypothetical protein
KCJCKPDC_00422	CDS	1239	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
KCJCKPDC_00423	CDS	624				hypothetical protein
KCJCKPDC_00424	CDS	441				hypothetical protein
KCJCKPDC_00425	CDS	852				hypothetical protein
KCJCKPDC_00426	CDS	1485				hypothetical protein
KCJCKPDC_00427	CDS	666				hypothetical protein
KCJCKPDC_00428	CDS	321				hypothetical protein
KCJCKPDC_00429	CDS	834	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
KCJCKPDC_00430	CDS	441				hypothetical protein
KCJCKPDC_00431	CDS	810	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
KCJCKPDC_00432	CDS	888				hypothetical protein
KCJCKPDC_00433	CDS	975				hypothetical protein
KCJCKPDC_00434	CDS	774	rnhB	3.1.26.4	COG0164	Ribonuclease HII
KCJCKPDC_00435	CDS	873	rbgA		COG1161	Ribosome biogenesis GTPase A
KCJCKPDC_00436	CDS	618	spsB	3.4.21.89	COG0681	Signal peptidase IB
KCJCKPDC_00437	CDS	1473	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
KCJCKPDC_00438	CDS	711	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
KCJCKPDC_00439	CDS	228				hypothetical protein
KCJCKPDC_00440	CDS	615				hypothetical protein
KCJCKPDC_00441	CDS	93				hypothetical protein
KCJCKPDC_00442	rRNA	111				5S ribosomal RNA
KCJCKPDC_00443	tRNA	75				tRNA-Asn(gtt)
KCJCKPDC_00444	CDS	222	nrdH		COG0695	Glutaredoxin-like protein NrdH
KCJCKPDC_00445	CDS	393			COG1780	Putative NrdI-like protein
KCJCKPDC_00446	CDS	2169	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
KCJCKPDC_00447	CDS	966	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
KCJCKPDC_00448	CDS	633				hypothetical protein
KCJCKPDC_00449	CDS	477				hypothetical protein
KCJCKPDC_00450	CDS	114				hypothetical protein
KCJCKPDC_00451	CDS	456				hypothetical protein
KCJCKPDC_00452	CDS	348				hypothetical protein
KCJCKPDC_00453	CDS	141				hypothetical protein
KCJCKPDC_00454	CDS	804				hypothetical protein
KCJCKPDC_00455	CDS	933	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KCJCKPDC_00456	CDS	3021				hypothetical protein
KCJCKPDC_00457	CDS	759				hypothetical protein
KCJCKPDC_00458	CDS	828				hypothetical protein
KCJCKPDC_00459	CDS	852	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KCJCKPDC_00460	CDS	204				hypothetical protein
KCJCKPDC_00461	CDS	738				hypothetical protein
KCJCKPDC_00462	CDS	675	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
KCJCKPDC_00463	CDS	855	mntD		COG1108	Manganese transport system membrane protein MntD
KCJCKPDC_00464	CDS	918	mntC		COG1108	Manganese transport system membrane protein MntC
KCJCKPDC_00465	CDS	810	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
KCJCKPDC_00466	CDS	1023	mntA		COG0803	Manganese-binding lipoprotein MntA
KCJCKPDC_00467	CDS	1389	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
KCJCKPDC_00468	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
KCJCKPDC_00469	CDS	678				hypothetical protein
KCJCKPDC_00470	CDS	672	anr			Transcriptional activator protein Anr
KCJCKPDC_00471	CDS	1107				hypothetical protein
KCJCKPDC_00472	CDS	1167				hypothetical protein
KCJCKPDC_00473	CDS	1014	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
KCJCKPDC_00474	CDS	600				hypothetical protein
KCJCKPDC_00475	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
KCJCKPDC_00476	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
KCJCKPDC_00477	CDS	1062				hypothetical protein
KCJCKPDC_00478	CDS	1533	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
KCJCKPDC_00479	CDS	1293	rpoN1_1		COG1508	RNA polymerase sigma-54 factor 1
KCJCKPDC_00480	CDS	960	ccpA_2		COG1609	Catabolite control protein A
KCJCKPDC_00481	CDS	1623	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
KCJCKPDC_00482	CDS	477				hypothetical protein
KCJCKPDC_00483	CDS	1278	cycB		COG2182	Cyclodextrin-binding protein
KCJCKPDC_00484	CDS	1293				hypothetical protein
KCJCKPDC_00485	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
KCJCKPDC_00486	CDS	3528	glgX	3.2.1.196		Glycogen debranching enzyme
KCJCKPDC_00487	CDS	795				hypothetical protein
KCJCKPDC_00488	CDS	1128	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
KCJCKPDC_00489	CDS	1746	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
KCJCKPDC_00490	CDS	747	lytR		COG3279	Sensory transduction protein LytR
KCJCKPDC_00491	CDS	1500				hypothetical protein
KCJCKPDC_00492	CDS	156	rpmG3		COG0267	50S ribosomal protein L33 3
KCJCKPDC_00493	CDS	174	secE			Protein translocase subunit SecE
KCJCKPDC_00494	CDS	564	nusG			Transcription termination/antitermination protein NusG
KCJCKPDC_00495	CDS	426	rplK			50S ribosomal protein L11
KCJCKPDC_00496	CDS	696	rplA			50S ribosomal protein L1
KCJCKPDC_00497	CDS	507	rplJ		COG0244	50S ribosomal protein L10
KCJCKPDC_00498	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
KCJCKPDC_00499	CDS	951				hypothetical protein
KCJCKPDC_00500	CDS	171				hypothetical protein
KCJCKPDC_00501	CDS	147				hypothetical protein
KCJCKPDC_00502	CDS	1188	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
KCJCKPDC_00503	CDS	1173	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KCJCKPDC_00504	CDS	480				hypothetical protein
KCJCKPDC_00505	CDS	1296	pyrP			Uracil permease
KCJCKPDC_00506	CDS	666	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
KCJCKPDC_00507	CDS	3648	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KCJCKPDC_00508	CDS	411	rpsL			30S ribosomal protein S12
KCJCKPDC_00509	CDS	471	rpsG		COG0049	30S ribosomal protein S7
KCJCKPDC_00510	CDS	2088	fusA		COG0480	Elongation factor G
KCJCKPDC_00511	CDS	1185	tuf			Elongation factor Tu
KCJCKPDC_00512	CDS	159				hypothetical protein
KCJCKPDC_00513	CDS	804				hypothetical protein
KCJCKPDC_00514	CDS	924	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KCJCKPDC_00515	CDS	4479				hypothetical protein
KCJCKPDC_00516	CDS	699				hypothetical protein
KCJCKPDC_00517	CDS	228				hypothetical protein
KCJCKPDC_00518	CDS	1242				hypothetical protein
KCJCKPDC_00519	CDS	1143	npr	1.11.1.1	COG0446	NADH peroxidase
KCJCKPDC_00520	CDS	126				hypothetical protein
KCJCKPDC_00521	CDS	1107	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
KCJCKPDC_00522	CDS	1272	nanM	5.1.3.24		N-acetylneuraminate epimerase
KCJCKPDC_00523	CDS	891	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
KCJCKPDC_00524	CDS	1548	sglT			Sodium/glucose cotransporter
KCJCKPDC_00525	CDS	441				hypothetical protein
KCJCKPDC_00526	CDS	843	rpiR		COG1737	HTH-type transcriptional regulator RpiR
KCJCKPDC_00527	CDS	678	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
KCJCKPDC_00528	CDS	888	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
KCJCKPDC_00529	CDS	423				hypothetical protein
KCJCKPDC_00530	CDS	141				hypothetical protein
KCJCKPDC_00531	CDS	1875	cadA_3	3.6.3.3		Cadmium-transporting ATPase
KCJCKPDC_00532	CDS	216	copZ			Copper chaperone CopZ
KCJCKPDC_00533	CDS	582	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
KCJCKPDC_00534	CDS	1374	mepA			Multidrug export protein MepA
KCJCKPDC_00535	CDS	1362	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
KCJCKPDC_00536	tRNA	73				tRNA-Thr(tgt)
KCJCKPDC_00537	CDS	1599				hypothetical protein
KCJCKPDC_00538	CDS	546	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
KCJCKPDC_00539	CDS	1395				hypothetical protein
KCJCKPDC_00540	CDS	474	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
KCJCKPDC_00541	CDS	1239	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
KCJCKPDC_00542	CDS	1293				hypothetical protein
KCJCKPDC_00543	CDS	774				putative ABC transporter ATP-binding protein
KCJCKPDC_00544	CDS	369	gcvH_2			Glycine cleavage system H protein
KCJCKPDC_00545	CDS	1062				hypothetical protein
KCJCKPDC_00546	CDS	231				hypothetical protein
KCJCKPDC_00547	CDS	738	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacetylase
KCJCKPDC_00548	CDS	1209	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
KCJCKPDC_00549	tmRNA	358	ssrA			transfer-messenger RNA, SsrA
KCJCKPDC_00550	CDS	339				hypothetical protein
KCJCKPDC_00551	CDS	732	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
KCJCKPDC_00552	CDS	1134	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
KCJCKPDC_00553	CDS	843	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KCJCKPDC_00554	CDS	1482	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
KCJCKPDC_00555	CDS	1104	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KCJCKPDC_00556	CDS	735	tarA	2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
KCJCKPDC_00557	CDS	921	coaA	2.7.1.33		Pantothenate kinase
KCJCKPDC_00558	CDS	966	galK_1	2.7.1.6		Galactokinase
KCJCKPDC_00559	CDS	1011				hypothetical protein
KCJCKPDC_00560	CDS	1107		2.7.4.2		Phosphomevalonate kinase
KCJCKPDC_00561	CDS	1053	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
KCJCKPDC_00562	CDS	480				hypothetical protein
KCJCKPDC_00563	CDS	330				hypothetical protein
KCJCKPDC_00564	CDS	693				hypothetical protein
KCJCKPDC_00565	CDS	1323	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
KCJCKPDC_00566	CDS	1608	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KCJCKPDC_00567	CDS	1818				hypothetical protein
KCJCKPDC_00568	CDS	867				hypothetical protein
KCJCKPDC_00569	CDS	153				hypothetical protein
KCJCKPDC_00570	CDS	1194		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
KCJCKPDC_00571	CDS	675	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KCJCKPDC_00572	CDS	909	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KCJCKPDC_00573	CDS	8175	lacZ	3.2.1.23		Beta-galactosidase
KCJCKPDC_00574	CDS	1002	lacD2	4.1.2.40	COG3684	Tagatose 1,6-diphosphate aldolase 2
KCJCKPDC_00575	CDS	1455	gatC_1		COG3775	PTS system galactitol-specific EIIC component
KCJCKPDC_00576	CDS	300				hypothetical protein
KCJCKPDC_00577	CDS	480				hypothetical protein
KCJCKPDC_00578	CDS	750	lacR			Lactose phosphotransferase system repressor
KCJCKPDC_00579	CDS	429	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
KCJCKPDC_00580	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
KCJCKPDC_00581	CDS	3261	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
KCJCKPDC_00582	CDS	819	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
KCJCKPDC_00583	CDS	528				hypothetical protein
KCJCKPDC_00584	CDS	1539				hypothetical protein
KCJCKPDC_00585	CDS	555				hypothetical protein
KCJCKPDC_00586	CDS	1788	uvrC		COG0322	UvrABC system protein C
KCJCKPDC_00587	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
KCJCKPDC_00588	CDS	777	ydcV			Inner membrane ABC transporter permease protein YdcV
KCJCKPDC_00589	CDS	795	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
KCJCKPDC_00590	CDS	1149	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
KCJCKPDC_00591	CDS	1317	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
KCJCKPDC_00592	CDS	231				hypothetical protein
KCJCKPDC_00593	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
KCJCKPDC_00594	CDS	996	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
KCJCKPDC_00595	CDS	858	prmC	2.1.1.297		Release factor glutamine methyltransferase
KCJCKPDC_00596	CDS	1098	prfA		COG0216	Peptide chain release factor 1
KCJCKPDC_00597	CDS	597	tdk	2.7.1.21	COG1435	Thymidine kinase
KCJCKPDC_00598	CDS	651				hypothetical protein
KCJCKPDC_00599	CDS	432	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
KCJCKPDC_00600	CDS	1038	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
KCJCKPDC_00601	CDS	1086	rnfD_2	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
KCJCKPDC_00602	CDS	1329	rnfC_2	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
KCJCKPDC_00603	CDS	477	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
KCJCKPDC_00604	CDS	858	lrp			Leucine-rich protein
KCJCKPDC_00605	CDS	324				hypothetical protein
KCJCKPDC_00606	CDS	2496	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
KCJCKPDC_00607	CDS	474	ctsR		COG4463	Transcriptional regulator CtsR
KCJCKPDC_00608	CDS	2067				hypothetical protein
KCJCKPDC_00609	CDS	1593				hypothetical protein
KCJCKPDC_00610	CDS	1026	yqeN		COG1466	putative protein YqeN
KCJCKPDC_00611	CDS	2331	comEC		COG0658	ComE operon protein 3
KCJCKPDC_00612	CDS	642				hypothetical protein
KCJCKPDC_00613	CDS	1296	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
KCJCKPDC_00614	CDS	1212	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KCJCKPDC_00615	CDS	1170	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
KCJCKPDC_00616	CDS	918	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
KCJCKPDC_00617	CDS	1311	pyrC	3.5.2.3		Dihydroorotase
KCJCKPDC_00618	CDS	885	pyrB	2.1.3.2		Aspartate carbamoyltransferase
KCJCKPDC_00619	CDS	1365				hypothetical protein
KCJCKPDC_00620	CDS	621	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
KCJCKPDC_00621	CDS	699	pyrF	4.1.1.23		Orotidine 5'-phosphate decarboxylase
KCJCKPDC_00622	CDS	2484				hypothetical protein
KCJCKPDC_00623	CDS	1299				hypothetical protein
KCJCKPDC_00624	CDS	834	ybbA		COG2819	putative protein YbbA
KCJCKPDC_00625	CDS	1185				hypothetical protein
KCJCKPDC_00626	CDS	738				hypothetical protein
KCJCKPDC_00627	CDS	843				hypothetical protein
KCJCKPDC_00628	CDS	1044	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
KCJCKPDC_00629	CDS	375				hypothetical protein
KCJCKPDC_00630	CDS	915				hypothetical protein
KCJCKPDC_00631	CDS	1233	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
KCJCKPDC_00632	CDS	1221	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KCJCKPDC_00633	CDS	780				hypothetical protein
KCJCKPDC_00634	CDS	777				hypothetical protein
KCJCKPDC_00635	CDS	963	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KCJCKPDC_00636	CDS	1119				hypothetical protein
KCJCKPDC_00637	CDS	711				hypothetical protein
KCJCKPDC_00638	CDS	1146				hypothetical protein
KCJCKPDC_00639	CDS	930				hypothetical protein
KCJCKPDC_00640	CDS	1638	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KCJCKPDC_00641	CDS	750				hypothetical protein
KCJCKPDC_00642	CDS	744				hypothetical protein
KCJCKPDC_00643	CDS	933	bcrA_2			Bacitracin transport ATP-binding protein BcrA
KCJCKPDC_00644	CDS	711	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
KCJCKPDC_00645	CDS	1353	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KCJCKPDC_00646	CDS	945	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
KCJCKPDC_00647	CDS	582	hpf			Ribosome hibernation promotion factor
KCJCKPDC_00648	CDS	696				hypothetical protein
KCJCKPDC_00649	CDS	1359	comFA	3.6.4.12	COG4098	ComF operon protein 1
KCJCKPDC_00650	CDS	861	degV		COG1307	Protein DegV
KCJCKPDC_00651	CDS	636				hypothetical protein
KCJCKPDC_00652	CDS	1953	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
KCJCKPDC_00653	CDS	582	xpt	2.4.2.22		Xanthine phosphoribosyltransferase
KCJCKPDC_00654	CDS	1032				hypothetical protein
KCJCKPDC_00655	CDS	1008	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
KCJCKPDC_00656	CDS	591				hypothetical protein
KCJCKPDC_00657	CDS	741	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
KCJCKPDC_00658	CDS	1491	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
KCJCKPDC_00659	CDS	696				hypothetical protein
KCJCKPDC_00660	CDS	183				hypothetical protein
KCJCKPDC_00661	CDS	756				hypothetical protein
KCJCKPDC_00662	CDS	861	bcrA_3			Bacitracin transport ATP-binding protein BcrA
KCJCKPDC_00663	tRNA	73				tRNA-Thr(ggt)
KCJCKPDC_00664	CDS	669	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
KCJCKPDC_00665	CDS	789				hypothetical protein
KCJCKPDC_00666	CDS	1350	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
KCJCKPDC_00667	CDS	972	cdaR_1		COG4856	CdaA regulatory protein CdaR
KCJCKPDC_00668	CDS	843	dacA_1	2.7.7.85	COG1624	Diadenylate cyclase
KCJCKPDC_00669	tRNA	74				tRNA-Gln(ttg)
KCJCKPDC_00670	tRNA	84				tRNA-Tyr(gta)
KCJCKPDC_00671	tRNA	72				tRNA-Glu(ttc)
KCJCKPDC_00672	CDS	1176	nhaP2			K(+)/H(+) antiporter NhaP2
KCJCKPDC_00673	CDS	270				hypothetical protein
KCJCKPDC_00674	CDS	741				hypothetical protein
KCJCKPDC_00675	CDS	1590	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
KCJCKPDC_00676	CDS	552				hypothetical protein
KCJCKPDC_00677	CDS	1746				hypothetical protein
KCJCKPDC_00678	CDS	573				hypothetical protein
KCJCKPDC_00679	CDS	1038	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
KCJCKPDC_00680	CDS	2637	adhE		COG1012	Aldehyde-alcohol dehydrogenase
KCJCKPDC_00681	CDS	558	lemA		COG1704	Protein LemA
KCJCKPDC_00682	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
KCJCKPDC_00683	CDS	894	nagK_2	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
KCJCKPDC_00684	CDS	168				hypothetical protein
KCJCKPDC_00685	CDS	2166	lnpA	2.4.1.211		1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
KCJCKPDC_00686	CDS	876	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
KCJCKPDC_00687	CDS	891	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
KCJCKPDC_00688	CDS	1368	ngcE			Diacetylchitobiose binding protein NgcE
KCJCKPDC_00689	CDS	1089	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
KCJCKPDC_00690	CDS	834	rhaR_2			HTH-type transcriptional activator RhaR
KCJCKPDC_00691	CDS	1323				hypothetical protein
KCJCKPDC_00692	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KCJCKPDC_00693	CDS	651	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KCJCKPDC_00694	CDS	885				hypothetical protein
KCJCKPDC_00695	CDS	630				hypothetical protein
KCJCKPDC_00696	CDS	921				hypothetical protein
KCJCKPDC_00697	CDS	888	ftsX		COG2177	Cell division protein FtsX
KCJCKPDC_00698	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
KCJCKPDC_00699	CDS	888				hypothetical protein
KCJCKPDC_00700	CDS	873	rbn	3.1.26.11		Ribonuclease BN
KCJCKPDC_00701	CDS	8295	smc_4			Chromosome partition protein Smc
KCJCKPDC_00702	CDS	1173	smc_5			Chromosome partition protein Smc
KCJCKPDC_00703	CDS	1524				Putative trans-acting regulator
KCJCKPDC_00704	CDS	468	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
