locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGOEKMLN_00363	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OGOEKMLN_00364	CDS	261				hypothetical protein
OGOEKMLN_00365	CDS	2658	alaS	6.1.1.7		Alanine--tRNA ligase
OGOEKMLN_00366	CDS	1170		1.1.1.38		NAD-dependent malic enzyme
OGOEKMLN_00367	CDS	684				hypothetical protein
OGOEKMLN_00368	CDS	111				hypothetical protein
OGOEKMLN_00369	CDS	750				hypothetical protein
OGOEKMLN_00370	CDS	705	bcrA_3			Bacitracin transport ATP-binding protein BcrA
OGOEKMLN_00371	CDS	612				hypothetical protein
OGOEKMLN_00372	CDS	885	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OGOEKMLN_00373	CDS	393	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
OGOEKMLN_00374	CDS	1029	aes	3.1.1.-		Acetyl esterase
OGOEKMLN_00375	CDS	408				hypothetical protein
OGOEKMLN_00376	CDS	549	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
OGOEKMLN_00377	CDS	717				hypothetical protein
OGOEKMLN_00378	CDS	735				hypothetical protein
OGOEKMLN_00379	CDS	918	bcrA_4			Bacitracin transport ATP-binding protein BcrA
OGOEKMLN_00380	CDS	1302				hypothetical protein
OGOEKMLN_00381	CDS	645	ideR		COG1321	Iron-dependent repressor IdeR
OGOEKMLN_00382	CDS	561	bioY		COG1268	Biotin transporter BioY
OGOEKMLN_00383	CDS	1278	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
OGOEKMLN_00384	CDS	888				hypothetical protein
OGOEKMLN_00385	CDS	876	misCA		COG0706	Membrane protein insertase MisCA
OGOEKMLN_00386	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
OGOEKMLN_00387	CDS	141	rpmH			50S ribosomal protein L34
OGOEKMLN_00388	CDS	1338	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OGOEKMLN_00389	CDS	1137	dnaN		COG0592	Beta sliding clamp
OGOEKMLN_00390	CDS	237				hypothetical protein
OGOEKMLN_00391	CDS	1146	recF		COG1195	DNA replication and repair protein RecF
OGOEKMLN_00392	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
OGOEKMLN_00393	CDS	2664	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
OGOEKMLN_00394	CDS	738				hypothetical protein
OGOEKMLN_00395	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
OGOEKMLN_00396	CDS	1338	noxE	1.6.99.3	COG0446	NADH oxidase
OGOEKMLN_00397	CDS	300	rpsF			30S ribosomal protein S6
OGOEKMLN_00398	CDS	516	ssbA_1		COG0629	Single-stranded DNA-binding protein A
OGOEKMLN_00399	CDS	237	rpsR		COG0238	30S ribosomal protein S18
OGOEKMLN_00400	CDS	1992	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
OGOEKMLN_00401	CDS	453	rplI			50S ribosomal protein L9
OGOEKMLN_00402	CDS	1395	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
OGOEKMLN_00403	CDS	729				hypothetical protein
OGOEKMLN_00404	CDS	897	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OGOEKMLN_00405	CDS	306				hypothetical protein
OGOEKMLN_00406	CDS	243				hypothetical protein
OGOEKMLN_00407	CDS	129				hypothetical protein
OGOEKMLN_00408	CDS	954				hypothetical protein
OGOEKMLN_00409	CDS	384	lrgA_1		COG1380	Antiholin-like protein LrgA
OGOEKMLN_00410	CDS	705	yohK_1		COG1346	Inner membrane protein YohK
OGOEKMLN_00411	CDS	393	lrgA_2		COG1380	Antiholin-like protein LrgA
OGOEKMLN_00412	CDS	705	yohK_2		COG1346	Inner membrane protein YohK
OGOEKMLN_00413	CDS	1107	hmo	1.1.3.46		4-hydroxymandelate oxidase
OGOEKMLN_00414	CDS	378				hypothetical protein
OGOEKMLN_00415	CDS	444				hypothetical protein
OGOEKMLN_00416	CDS	519				hypothetical protein
OGOEKMLN_00417	CDS	711	walR		COG0745	Transcriptional regulatory protein WalR
OGOEKMLN_00418	CDS	1872	walK	2.7.13.3		Sensor protein kinase WalK
OGOEKMLN_00419	CDS	1323				hypothetical protein
OGOEKMLN_00420	CDS	864	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
OGOEKMLN_00421	CDS	813	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
OGOEKMLN_00422	CDS	1203	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
OGOEKMLN_00423	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
OGOEKMLN_00424	CDS	1347	trkA		COG0569	Trk system potassium uptake protein TrkA
OGOEKMLN_00425	CDS	1452	trkG		COG0168	Trk system potassium uptake protein TrkG
OGOEKMLN_00426	CDS	555	thiT			Thiamine transporter ThiT
OGOEKMLN_00427	CDS	501				hypothetical protein
OGOEKMLN_00428	CDS	453				hypothetical protein
OGOEKMLN_00429	CDS	642	yedJ		COG1418	putative protein YedJ
OGOEKMLN_00430	CDS	870			COG1307	DegV domain-containing protein
OGOEKMLN_00431	CDS	528		3.6.1.-	COG0494	Nudix hydrolase
OGOEKMLN_00432	CDS	102				hypothetical protein
OGOEKMLN_00433	CDS	1659	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
OGOEKMLN_00434	CDS	849	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
OGOEKMLN_00435	CDS	1590	malP		COG1263	PTS system maltose-specific EIICB component
OGOEKMLN_00436	CDS	585				hypothetical protein
OGOEKMLN_00437	CDS	192				hypothetical protein
OGOEKMLN_00438	CDS	417				hypothetical protein
OGOEKMLN_00439	CDS	318				hypothetical protein
OGOEKMLN_00440	CDS	213				hypothetical protein
OGOEKMLN_00441	CDS	1131	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
OGOEKMLN_00442	CDS	2427	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
OGOEKMLN_00443	CDS	741	srlR		COG1349	Glucitol operon repressor
OGOEKMLN_00444	CDS	777	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
OGOEKMLN_00445	CDS	564				hypothetical protein
OGOEKMLN_00446	CDS	1725				hypothetical protein
OGOEKMLN_00447	CDS	1488	ahpF	1.6.99.3		NADH dehydrogenase
OGOEKMLN_00448	CDS	681	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
OGOEKMLN_00449	CDS	975	sorC		COG2390	Sorbitol operon regulator
OGOEKMLN_00450	CDS	1305	licC		COG1455	Lichenan permease IIC component
OGOEKMLN_00451	CDS	318	licB	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
OGOEKMLN_00452	CDS	336	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
OGOEKMLN_00453	CDS	2202	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
OGOEKMLN_00454	CDS	564				hypothetical protein
OGOEKMLN_00455	CDS	930				hypothetical protein
OGOEKMLN_00456	CDS	675	metP_1		COG2011	Methionine import system permease protein MetP
OGOEKMLN_00457	CDS	735	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OGOEKMLN_00458	CDS	414	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
OGOEKMLN_00459	CDS	222				hypothetical protein
OGOEKMLN_00460	CDS	1665	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
OGOEKMLN_00461	CDS	852	folD		COG0190	Bifunctional protein FolD protein
OGOEKMLN_00462	CDS	585	yqgN		COG0212	putative protein YqgN
OGOEKMLN_00463	CDS	624	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
OGOEKMLN_00464	CDS	588				hypothetical protein
OGOEKMLN_00465	CDS	1131				hypothetical protein
OGOEKMLN_00466	CDS	1362	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OGOEKMLN_00467	CDS	207				hypothetical protein
OGOEKMLN_00468	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
OGOEKMLN_00469	CDS	765	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
OGOEKMLN_00470	CDS	924	spo0J		COG1475	Stage 0 sporulation protein J
OGOEKMLN_00471	CDS	189				hypothetical protein
OGOEKMLN_00472	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
OGOEKMLN_00473	CDS	684				hypothetical protein
OGOEKMLN_00474	CDS	519	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
OGOEKMLN_00475	CDS	444	mscL		COG1970	Large-conductance mechanosensitive channel
OGOEKMLN_00476	CDS	126				hypothetical protein
OGOEKMLN_00477	CDS	1578				hypothetical protein
OGOEKMLN_00478	CDS	957	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
OGOEKMLN_00479	CDS	828	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
OGOEKMLN_00480	CDS	972	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
OGOEKMLN_00481	CDS	756	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
OGOEKMLN_00482	CDS	1119				hypothetical protein
OGOEKMLN_00483	CDS	1146	sbcD			Nuclease SbcCD subunit D
OGOEKMLN_00484	CDS	3069	sbcC			Nuclease SbcCD subunit C
OGOEKMLN_00485	CDS	729				hypothetical protein
OGOEKMLN_00486	CDS	312				hypothetical protein
OGOEKMLN_00487	CDS	1110	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
OGOEKMLN_00488	CDS	537	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
OGOEKMLN_00489	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
OGOEKMLN_00490	CDS	1104	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
OGOEKMLN_00491	CDS	387				hypothetical protein
OGOEKMLN_00492	CDS	168				hypothetical protein
OGOEKMLN_00493	CDS	1119				hypothetical protein
OGOEKMLN_00494	CDS	594				hypothetical protein
OGOEKMLN_00495	CDS	495				hypothetical protein
OGOEKMLN_00496	CDS	183				hypothetical protein
OGOEKMLN_00497	CDS	108				hypothetical protein
OGOEKMLN_00498	CDS	210				hypothetical protein
OGOEKMLN_00499	CDS	216				hypothetical protein
OGOEKMLN_00500	CDS	132				hypothetical protein
OGOEKMLN_00501	CDS	141				hypothetical protein
OGOEKMLN_00502	CDS	195				hypothetical protein
OGOEKMLN_00503	CDS	156				hypothetical protein
OGOEKMLN_00504	CDS	132				hypothetical protein
OGOEKMLN_00505	CDS	696				hypothetical protein
OGOEKMLN_00506	CDS	843		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
OGOEKMLN_00507	CDS	135				hypothetical protein
OGOEKMLN_00508	CDS	114				hypothetical protein
OGOEKMLN_00509	CDS	1017				hypothetical protein
OGOEKMLN_00510	CDS	762				hypothetical protein
OGOEKMLN_00511	CDS	765				hypothetical protein
OGOEKMLN_00512	CDS	888	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OGOEKMLN_00513	CDS	420				hypothetical protein
OGOEKMLN_00514	CDS	582				hypothetical protein
OGOEKMLN_00515	CDS	93				hypothetical protein
OGOEKMLN_00516	CDS	141				hypothetical protein
OGOEKMLN_00517	CDS	1311				hypothetical protein
OGOEKMLN_00518	CDS	756	agrA_1		COG3279	Accessory gene regulator protein A
OGOEKMLN_00519	CDS	2154	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
OGOEKMLN_00520	CDS	354				hypothetical protein
OGOEKMLN_00521	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
OGOEKMLN_00522	CDS	471	luxS_1	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
OGOEKMLN_00523	CDS	882	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
OGOEKMLN_00524	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
OGOEKMLN_00525	CDS	1083	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
OGOEKMLN_00526	CDS	687	metP_2		COG2011	Methionine import system permease protein MetP
OGOEKMLN_00527	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
OGOEKMLN_00528	CDS	915	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
OGOEKMLN_00529	CDS	363				hypothetical protein
OGOEKMLN_00530	CDS	648	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
OGOEKMLN_00531	CDS	963				hypothetical protein
OGOEKMLN_00532	CDS	720				hypothetical protein
OGOEKMLN_00533	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
OGOEKMLN_00534	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
OGOEKMLN_00535	CDS	1350	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
OGOEKMLN_00536	CDS	1575				hypothetical protein
OGOEKMLN_00537	CDS	1473	gltX	6.1.1.17		Glutamate--tRNA ligase
OGOEKMLN_00538	CDS	1797	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
OGOEKMLN_00539	CDS	129				hypothetical protein
OGOEKMLN_00540	CDS	510				hypothetical protein
OGOEKMLN_00541	CDS	141				hypothetical protein
OGOEKMLN_00542	CDS	1503				hypothetical protein
OGOEKMLN_00543	CDS	114				hypothetical protein
OGOEKMLN_00544	CDS	1320				hypothetical protein
OGOEKMLN_00545	CDS	738	agrA_2		COG3279	Accessory gene regulator protein A
OGOEKMLN_00546	CDS	711				hypothetical protein
OGOEKMLN_00547	CDS	441				hypothetical protein
OGOEKMLN_00548	CDS	414	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
OGOEKMLN_00549	CDS	282				hypothetical protein
OGOEKMLN_00550	CDS	894				DegV domain-containing protein
OGOEKMLN_00551	CDS	1152	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
OGOEKMLN_00552	CDS	1110			COG0628	Putative transport protein
OGOEKMLN_00553	CDS	978	ansA	3.5.1.1	COG0252	putative L-asparaginase
OGOEKMLN_00554	CDS	207				hypothetical protein
OGOEKMLN_00555	CDS	1233				L-lactate transporter
OGOEKMLN_00556	CDS	1056				hypothetical protein
OGOEKMLN_00557	CDS	741				hypothetical protein
OGOEKMLN_00558	CDS	906				hypothetical protein
OGOEKMLN_00559	CDS	606	nudL	3.6.1.-		putative Nudix hydrolase NudL
OGOEKMLN_00560	CDS	300		2.8.1.-	COG0607	Sulfurtransferase
OGOEKMLN_00561	CDS	1947	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
OGOEKMLN_00562	CDS	1146	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OGOEKMLN_00563	CDS	1167	glgD		COG0448	Glycogen biosynthesis protein GlgD
OGOEKMLN_00564	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
OGOEKMLN_00565	CDS	2436	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
OGOEKMLN_00566	CDS	1833	apu			Amylopullulanase
OGOEKMLN_00567	CDS	381			COG0251	RutC family protein
OGOEKMLN_00568	CDS	198				hypothetical protein
OGOEKMLN_00569	tRNA	73				tRNA-Thr(tgt)
OGOEKMLN_00570	tRNA	82				tRNA-Leu(tag)
OGOEKMLN_00571	tRNA	73				tRNA-Lys(ttt)
OGOEKMLN_00572	rRNA	998				23S ribosomal RNA (partial)
OGOEKMLN_00573	tRNA	75				tRNA-Met(cat)
OGOEKMLN_00574	tRNA	74				tRNA-Pro(tgg)
OGOEKMLN_00575	tRNA	76				tRNA-Arg(acg)
OGOEKMLN_00576	tRNA	87				tRNA-Leu(taa)
OGOEKMLN_00577	CDS	675	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
OGOEKMLN_00578	CDS	738				hypothetical protein
OGOEKMLN_00579	CDS	168				hypothetical protein
OGOEKMLN_00580	CDS	267				hypothetical protein
OGOEKMLN_00581	CDS	1134	lagD_2	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
OGOEKMLN_00582	CDS	471				hypothetical protein
OGOEKMLN_00583	CDS	759				hypothetical protein
OGOEKMLN_00584	CDS	3975				hypothetical protein
OGOEKMLN_00585	CDS	1005	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
OGOEKMLN_00586	CDS	804				hypothetical protein
OGOEKMLN_00587	CDS	474				hypothetical protein
OGOEKMLN_00588	CDS	456				hypothetical protein
OGOEKMLN_00589	CDS	171				hypothetical protein
OGOEKMLN_00590	CDS	966	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
OGOEKMLN_00591	CDS	2169	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
OGOEKMLN_00592	CDS	393			COG1780	Putative NrdI-like protein
OGOEKMLN_00593	CDS	222	nrdH		COG0695	Glutaredoxin-like protein NrdH
OGOEKMLN_00594	tRNA	75				tRNA-Asn(gtt)
OGOEKMLN_00595	CDS	2916				hypothetical protein
OGOEKMLN_00596	CDS	2331				hypothetical protein
OGOEKMLN_00597	CDS	1014				hypothetical protein
OGOEKMLN_00598	CDS	714				hypothetical protein
OGOEKMLN_00599	CDS	597				hypothetical protein
OGOEKMLN_00600	CDS	234				hypothetical protein
OGOEKMLN_00601	CDS	276				hypothetical protein
OGOEKMLN_00602	CDS	174				hypothetical protein
OGOEKMLN_00603	CDS	3084				hypothetical protein
OGOEKMLN_00604	CDS	2376				hypothetical protein
OGOEKMLN_00605	CDS	1023	prfB			Peptide chain release factor 2
OGOEKMLN_00606	CDS	2469	secA		COG0653	Protein translocase subunit SecA
OGOEKMLN_00607	CDS	924				hypothetical protein
OGOEKMLN_00608	CDS	516				hypothetical protein
OGOEKMLN_00609	CDS	1185	tuf			Elongation factor Tu
OGOEKMLN_00610	CDS	2088	fusA		COG0480	Elongation factor G
OGOEKMLN_00611	CDS	471	rpsG		COG0049	30S ribosomal protein S7
OGOEKMLN_00612	CDS	411	rpsL			30S ribosomal protein S12
OGOEKMLN_00613	CDS	3648	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
OGOEKMLN_00614	CDS	3573	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OGOEKMLN_00615	CDS	1296	pyrP			Uracil permease
OGOEKMLN_00616	CDS	480				hypothetical protein
OGOEKMLN_00617	CDS	1173	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
OGOEKMLN_00618	CDS	1188	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
OGOEKMLN_00619	CDS	147				hypothetical protein
OGOEKMLN_00620	CDS	171				hypothetical protein
OGOEKMLN_00621	CDS	951				hypothetical protein
OGOEKMLN_00622	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
OGOEKMLN_00623	CDS	507	rplJ		COG0244	50S ribosomal protein L10
OGOEKMLN_00624	CDS	696	rplA			50S ribosomal protein L1
OGOEKMLN_00625	CDS	426	rplK			50S ribosomal protein L11
OGOEKMLN_00626	CDS	564	nusG			Transcription termination/antitermination protein NusG
OGOEKMLN_00627	CDS	174	secE			Protein translocase subunit SecE
OGOEKMLN_00628	CDS	156	rpmG3		COG0267	50S ribosomal protein L33 3
OGOEKMLN_00629	CDS	1500				hypothetical protein
OGOEKMLN_00630	CDS	759	lytR		COG3279	Sensory transduction protein LytR
OGOEKMLN_00631	CDS	1746	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
OGOEKMLN_00632	CDS	1128	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
OGOEKMLN_00633	CDS	795				hypothetical protein
OGOEKMLN_00634	CDS	3537	glgX	3.2.1.196		Glycogen debranching enzyme
OGOEKMLN_00635	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
OGOEKMLN_00636	CDS	1293				hypothetical protein
OGOEKMLN_00637	CDS	1278	cycB		COG2182	Cyclodextrin-binding protein
OGOEKMLN_00638	CDS	477				hypothetical protein
OGOEKMLN_00639	CDS	1623	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
OGOEKMLN_00640	CDS	960	ccpA_1		COG1609	Catabolite control protein A
OGOEKMLN_00641	CDS	1293	rpoN1_1		COG1508	RNA polymerase sigma-54 factor 1
OGOEKMLN_00642	CDS	1533	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
OGOEKMLN_00643	CDS	1062				hypothetical protein
OGOEKMLN_00644	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
OGOEKMLN_00645	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
OGOEKMLN_00646	CDS	600				hypothetical protein
OGOEKMLN_00647	CDS	1014	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
OGOEKMLN_00648	CDS	1167				hypothetical protein
OGOEKMLN_00649	CDS	1107				hypothetical protein
OGOEKMLN_00650	CDS	672	anr			Transcriptional activator protein Anr
OGOEKMLN_00651	CDS	684				hypothetical protein
OGOEKMLN_00652	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OGOEKMLN_00653	CDS	1389	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
OGOEKMLN_00654	CDS	1023	mntA		COG0803	Manganese-binding lipoprotein MntA
OGOEKMLN_00655	CDS	810	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
OGOEKMLN_00656	CDS	918	mntC		COG1108	Manganese transport system membrane protein MntC
OGOEKMLN_00657	CDS	855	mntD		COG1108	Manganese transport system membrane protein MntD
OGOEKMLN_00658	CDS	1113				hypothetical protein
OGOEKMLN_00659	CDS	1623	ptsG	2.7.1.199		PTS system glucose-specific EIICBA component
OGOEKMLN_00660	CDS	201				hypothetical protein
OGOEKMLN_00661	CDS	171				hypothetical protein
OGOEKMLN_00662	CDS	174				hypothetical protein
OGOEKMLN_00663	CDS	141				hypothetical protein
OGOEKMLN_00664	CDS	501				hypothetical protein
OGOEKMLN_00665	CDS	141				hypothetical protein
OGOEKMLN_00666	CDS	645	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
OGOEKMLN_00667	CDS	741				hypothetical protein
OGOEKMLN_00668	CDS	1155	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
OGOEKMLN_00669	CDS	654				hypothetical protein
OGOEKMLN_00670	CDS	2220	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
OGOEKMLN_00671	CDS	2019	ligA	6.5.1.2	COG0272	DNA ligase
OGOEKMLN_00672	CDS	1107				hypothetical protein
OGOEKMLN_00673	CDS	306	gatC_1	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
OGOEKMLN_00674	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
OGOEKMLN_00675	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
OGOEKMLN_00676	CDS	969	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
OGOEKMLN_00677	CDS	1407	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
OGOEKMLN_00678	rRNA	111				5S ribosomal RNA
OGOEKMLN_00679	CDS	1059				hypothetical protein
OGOEKMLN_00680	CDS	1233				hypothetical protein
OGOEKMLN_00681	CDS	1503	lysS	6.1.1.6		Lysine--tRNA ligase
OGOEKMLN_00682	CDS	1023	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OGOEKMLN_00683	CDS	870	hslO			33 kDa chaperonin
OGOEKMLN_00684	CDS	2196	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
OGOEKMLN_00685	CDS	555	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
OGOEKMLN_00686	CDS	1395	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
OGOEKMLN_00687	CDS	417	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
OGOEKMLN_00688	CDS	1227				hypothetical protein
OGOEKMLN_00689	CDS	1260	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
OGOEKMLN_00690	CDS	480				Protein SprT-like protein
OGOEKMLN_00691	CDS	2178	yhgF		COG2183	Protein YhgF
OGOEKMLN_00692	CDS	702	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
OGOEKMLN_00693	CDS	231				hypothetical protein
OGOEKMLN_00694	CDS	696				hypothetical protein
OGOEKMLN_00695	CDS	165				hypothetical protein
OGOEKMLN_00696	CDS	198				hypothetical protein
OGOEKMLN_00697	CDS	330	licT		COG3711	Transcription antiterminator LicT
OGOEKMLN_00698	CDS	1905	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
OGOEKMLN_00699	CDS	1425	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
OGOEKMLN_00700	CDS	678	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
OGOEKMLN_00701	CDS	426				IS3 family transposase ISEfa10
OGOEKMLN_00702	CDS	771				hypothetical protein
OGOEKMLN_00703	CDS	1098			COG3177	putative protein
OGOEKMLN_00704	CDS	819				IS3 family transposase ISBth167
OGOEKMLN_00705	CDS	426				hypothetical protein
OGOEKMLN_00706	CDS	1005	dctP		COG1638	Solute-binding protein
OGOEKMLN_00707	CDS	471	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
OGOEKMLN_00708	CDS	1299	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
OGOEKMLN_00709	CDS	1401	uxaC	5.3.1.12	COG1904	Uronate isomerase
OGOEKMLN_00710	CDS	927				hypothetical protein
OGOEKMLN_00711	CDS	873	php		COG1735	Phosphotriesterase homology protein
OGOEKMLN_00712	CDS	1101	yhfS			putative protein YhfS
OGOEKMLN_00713	CDS	924				hypothetical protein
OGOEKMLN_00714	CDS	351				hypothetical protein
OGOEKMLN_00715	CDS	1161	yhfX		COG3457	putative protein YhfX
OGOEKMLN_00716	CDS	1215	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
OGOEKMLN_00717	CDS	810	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
OGOEKMLN_00718	CDS	1446	nanA_2	3.2.1.18	COG4409	Sialidase A
OGOEKMLN_00719	CDS	1842				hypothetical protein
OGOEKMLN_00720	CDS	1857				hypothetical protein
OGOEKMLN_00721	CDS	1359	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
OGOEKMLN_00722	CDS	1275	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
OGOEKMLN_00723	CDS	1278	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OGOEKMLN_00724	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
OGOEKMLN_00725	CDS	3033	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
