locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLLBPJGF_00340	CDS	1254	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FLLBPJGF_00341	CDS	723	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FLLBPJGF_00342	CDS	948	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
FLLBPJGF_00343	CDS	972		1.6.5.11	COG2070	NADH:quinone reductase
FLLBPJGF_00344	CDS	225	acpP_1		COG0236	Acyl carrier protein
FLLBPJGF_00345	CDS	945	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
FLLBPJGF_00346	CDS	462				hypothetical protein
FLLBPJGF_00347	CDS	975	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
FLLBPJGF_00348	CDS	1269	tyrS	6.1.1.1		Tyrosine--tRNA ligase
FLLBPJGF_00349	CDS	420				hypothetical protein
FLLBPJGF_00350	CDS	1056				ISL3 family transposase ISSau8
FLLBPJGF_00351	tRNA	75				tRNA-Val(gac)
FLLBPJGF_00352	CDS	603	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
FLLBPJGF_00353	CDS	561				hypothetical protein
FLLBPJGF_00354	CDS	159				hypothetical protein
FLLBPJGF_00355	CDS	330				hypothetical protein
FLLBPJGF_00356	CDS	954	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
FLLBPJGF_00357	CDS	1005	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
FLLBPJGF_00358	CDS	1281	rpoN1_1		COG1508	RNA polymerase sigma-54 factor 1
FLLBPJGF_00359	CDS	2766	dgaR			Transcriptional regulatory protein DagR
FLLBPJGF_00360	CDS	1194				hypothetical protein
FLLBPJGF_00361	CDS	492	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
FLLBPJGF_00362	CDS	978	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
FLLBPJGF_00363	CDS	798	manY		COG3715	PTS system mannose-specific EIIC component
FLLBPJGF_00364	CDS	951	manZ_1		COG3716	PTS system mannose-specific EIID component
FLLBPJGF_00365	CDS	516				hypothetical protein
FLLBPJGF_00366	CDS	1473	amyS	3.2.1.1		Alpha-amylase
FLLBPJGF_00367	CDS	411				hypothetical protein
FLLBPJGF_00368	CDS	1614				hypothetical protein
FLLBPJGF_00369	CDS	1575		3.2.1.52		Beta-hexosaminidase A
FLLBPJGF_00370	CDS	1248		6.3.1.12		D-aspartate ligase
FLLBPJGF_00371	CDS	732		5.1.1.13		Aspartate racemase
FLLBPJGF_00372	CDS	870	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
FLLBPJGF_00373	CDS	2331				hypothetical protein
FLLBPJGF_00374	CDS	747		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
FLLBPJGF_00375	CDS	414	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
FLLBPJGF_00376	CDS	1437	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FLLBPJGF_00377	CDS	696				hypothetical protein
FLLBPJGF_00378	CDS	336				hypothetical protein
FLLBPJGF_00379	CDS	552				hypothetical protein
FLLBPJGF_00380	CDS	195				hypothetical protein
FLLBPJGF_00381	CDS	186				hypothetical protein
FLLBPJGF_00382	CDS	957	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
FLLBPJGF_00383	CDS	516	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FLLBPJGF_00384	CDS	303				hypothetical protein
FLLBPJGF_00385	CDS	762				hypothetical protein
FLLBPJGF_00386	CDS	765				hypothetical protein
FLLBPJGF_00387	CDS	888	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLBPJGF_00388	CDS	420				hypothetical protein
FLLBPJGF_00389	CDS	1311				hypothetical protein
FLLBPJGF_00390	CDS	756	agrA_2		COG3279	Accessory gene regulator protein A
FLLBPJGF_00391	CDS	1002				ISL3 family transposase ISPpu12
FLLBPJGF_00392	CDS	1086	xerC_1			Tyrosine recombinase XerC
FLLBPJGF_00393	CDS	468				hypothetical protein
FLLBPJGF_00394	CDS	1644	merA	1.16.1.1		Mercuric reductase
FLLBPJGF_00395	CDS	399	merR1			Mercuric resistance operon regulatory protein
FLLBPJGF_00396	CDS	99				hypothetical protein
FLLBPJGF_00397	CDS	501				hypothetical protein
FLLBPJGF_00398	CDS	201				hypothetical protein
FLLBPJGF_00399	CDS	1107			COG2826	IS30 family transposase ISCth2
FLLBPJGF_00400	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
FLLBPJGF_00401	CDS	471	luxS_2	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
FLLBPJGF_00402	CDS	882	metAA1	2.3.1.31	COG1897	Homoserine O-acetyltransferase 1
FLLBPJGF_00403	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
FLLBPJGF_00404	CDS	1083	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FLLBPJGF_00405	CDS	687	metP_2		COG2011	Methionine import system permease protein MetP
FLLBPJGF_00406	CDS	831	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
FLLBPJGF_00407	CDS	915	metQ_5		COG1464	D-methionine-binding lipoprotein MetQ
FLLBPJGF_00408	CDS	363				hypothetical protein
FLLBPJGF_00409	CDS	345	pcp_1	3.4.19.3		Pyrrolidone-carboxylate peptidase
FLLBPJGF_00410	CDS	711				hypothetical protein
FLLBPJGF_00411	CDS	1719		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
FLLBPJGF_00412	CDS	1737	msbA_1	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
FLLBPJGF_00413	CDS	423				hypothetical protein
FLLBPJGF_00414	CDS	363				hypothetical protein
FLLBPJGF_00415	CDS	648	pcp_2	3.4.19.3		Pyrrolidone-carboxylate peptidase
FLLBPJGF_00416	CDS	963				hypothetical protein
FLLBPJGF_00417	CDS	849				hypothetical protein
FLLBPJGF_00418	CDS	324				hypothetical protein
FLLBPJGF_00419	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FLLBPJGF_00420	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
FLLBPJGF_00421	CDS	1350	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
FLLBPJGF_00422	CDS	1575				hypothetical protein
FLLBPJGF_00423	CDS	1473	gltX	6.1.1.17		Glutamate--tRNA ligase
FLLBPJGF_00424	CDS	1665				hypothetical protein
FLLBPJGF_00425	CDS	804	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLBPJGF_00426	CDS	1320				hypothetical protein
FLLBPJGF_00427	CDS	738	agrA_3		COG3279	Accessory gene regulator protein A
FLLBPJGF_00428	CDS	711				hypothetical protein
FLLBPJGF_00429	CDS	159				hypothetical protein
FLLBPJGF_00430	CDS	1329				hypothetical protein
FLLBPJGF_00431	CDS	114				hypothetical protein
FLLBPJGF_00432	CDS	135				hypothetical protein
FLLBPJGF_00433	CDS	843		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
FLLBPJGF_00434	CDS	696				hypothetical protein
FLLBPJGF_00435	CDS	216				hypothetical protein
FLLBPJGF_00436	CDS	141				hypothetical protein
FLLBPJGF_00437	CDS	132				hypothetical protein
FLLBPJGF_00438	CDS	108				hypothetical protein
FLLBPJGF_00439	CDS	183				hypothetical protein
FLLBPJGF_00440	CDS	495				hypothetical protein
FLLBPJGF_00441	CDS	594				hypothetical protein
FLLBPJGF_00442	CDS	1119				hypothetical protein
FLLBPJGF_00443	CDS	168				hypothetical protein
FLLBPJGF_00444	CDS	387				hypothetical protein
FLLBPJGF_00445	CDS	1104	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
FLLBPJGF_00446	CDS	1377	radA	3.6.4.-	COG1066	DNA repair protein RadA
FLLBPJGF_00447	CDS	537	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
FLLBPJGF_00448	CDS	1110	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
FLLBPJGF_00449	CDS	312				hypothetical protein
FLLBPJGF_00450	CDS	729				hypothetical protein
FLLBPJGF_00451	CDS	3069	sbcC			Nuclease SbcCD subunit C
FLLBPJGF_00452	CDS	1146	sbcD			Nuclease SbcCD subunit D
FLLBPJGF_00453	CDS	1119				hypothetical protein
FLLBPJGF_00454	CDS	210				hypothetical protein
FLLBPJGF_00455	CDS	756	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
FLLBPJGF_00456	CDS	972	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FLLBPJGF_00457	CDS	828	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
FLLBPJGF_00458	CDS	957	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
FLLBPJGF_00459	CDS	1578				hypothetical protein
FLLBPJGF_00460	CDS	123				hypothetical protein
FLLBPJGF_00461	CDS	444	mscL		COG1970	Large-conductance mechanosensitive channel
FLLBPJGF_00462	CDS	519	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
FLLBPJGF_00463	CDS	684				hypothetical protein
FLLBPJGF_00464	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
FLLBPJGF_00465	CDS	189				hypothetical protein
FLLBPJGF_00466	CDS	924	spo0J		COG1475	Stage 0 sporulation protein J
FLLBPJGF_00467	CDS	765	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
FLLBPJGF_00468	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
FLLBPJGF_00469	CDS	147				hypothetical protein
FLLBPJGF_00470	CDS	1362	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
FLLBPJGF_00471	CDS	1131				hypothetical protein
FLLBPJGF_00472	CDS	588				hypothetical protein
FLLBPJGF_00473	CDS	624	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
FLLBPJGF_00474	CDS	585	yqgN		COG0212	putative protein YqgN
FLLBPJGF_00475	CDS	852	folD		COG0190	Bifunctional protein FolD protein
FLLBPJGF_00476	CDS	1665	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
FLLBPJGF_00477	CDS	222				hypothetical protein
FLLBPJGF_00478	CDS	414	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
FLLBPJGF_00479	CDS	735	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FLLBPJGF_00480	CDS	675	metP_3		COG2011	Methionine import system permease protein MetP
FLLBPJGF_00481	CDS	930				hypothetical protein
FLLBPJGF_00482	CDS	564				hypothetical protein
FLLBPJGF_00483	CDS	2202	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
FLLBPJGF_00484	CDS	102				hypothetical protein
FLLBPJGF_00485	CDS	459				hypothetical protein
FLLBPJGF_00486	CDS	756	ucpA	1.-.-.-		Oxidoreductase UcpA
FLLBPJGF_00487	CDS	1131	mnmC	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
FLLBPJGF_00488	CDS	213				hypothetical protein
FLLBPJGF_00489	CDS	318				hypothetical protein
FLLBPJGF_00490	CDS	417				hypothetical protein
FLLBPJGF_00491	CDS	192				hypothetical protein
FLLBPJGF_00492	CDS	1590	malP		COG1263	PTS system maltose-specific EIICB component
FLLBPJGF_00493	CDS	849	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
FLLBPJGF_00494	CDS	1659	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
FLLBPJGF_00495	CDS	528		3.6.1.-	COG0494	Nudix hydrolase
FLLBPJGF_00496	CDS	870			COG1307	DegV domain-containing protein
FLLBPJGF_00497	CDS	642	yedJ		COG1418	putative protein YedJ
FLLBPJGF_00498	CDS	453				hypothetical protein
FLLBPJGF_00499	CDS	501				hypothetical protein
FLLBPJGF_00500	CDS	555	thiT			Thiamine transporter ThiT
FLLBPJGF_00501	CDS	1452	trkG		COG0168	Trk system potassium uptake protein TrkG
FLLBPJGF_00502	CDS	1347	trkA		COG0569	Trk system potassium uptake protein TrkA
FLLBPJGF_00503	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
FLLBPJGF_00504	CDS	1203	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
FLLBPJGF_00505	CDS	813	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
FLLBPJGF_00506	CDS	864	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
FLLBPJGF_00507	CDS	1323				hypothetical protein
FLLBPJGF_00508	CDS	1872	walK	2.7.13.3		Sensor protein kinase WalK
FLLBPJGF_00509	CDS	711	walR		COG0745	Transcriptional regulatory protein WalR
FLLBPJGF_00510	CDS	519				hypothetical protein
FLLBPJGF_00511	CDS	444				hypothetical protein
FLLBPJGF_00512	CDS	378				hypothetical protein
FLLBPJGF_00513	CDS	1107	hmo	1.1.3.46		4-hydroxymandelate oxidase
FLLBPJGF_00514	CDS	705	yohK_1		COG1346	Inner membrane protein YohK
FLLBPJGF_00515	CDS	393	lrgA_1		COG1380	Antiholin-like protein LrgA
FLLBPJGF_00516	CDS	705	yohK_2		COG1346	Inner membrane protein YohK
FLLBPJGF_00517	CDS	384	lrgA_2		COG1380	Antiholin-like protein LrgA
FLLBPJGF_00518	CDS	954				hypothetical protein
FLLBPJGF_00519	CDS	129				hypothetical protein
FLLBPJGF_00520	CDS	243				hypothetical protein
FLLBPJGF_00521	CDS	306				hypothetical protein
FLLBPJGF_00522	CDS	897	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLBPJGF_00523	CDS	729				hypothetical protein
FLLBPJGF_00524	CDS	1395	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
FLLBPJGF_00525	CDS	453	rplI			50S ribosomal protein L9
FLLBPJGF_00526	CDS	1992	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
FLLBPJGF_00527	CDS	237	rpsR		COG0238	30S ribosomal protein S18
FLLBPJGF_00528	CDS	516	ssbA_2		COG0629	Single-stranded DNA-binding protein A
FLLBPJGF_00529	CDS	300	rpsF			30S ribosomal protein S6
FLLBPJGF_00530	CDS	1338	noxE	1.6.99.3	COG0446	NADH oxidase
FLLBPJGF_00531	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FLLBPJGF_00532	CDS	738				hypothetical protein
FLLBPJGF_00533	CDS	2664	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
FLLBPJGF_00534	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
FLLBPJGF_00535	CDS	1146	recF		COG1195	DNA replication and repair protein RecF
FLLBPJGF_00536	CDS	237				hypothetical protein
FLLBPJGF_00537	CDS	1137	dnaN		COG0592	Beta sliding clamp
FLLBPJGF_00538	CDS	1338	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FLLBPJGF_00539	CDS	141	rpmH			50S ribosomal protein L34
FLLBPJGF_00540	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
FLLBPJGF_00541	CDS	876	misCA		COG0706	Membrane protein insertase MisCA
FLLBPJGF_00542	CDS	927				hypothetical protein
FLLBPJGF_00543	CDS	1284	fpgS_2	6.3.2.17		Folylpolyglutamate synthase
FLLBPJGF_00544	CDS	1509	treB		COG1263	PTS system trehalose-specific EIIBC component
FLLBPJGF_00545	CDS	1656	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
FLLBPJGF_00546	CDS	561	bioY		COG1268	Biotin transporter BioY
FLLBPJGF_00547	CDS	645	ideR		COG1321	Iron-dependent repressor IdeR
FLLBPJGF_00548	CDS	1302				hypothetical protein
FLLBPJGF_00549	CDS	918	bcrA_2			Bacitracin transport ATP-binding protein BcrA
FLLBPJGF_00550	CDS	735				hypothetical protein
FLLBPJGF_00551	CDS	717				hypothetical protein
FLLBPJGF_00552	CDS	228				hypothetical protein
FLLBPJGF_00553	CDS	744				hypothetical protein
FLLBPJGF_00554	CDS	2457				hypothetical protein
FLLBPJGF_00555	CDS	1479	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
FLLBPJGF_00556	CDS	564	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
FLLBPJGF_00557	CDS	408				hypothetical protein
FLLBPJGF_00558	CDS	1029	aes	3.1.1.-		Acetyl esterase
FLLBPJGF_00559	CDS	165				hypothetical protein
FLLBPJGF_00560	CDS	702	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
FLLBPJGF_00561	CDS	2178	yhgF		COG2183	Protein YhgF
FLLBPJGF_00562	CDS	480				Protein SprT-like protein
FLLBPJGF_00563	CDS	1260	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
FLLBPJGF_00564	CDS	1227				hypothetical protein
FLLBPJGF_00565	CDS	417	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
FLLBPJGF_00566	CDS	1395	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FLLBPJGF_00567	CDS	555	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
FLLBPJGF_00568	CDS	2196	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
FLLBPJGF_00569	CDS	870	hslO		COG1281	33 kDa chaperonin
FLLBPJGF_00570	CDS	1023	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
FLLBPJGF_00571	CDS	1503	lysS	6.1.1.6		Lysine--tRNA ligase
FLLBPJGF_00572	CDS	1233				hypothetical protein
FLLBPJGF_00573	CDS	1059				hypothetical protein
FLLBPJGF_00574	rRNA	1542				16S ribosomal RNA
FLLBPJGF_00575	tRNA	75				tRNA-Ala(tgc)
FLLBPJGF_00576	rRNA	2900				23S ribosomal RNA
FLLBPJGF_00577	rRNA	111				5S ribosomal RNA
FLLBPJGF_00578	tRNA	75				tRNA-Asn(gtt)
FLLBPJGF_00579	CDS	222	nrdH		COG0695	Glutaredoxin-like protein NrdH
FLLBPJGF_00580	CDS	393			COG1780	Putative NrdI-like protein
FLLBPJGF_00581	CDS	2169	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
FLLBPJGF_00582	CDS	966	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
FLLBPJGF_00583	CDS	510				hypothetical protein
FLLBPJGF_00584	CDS	456				hypothetical protein
FLLBPJGF_00585	CDS	486				hypothetical protein
FLLBPJGF_00586	CDS	804				hypothetical protein
FLLBPJGF_00587	CDS	1005	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
FLLBPJGF_00588	CDS	3030				hypothetical protein
FLLBPJGF_00589	CDS	759				hypothetical protein
FLLBPJGF_00590	CDS	1626	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
FLLBPJGF_00591	CDS	333				hypothetical protein
FLLBPJGF_00592	CDS	738				hypothetical protein
FLLBPJGF_00593	CDS	675	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
FLLBPJGF_00594	CDS	855	mntD		COG1108	Manganese transport system membrane protein MntD
FLLBPJGF_00595	CDS	918	mntC		COG1108	Manganese transport system membrane protein MntC
FLLBPJGF_00596	CDS	786	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
FLLBPJGF_00597	CDS	1023	mntA		COG0803	Manganese-binding lipoprotein MntA
FLLBPJGF_00598	CDS	1389	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FLLBPJGF_00599	CDS	1887	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FLLBPJGF_00600	CDS	678				hypothetical protein
FLLBPJGF_00601	CDS	672	anr			Transcriptional activator protein Anr
FLLBPJGF_00602	CDS	1107				hypothetical protein
FLLBPJGF_00603	CDS	1167				hypothetical protein
FLLBPJGF_00604	CDS	1014	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
FLLBPJGF_00605	CDS	600				hypothetical protein
FLLBPJGF_00606	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
FLLBPJGF_00607	CDS	1017	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
FLLBPJGF_00608	CDS	1062				hypothetical protein
FLLBPJGF_00609	CDS	1542	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
FLLBPJGF_00610	CDS	1293	rpoN1_2		COG1508	RNA polymerase sigma-54 factor 1
FLLBPJGF_00611	CDS	960	ccpA_1		COG1609	Catabolite control protein A
FLLBPJGF_00612	CDS	1623	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
FLLBPJGF_00613	CDS	477				hypothetical protein
FLLBPJGF_00614	CDS	1278	cycB		COG2182	Cyclodextrin-binding protein
FLLBPJGF_00615	CDS	1293				hypothetical protein
FLLBPJGF_00616	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
FLLBPJGF_00617	CDS	3531	glgX	3.2.1.196		Glycogen debranching enzyme
FLLBPJGF_00618	CDS	795				hypothetical protein
FLLBPJGF_00619	CDS	1128	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
FLLBPJGF_00620	CDS	1746	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
FLLBPJGF_00621	CDS	759	lytR		COG3279	Sensory transduction protein LytR
FLLBPJGF_00622	CDS	1500				hypothetical protein
FLLBPJGF_00623	CDS	156	rpmG3		COG0267	50S ribosomal protein L33 3
FLLBPJGF_00624	CDS	174	secE			Protein translocase subunit SecE
FLLBPJGF_00625	CDS	564	nusG			Transcription termination/antitermination protein NusG
FLLBPJGF_00626	CDS	426	rplK			50S ribosomal protein L11
FLLBPJGF_00627	CDS	696	rplA			50S ribosomal protein L1
FLLBPJGF_00628	CDS	507	rplJ		COG0244	50S ribosomal protein L10
FLLBPJGF_00629	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
FLLBPJGF_00630	CDS	1188	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
FLLBPJGF_00631	CDS	1173	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FLLBPJGF_00632	CDS	477				hypothetical protein
FLLBPJGF_00633	CDS	1296	pyrP			Uracil permease
FLLBPJGF_00634	CDS	3573	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
FLLBPJGF_00635	CDS	3648	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
FLLBPJGF_00636	CDS	411	rpsL			30S ribosomal protein S12
FLLBPJGF_00637	CDS	471	rpsG		COG0049	30S ribosomal protein S7
FLLBPJGF_00638	CDS	2088	fusA		COG0480	Elongation factor G
FLLBPJGF_00639	CDS	1185	tuf			Elongation factor Tu
FLLBPJGF_00640	CDS	804				hypothetical protein
FLLBPJGF_00641	CDS	924	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLBPJGF_00642	CDS	4479				hypothetical protein
FLLBPJGF_00643	CDS	699				hypothetical protein
FLLBPJGF_00644	CDS	228				hypothetical protein
FLLBPJGF_00645	CDS	1242				hypothetical protein
FLLBPJGF_00646	CDS	1143	npr	1.11.1.1	COG0446	NADH peroxidase
FLLBPJGF_00647	CDS	126				hypothetical protein
FLLBPJGF_00648	CDS	1347				hypothetical protein
FLLBPJGF_00649	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
FLLBPJGF_00650	CDS	837	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
FLLBPJGF_00651	CDS	2241	nanB	3.2.1.18	COG4409	Sialidase B
FLLBPJGF_00652	CDS	1107	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
FLLBPJGF_00653	CDS	456				hypothetical protein
FLLBPJGF_00654	CDS	1272	nanM	5.1.3.24		N-acetylneuraminate epimerase
FLLBPJGF_00655	CDS	891	nanA_2	4.1.3.3	COG0329	N-acetylneuraminate lyase
FLLBPJGF_00656	CDS	1548	sglT			Sodium/glucose cotransporter
FLLBPJGF_00657	CDS	441				hypothetical protein
FLLBPJGF_00658	CDS	843	rpiR		COG1737	HTH-type transcriptional regulator RpiR
FLLBPJGF_00659	CDS	678	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
FLLBPJGF_00660	CDS	888	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
FLLBPJGF_00661	CDS	423				hypothetical protein
FLLBPJGF_00662	CDS	141				hypothetical protein
FLLBPJGF_00663	CDS	1875	cadA_1	3.6.3.3		Cadmium-transporting ATPase
FLLBPJGF_00664	CDS	216	copZ			Copper chaperone CopZ
FLLBPJGF_00665	CDS	894				hypothetical protein
FLLBPJGF_00666	CDS	1374	mepA			Multidrug export protein MepA
FLLBPJGF_00667	CDS	1362	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
FLLBPJGF_00668	tRNA	73				tRNA-Thr(tgt)
FLLBPJGF_00669	tRNA	72				tRNA-Gly(gcc)
FLLBPJGF_00670	tRNA	87				tRNA-Leu(taa)
FLLBPJGF_00671	tRNA	74				tRNA-Glu(ttc)
FLLBPJGF_00672	tRNA	90				tRNA-Ser(tga)
FLLBPJGF_00673	tRNA	76				tRNA-Asp(gtc)
FLLBPJGF_00674	tRNA	75				tRNA-Phe(gaa)
FLLBPJGF_00675	CDS	882	mneS		COG0053	Manganese efflux system protein MneS
FLLBPJGF_00676	CDS	1482	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
FLLBPJGF_00677	CDS	975	yclN		COG4606	Petrobactin import system permease protein YclN
FLLBPJGF_00678	CDS	963	yclO		COG4605	Petrobactin import system permease protein YclO
FLLBPJGF_00679	CDS	756	yclP_2	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
FLLBPJGF_00680	CDS	1110	ald2	1.4.1.1		Alanine dehydrogenase 2
FLLBPJGF_00681	CDS	639				hypothetical protein
FLLBPJGF_00682	CDS	1119				hypothetical protein
FLLBPJGF_00683	CDS	531				hypothetical protein
FLLBPJGF_00684	CDS	606	rpsD		COG0522	30S ribosomal protein S4
FLLBPJGF_00685	CDS	5139				hypothetical protein
FLLBPJGF_00686	CDS	1524				Putative trans-acting regulator
FLLBPJGF_00687	CDS	483				hypothetical protein
FLLBPJGF_00688	CDS	447	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
FLLBPJGF_00689	CDS	1704	ezrA		COG4477	Septation ring formation regulator EzrA
FLLBPJGF_00690	CDS	1149	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
FLLBPJGF_00691	CDS	1224	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
FLLBPJGF_00692	CDS	2658	valS	6.1.1.9		Valine--tRNA ligase
FLLBPJGF_00693	CDS	651	cbbY	3.1.3.-	COG0637	Protein CbbY
FLLBPJGF_00694	CDS	510				hypothetical protein
FLLBPJGF_00695	CDS	753	liaF		COG4758	Protein LiaF
FLLBPJGF_00696	CDS	1059				hypothetical protein
FLLBPJGF_00697	CDS	636	liaR		COG2197	Transcriptional regulatory protein LiaR
FLLBPJGF_00698	CDS	1674	rnjA	3.1.-.-	COG0595	Ribonuclease J1
