gene_callers_id	source	accession	function	e_value
487	Prokka:Prodigal	mfd	Transcription-repair-coupling factor	0
488	Prokka:Prodigal			0
489	Prokka:Prodigal			0
490	Prokka:Prodigal			0
491	Prokka:Prodigal	fabG_2	3-oxoacyl-[acyl-carrier-protein] reductase FabG	0
492	Prokka:Prodigal	zosA	Zinc-transporting ATPase	0
493	Prokka:Prodigal	LIAS	Lipoyl synthase, organellar chromatophore	0
494	Prokka:Prodigal	lplJ_1	Lipoate-protein ligase LplJ	0
495	Prokka:Prodigal			0
496	Prokka:Prodigal	arsD	Arsenical resistance operon trans-acting repressor ArsD	0
497	Prokka:Prodigal	arsA	Arsenical pump-driving ATPase	0
498	Prokka:Prodigal			0
499	Prokka:Prodigal	gloA	Lactoylglutathione lyase	0
500	Prokka:Prodigal		IS3 family transposase ISEfa10	0
501	Prokka:Prodigal		IS3 family transposase ISEfa10	0
502	Prokka:Prodigal	ribD	Riboflavin biosynthesis protein RibD	0
503	Prokka:Prodigal	ribE	Riboflavin synthase	0
504	Prokka:Prodigal	ribBA	Riboflavin biosynthesis protein RibBA	0
505	Prokka:Prodigal	ribH	6,7-dimethyl-8-ribityllumazine synthase	0
506	Prokka:Prodigal	axe2	Acetylxylan esterase	0
507	Prokka:Prodigal	spxA_1	Regulatory protein Spx	0
508	Prokka:Prodigal			0
509	Prokka:Prodigal			0
510	Prokka:Prodigal			0
511	Prokka:Prodigal			0
512	Prokka:Prodigal	uppP	Undecaprenyl-diphosphatase	0
513	Prokka:Prodigal	crr	PTS system glucose-specific EIIA component	0
514	Prokka:Prodigal	gmk_1	Guanylate kinase	0
515	Prokka:Prodigal	guaC	GMP reductase	0
516	Prokka:Prodigal	pgpB	Phosphatidylglycerophosphatase B	0
517	Prokka:Prodigal			0
518	Prokka:Prodigal			0
519	Prokka:Prodigal			0
520	Prokka:Prodigal	glpK	Glycerol kinase	0
521	Prokka:Prodigal	glpO	Alpha-glycerophosphate oxidase	0
522	Prokka:Prodigal	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	0
523	Prokka:Prodigal	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	0
524	Prokka:Prodigal	dhaM-2	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM	0
525	Prokka:Prodigal		Putative glycerol transporter	0
526	Prokka:Prodigal		Putative glycerol transporter	0
527	Prokka:Prodigal			0
528	Prokka:Prodigal	thiD_1	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	0
529	Prokka:Prodigal	murT	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	0
530	Prokka:Prodigal			0
531	Prokka:Prodigal		IS3 family transposase ISEfa10	0
532	Prokka:Prodigal		IS3 family transposase ISEfa10	0
533	Prokka:Prodigal			0
534	Prokka:Prodigal	rex	Redox-sensing transcriptional repressor Rex	0
535	Prokka:Prodigal	recD2	ATP-dependent RecD-like DNA helicase	0
536	Prokka:Prodigal	dagK_1	Diacylglycerol kinase	0
537	Prokka:Prodigal			0
538	Prokka:Prodigal	rpsT	30S ribosomal protein S20	0
539	Prokka:Prodigal	uvrB_1	UvrABC system protein B	0
540	Prokka:Prodigal			0
541	Prokka:Prodigal			0
542	Prokka:Prodigal	cggR	Central glycolytic genes regulator	0
543	Prokka:Prodigal	gap	Glyceraldehyde-3-phosphate dehydrogenase	0
544	Prokka:Prodigal	pgk	Phosphoglycerate kinase	0
545	Prokka:Prodigal	tpiA	Triosephosphate isomerase	0
546	Prokka:Prodigal	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	0
547	Prokka:Prodigal	eno	Enolase	0
548	Prokka:Prodigal			0
549	Prokka:Prodigal	manX_3	PTS system mannose-specific EIIAB component	0
550	Prokka:Prodigal			0
551	Prokka:Prodigal	levE	PTS system fructose-specific EIIB component	0
552	Prokka:Prodigal	agaC	N-acetylgalactosamine permease IIC component 1	0
553	Prokka:Prodigal	manZ_2	PTS system mannose-specific EIID component	0
554	Prokka:Prodigal	nagP	PTS system N-acetylglucosamine-specific EIICB component	0
555	Prokka:Prodigal	folT	Folate transporter FolT	0
556	Prokka:Prodigal			0
557	Prokka:Prodigal			0
558	Prokka:Prodigal	metK	S-adenosylmethionine synthase	0
559	Prokka:Prodigal			0
560	Prokka:Prodigal			0
561	Prokka:Prodigal			0
562	Prokka:Prodigal	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0
563	Prokka:Prodigal	cinA	Putative competence-damage inducible protein	0
564	Prokka:Prodigal	recA	Protein RecA	0
565	Prokka:Prodigal	rny	Ribonuclease Y	0
566	Prokka:Prodigal	niaX	Niacin transporter NiaX	0
567	Prokka:Prodigal	niaR	putative transcription repressor NiaR	0
568	Prokka:Prodigal			0
569	Prokka:Prodigal	secG	putative protein-export membrane protein SecG	0
570	Prokka:Prodigal	est_1	Carboxylesterase	0
571	Prokka:Prodigal	rnr	Ribonuclease R	0
572	Prokka:Prodigal			0
573	Prokka:Prodigal	smpB	SsrA-binding protein	0
574	Prokka:Prodigal			0
575	Prokka:Prodigal			0
576	Prokka:Prodigal	dsdA_1	D-serine dehydratase	0
577	Prokka:Prodigal	ymdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	0
578	Prokka:Prodigal	mutS	DNA mismatch repair protein MutS	0
579	Prokka:Prodigal	mutL	DNA mismatch repair protein MutL	0
580	Prokka:Prodigal	msrB	Peptide methionine sulfoxide reductase MsrB	0
581	Prokka:Prodigal	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	0
582	Prokka:Prodigal	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	0
583	Prokka:Prodigal			0
584	Prokka:Prodigal	opuCA	Carnitine transport ATP-binding protein OpuCA	0
585	Prokka:Prodigal	opuCB	Carnitine transport permease protein OpuCB	0
586	Prokka:Prodigal	opuCC	Glycine betaine/carnitine/choline-binding protein OpuCC	0
587	Prokka:Prodigal	opuCD	Carnitine transport permease protein OpuCD	0
588	Prokka:Prodigal			0
589	Prokka:Prodigal			0
590	Prokka:Prodigal			0
591	Prokka:Prodigal	ntpK	V-type sodium ATPase subunit K	0
592	Prokka:Prodigal	atpE_2	V-type proton ATPase subunit E	0
593	Prokka:Prodigal	ntpC	V-type sodium ATPase subunit C	0
594	Prokka:Prodigal	ntpG	V-type sodium ATPase subunit G	0
595	Prokka:Prodigal	ntpA	V-type sodium ATPase catalytic subunit A	0
596	Prokka:Prodigal	ntpB	V-type sodium ATPase subunit B	0
597	Prokka:Prodigal	ntpD	V-type sodium ATPase subunit D	0
598	Prokka:Prodigal	gmk_2	Guanylate kinase	0
599	Prokka:Prodigal	rpoZ	DNA-directed RNA polymerase subunit omega	0
600	Prokka:Prodigal	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	0
601	Prokka:Prodigal	priA	Primosomal protein N'	0
602	Prokka:Prodigal	fmt	Methionyl-tRNA formyltransferase	0
603	Prokka:Prodigal	rsmB	Ribosomal RNA small subunit methyltransferase B	0
604	Prokka:Prodigal	stp	Serine/threonine phosphatase stp	0
605	Prokka:Prodigal	prkC	Serine/threonine-protein kinase PrkC	0
606	Prokka:Prodigal	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	0
607	Prokka:Prodigal	rpe	Ribulose-phosphate 3-epimerase	0
608	Prokka:Prodigal	thiN	Thiamine pyrophosphokinase	0
609	Prokka:Prodigal	rpmB	50S ribosomal protein L28	0
610	Prokka:Prodigal		putative protein	0
611	Prokka:Prodigal		putative protein	0
612	Prokka:Prodigal	recG	ATP-dependent DNA helicase RecG	0
613	Prokka:Prodigal	plsX	Phosphate acyltransferase	0
614	Prokka:Prodigal	acpP_2	Acyl carrier protein	0
615	Prokka:Prodigal	oppD_3	Oligopeptide transport ATP-binding protein OppD	0
616	Prokka:Prodigal	oppF_3	Oligopeptide transport ATP-binding protein OppF	0
617	Prokka:Prodigal	gsiC_2	Glutathione transport system permease protein GsiC	0
618	Prokka:Prodigal			0
619	Prokka:Prodigal	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	0
620	Prokka:Prodigal			0
621	Prokka:Prodigal	abgT	p-aminobenzoyl-glutamate transport protein	0
622	Prokka:Prodigal			0
623	Prokka:Prodigal		Isatin hydrolase	0
624	Prokka:Prodigal	graR	Response regulator protein GraR	0
625	Prokka:Prodigal	graS	Sensor histidine kinase GraS	0
626	Prokka:Prodigal	yxdL	ABC transporter ATP-binding protein YxdL	0
627	Prokka:Prodigal	yxdM	ABC transporter permease protein YxdM	0
628	Prokka:Prodigal			0
629	Prokka:Prodigal			0
630	Prokka:Prodigal	cas3	CRISPR-associated nuclease/helicase Cas3	0
631	Prokka:Prodigal			0
632	Prokka:Prodigal			0
633	Prokka:Prodigal	casC	CRISPR system Cascade subunit CasC	0
634	Prokka:Prodigal			0
635	Prokka:Prodigal			0
636	Prokka:Prodigal	ygbT	CRISPR-associated endonuclease Cas1	0
637	Prokka:Prodigal	dinG_1	3'-5' exonuclease DinG	0
638	Prokka:Prodigal	ghrB	Glyoxylate/hydroxypyruvate reductase B	0
639	Prokka:Prodigal	pepF1_1	Oligoendopeptidase F, plasmid	0
640	Prokka:Prodigal	bsaA	Glutathione peroxidase BsaA	0
641	Prokka:Prodigal			0
642	Prokka:Prodigal	uvrA	UvrABC system protein A	0
643	Prokka:Prodigal			0
644	Prokka:Prodigal			0
645	Prokka:Prodigal			0
646	Prokka:Prodigal			0
647	Prokka:Prodigal			0
648	Prokka:Prodigal	hprK	HPr kinase/phosphorylase	0
649	Prokka:Prodigal	lgt	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	0
650	Prokka:Prodigal	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	0
651	Prokka:Prodigal			0
652	Prokka:Prodigal	trxB_1	Thioredoxin reductase	0
653	Prokka:Prodigal	pgcA	Phosphoglucomutase	0
654	Prokka:Prodigal	yvcJ	Nucleotide-binding protein YvcJ	0
655	Prokka:Prodigal		Putative gluconeogenesis factor	0
656	Prokka:Prodigal	whiA	putative cell division protein WhiA	0
657	Prokka:Prodigal	clpP	ATP-dependent Clp protease proteolytic subunit	0
658	Prokka:Prodigal	thrS	Threonine--tRNA ligase 1	0
659	Prokka:Prodigal	bepA	Beta-barrel assembly-enhancing protease	0
660	Prokka:Prodigal			0
661	Prokka:Prodigal	ypjD	putative protein YpjD	0
662	Prokka:Prodigal	cca	CCA-adding enzyme	0
663	Prokka:Prodigal	dinG_2	3'-5' exonuclease DinG	0
664	Prokka:Prodigal			0
665	Prokka:Prodigal	asnS	Asparagine--tRNA ligase	0
666	Prokka:Prodigal	dnaD	DNA replication protein DnaD	0
667	Prokka:Prodigal	nth	Endonuclease III	0
668	Prokka:Prodigal			0
669	Prokka:Prodigal			0
670	Prokka:Prodigal			0
671	Prokka:Prodigal			0
672	Prokka:Prodigal			0
673	Prokka:Prodigal	ykuT	putative MscS family protein YkuT	0
674	Prokka:Prodigal			0
675	Prokka:Prodigal			0
676	Prokka:Prodigal	pepQ	Xaa-Pro dipeptidase	0
677	Prokka:Prodigal	ccpA_1	Catabolite control protein A	0
678	Prokka:Prodigal			0
679	Prokka:Prodigal	mtgA	Biosynthetic peptidoglycan transglycosylase	0
680	Prokka:Prodigal			0
681	Prokka:Prodigal			0
682	Prokka:Prodigal			0
683	Prokka:Prodigal			0
684	Prokka:Prodigal		Putative universal stress protein	0
685	Prokka:Prodigal		putative AAA domain-containing protein	0
686	Prokka:Prodigal	birA	Bifunctional ligase/repressor BirA	0
687	Prokka:Prodigal	rnj2	Ribonuclease J 2	0
688	Prokka:Prodigal	clsA	Major cardiolipin synthase ClsA	0
689	Prokka:Prodigal			0
690	Prokka:Prodigal			0
691	Prokka:Prodigal		Lantibiotic macedovicin	0
692	Prokka:Prodigal			0
693	Prokka:Prodigal			0
694	Prokka:Prodigal			0
695	Prokka:Prodigal	lagD_2	Lactococcin-G-processing and transport ATP-binding protein LagD	0
696	Prokka:Prodigal	bcrA_2	Bacitracin transport ATP-binding protein BcrA	0
697	Prokka:Prodigal			0
698	Prokka:Prodigal			0
699	Prokka:Prodigal			0
700	Prokka:Prodigal			0
701	Prokka:Prodigal			0
702	Prokka:Prodigal	polA	DNA polymerase I	0
703	Prokka:Prodigal	mutM	Formamidopyrimidine-DNA glycosylase	0
704	Prokka:Prodigal	coaE	Dephospho-CoA kinase	0
705	Prokka:Prodigal	nrdR	Transcriptional repressor NrdR	0
706	Prokka:Prodigal	dnaB	Replication initiation and membrane attachment protein	0
707	Prokka:Prodigal	dnaI	Primosomal protein DnaI	0
708	Prokka:Prodigal	brnQ_2	Branched-chain amino acid transport system 2 carrier protein	0
709	Prokka:Prodigal			0
710	Prokka:Prodigal	yheI	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	0
711	Prokka:Prodigal	yheH	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	0
712	Prokka:Prodigal	map	Methionine aminopeptidase 1	0
713	Prokka:Prodigal			0
714	Prokka:Prodigal	lnpD	UDP-glucose 4-epimerase	0
715	Prokka:Prodigal	arnC_1	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0
716	Prokka:Prodigal	arnC_2	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0
717	Prokka:Prodigal	mnaA	UDP-N-acetylglucosamine 2-epimerase	0
718	Prokka:Prodigal			0
719	Prokka:Prodigal	tagO	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	0
720	Prokka:Prodigal	tagU_1	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	0
721	Prokka:Prodigal	ugd	UDP-glucose 6-dehydrogenase	0
722	Prokka:Prodigal	pglF	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	0
723	Prokka:Prodigal			0
724	Prokka:Prodigal	prmA	Ribosomal protein L11 methyltransferase	0
725	Prokka:Prodigal	deoC	Deoxyribose-phosphate aldolase	0
726	Prokka:Prodigal	relA	GTP pyrophosphokinase	0
727	Prokka:Prodigal	dtd	D-aminoacyl-tRNA deacylase	0
728	Prokka:Prodigal			0
729	Prokka:Prodigal			0
730	Prokka:Prodigal	rapA	RNA polymerase-associated protein RapA	0
731	Prokka:Prodigal			0
732	Prokka:Prodigal			0
733	Prokka:Prodigal			0
734	Prokka:Prodigal			0
735	Prokka:Prodigal			0
736	Prokka:Prodigal	umuC	Protein UmuC	0
737	Prokka:Prodigal	rsuA	Ribosomal small subunit pseudouridine synthase A	0
738	Prokka:Prodigal	nnrD	ADP-dependent (S)-NAD(P)H-hydrate dehydratase	0
739	Prokka:Prodigal			0
740	Prokka:Prodigal			0
741	Prokka:Prodigal	pepV	Beta-Ala-Xaa dipeptidase	0
742	Prokka:Prodigal	gcvT	Aminomethyltransferase	0
743	Prokka:Prodigal	gcvH_1	Glycine cleavage system H protein	0
744	Prokka:Prodigal	gcvPA	putative glycine dehydrogenase (decarboxylating) subunit 1	0
745	Prokka:Prodigal	gcvPB	putative glycine dehydrogenase (decarboxylating) subunit 2	0
746	Prokka:Prodigal			0
747	Prokka:Prodigal	clcA	H(+)/Cl(-) exchange transporter ClcA	0
748	Prokka:Prodigal	truB	tRNA pseudouridine synthase B	0
749	Prokka:Prodigal	ribF	Bifunctional riboflavin kinase/FMN adenylyltransferase	0
750	Prokka:Prodigal	hrcA	Heat-inducible transcription repressor HrcA	0
751	Prokka:Prodigal	grpE	Protein GrpE	0
752	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
753	Prokka:Prodigal	dnaJ	Chaperone protein DnaJ	0
754	Prokka:Prodigal		IS3 family transposase ISEfa10	0
755	Prokka:Prodigal		IS3 family transposase ISEfa10	0
756	Prokka:Prodigal		Putative aldehyde dehydrogenase	0
757	Prokka:Prodigal			0
758	Prokka:Prodigal	lepA	Elongation factor 4	0
759	Prokka:Prodigal	cobB_1	NAD-dependent protein deacetylase	0
760	Prokka:Prodigal		Putative 3-methyladenine DNA glycosylase	0
761	Prokka:Prodigal	comC	Type 4 prepilin-like proteins leader peptide-processing enzyme	0
762	Prokka:Prodigal			0
763	Prokka:Prodigal			0
764	Prokka:Prodigal			0
765	Prokka:Prodigal	oatA	O-acetyltransferase OatA	0
766	Prokka:Prodigal	alsT_1	Amino-acid carrier protein AlsT	0
767	Prokka:Prodigal	rnhA	14.7 kDa ribonuclease H-like protein	0
768	Prokka:Prodigal	cspA	Cold shock protein CspA	0
769	Prokka:Prodigal	ettA_1	Energy-dependent translational throttle protein EttA	0
770	Prokka:Prodigal	thyA	Thymidylate synthase	0
771	Prokka:Prodigal	folA	Dihydrofolate reductase	0
772	Prokka:Prodigal			0
773	Prokka:Prodigal	rnc	Ribonuclease 3	0
774	Prokka:Prodigal	smc_4	Chromosome partition protein Smc	0
775	Prokka:Prodigal		Putative phosphatase	0
776	Prokka:Prodigal	ftsY	Signal recognition particle receptor FtsY	0
777	Prokka:Prodigal			0
778	Prokka:Prodigal	ffh	Signal recognition particle protein	0
779	Prokka:Prodigal	rpsP	30S ribosomal protein S16	0
780	Prokka:Prodigal			0
781	Prokka:Prodigal	rimM	Ribosome maturation factor RimM	0
782	Prokka:Prodigal	trmD	tRNA (guanine-N(1)-)-methyltransferase	0
783	Prokka:Prodigal	rhaR_1	HTH-type transcriptional activator RhaR	0
784	Prokka:Prodigal			0
785	Prokka:Prodigal	gloB	Hydroxyacylglutathione hydrolase GloB	0
786	Prokka:Prodigal			0
787	Prokka:Prodigal			0
788	Prokka:Prodigal			0
789	Prokka:Prodigal	pyrH	Uridylate kinase	0
790	Prokka:Prodigal	frr	Ribosome-recycling factor	0
791	Prokka:Prodigal		N-acetylgalactosamine-6-O-sulfatase	0
792	Prokka:Prodigal	uppS	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	0
793	Prokka:Prodigal			0
794	Prokka:Prodigal	rasP	Regulator of sigma-W protease RasP	0
795	Prokka:Prodigal	proS	Proline--tRNA ligase	0
796	Prokka:Prodigal	polC	DNA polymerase III PolC-type	0
797	Prokka:Prodigal	rimP	Ribosome maturation factor RimP	0
798	Prokka:Prodigal	nusA	Transcription termination/antitermination protein NusA	0
799	Prokka:Prodigal			0
800	Prokka:Prodigal	rplGA	putative ribosomal protein YlxQ	0
801	Prokka:Prodigal	infB	Translation initiation factor IF-2	0
802	Prokka:Prodigal	rbfA	Ribosome-binding factor A	0
803	Prokka:Prodigal	nirC	Nitrite transporter NirC	0
804	Prokka:Prodigal	ykfA	putative murein peptide carboxypeptidase	0
805	Prokka:Prodigal	expZ	Nucleotide-binding protein ExpZ	0
806	Prokka:Prodigal			0
807	Prokka:Prodigal			0
808	Prokka:Prodigal	hisS	Histidine--tRNA ligase	0
809	Prokka:Prodigal	aspS	Aspartate--tRNA ligase	0
810	Prokka:Prodigal	nfo	putative endonuclease 4	0
811	Prokka:Prodigal			0
812	Prokka:Prodigal	miaA	tRNA dimethylallyltransferase	0
813	Prokka:Prodigal	hflX	GTPase HflX	0
814	Prokka:Prodigal	recX	Regulatory protein RecX	0
815	Prokka:Prodigal	mutY	Adenine DNA glycosylase	0
816	Prokka:Prodigal			0
817	Prokka:Prodigal			0
818	Prokka:Prodigal		Putative aminotransferase/MSMEI_6121	0
819	Prokka:Prodigal			0
820	Prokka:Prodigal	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	0
821	Prokka:Prodigal	zwf	Glucose-6-phosphate 1-dehydrogenase	0
822	Prokka:Prodigal	cshB	DEAD-box ATP-dependent RNA helicase CshB	0
823	Prokka:Prodigal			0
824	Prokka:Prodigal	yidC	Membrane protein insertase YidC	0
825	Prokka:Prodigal	yccX	Acylphosphatase	0
826	Prokka:Prodigal	spoIIIE	DNA translocase SpoIIIE	0
827	Prokka:Prodigal	tmpC	Membrane lipoprotein TmpC	0
828	Prokka:Prodigal	mglA	Galactose/methyl galactoside import ATP-binding protein MglA	0
829	Prokka:Prodigal			0
830	Prokka:Prodigal			0
831	Prokka:Prodigal	sodA	Superoxide dismutase [Mn]	0
832	Prokka:Prodigal	penA	Penicillin-binding protein 2B	0
833	Prokka:Prodigal	rpmG2	50S ribosomal protein L33 2	0
834	Prokka:Prodigal	glpG	Rhomboid protease GlpG	0
835	Prokka:Prodigal	glcK	Glucokinase	0
836	Prokka:Prodigal	glpE	Thiosulfate sulfurtransferase GlpE	0
837	Prokka:Prodigal	zur	Zinc-specific metallo-regulatory protein	0
838	Prokka:Prodigal	rpsU	30S ribosomal protein S21	0
839	Prokka:Prodigal	yqeY	putative protein YqeY	0
840	Prokka:Prodigal			0
841	Prokka:Prodigal			0
842	Prokka:Prodigal		PhoH-like protein	0
843	Prokka:Prodigal	ybeY	Endoribonuclease YbeY	0
844	Prokka:Prodigal	dgkA	Undecaprenol kinase	0
845	Prokka:Prodigal	cdd	Cytidine deaminase	0
846	Prokka:Prodigal	era_1	GTPase Era	0
847	Prokka:Prodigal	recO	DNA repair protein RecO	0
848	Prokka:Prodigal	glyQ	Glycine--tRNA ligase alpha subunit	0
849	Prokka:Prodigal	glyS	Glycine--tRNA ligase beta subunit	0
850	Prokka:Prodigal		Putative multidrug export ATP-binding/permease protein	0
851	Prokka:Prodigal			0
852	Prokka:Prodigal	dnaG	DNA primase	0
853	Prokka:Prodigal	sigA	RNA polymerase sigma factor SigA	0
854	Prokka:Prodigal	rplY	50S ribosomal protein L25	0
855	Prokka:Prodigal	trmK	tRNA (adenine(22)-N(1))-methyltransferase	0
856	Prokka:Prodigal		GTP cyclohydrolase 1 type 2 	0
857	Prokka:Prodigal	pepT	Peptidase T	0
858	Prokka:Prodigal	addB	ATP-dependent helicase/deoxyribonuclease subunit B	0
859	Prokka:Prodigal	addA	ATP-dependent helicase/nuclease subunit A	0
860	Prokka:Prodigal			0
861	Prokka:Prodigal			0
862	Prokka:Prodigal			0
863	Prokka:Prodigal	lspA	Lipoprotein signal peptidase	0
864	Prokka:Prodigal	rluD	Ribosomal large subunit pseudouridine synthase D	0
865	Prokka:Prodigal	rplS	50S ribosomal protein L19	0
866	Prokka:Prodigal			0
867	Prokka:Prodigal			0
868	Prokka:Prodigal	topA	DNA topoisomerase 1	0
869	Prokka:Prodigal	xerC	Tyrosine recombinase XerC	0
870	Prokka:Prodigal	clpQ	ATP-dependent protease subunit ClpQ	0
871	Prokka:Prodigal	clpY	ATP-dependent protease ATPase subunit ClpY	0
872	Prokka:Prodigal	codY	GTP-sensing transcriptional pleiotropic repressor CodY	0
873	Prokka:Prodigal	thiE	Thiamine-phosphate synthase	0
874	Prokka:Prodigal			0
875	Prokka:Prodigal			0
876	Prokka:Prodigal			0
877	Prokka:Prodigal			0
878	Prokka:Prodigal			0
879	Prokka:Prodigal			0
880	Prokka:Prodigal			0
881	Prokka:Prodigal			0
882	Prokka:Prodigal	ppaC	Manganese-dependent inorganic pyrophosphatase	0
883	Prokka:Prodigal	pflA	Pyruvate formate-lyase-activating enzyme	0
884	Prokka:Prodigal	pflB	Formate acetyltransferase	0
885	Prokka:Prodigal	parC	DNA topoisomerase 4 subunit A	0
886	Prokka:Prodigal	parE	DNA topoisomerase 4 subunit B	0
887	Prokka:Prodigal	plsY	Glycerol-3-phosphate acyltransferase	0
888	Prokka:Prodigal			0
889	Prokka:Prodigal			0
890	Prokka:Prodigal	pepS	Aminopeptidase PepS	0
891	Prokka:Prodigal			0
892	Prokka:Prodigal			0
893	Prokka:Prodigal			0
894	Prokka:Prodigal			0
895	Prokka:Prodigal			0
896	Prokka:Prodigal			0
897	Prokka:Prodigal	thiM	Hydroxyethylthiazole kinase	0
898	Prokka:Prodigal			0
899	Prokka:Prodigal	thiQ	Thiamine import ATP-binding protein ThiQ	0
900	Prokka:Prodigal			0
901	Prokka:Prodigal			0
902	Prokka:Prodigal	rnhB	Ribonuclease HII	0
903	Prokka:Prodigal	rbgA	Ribosome biogenesis GTPase A	0
904	Prokka:Prodigal	spsB	Signal peptidase IB	0
905	Prokka:Prodigal	ctpA	Carboxy-terminal processing protease CtpA	0
906	Prokka:Prodigal	deoD	Purine nucleoside phosphorylase DeoD-type	0
907	Prokka:Prodigal			0
908	Prokka:Prodigal			0
909	Prokka:Prodigal			0
910	Prokka:Prodigal	ridA	2-iminobutanoate/2-iminopropanoate deaminase	0
911	Prokka:Prodigal	apu	Amylopullulanase	0
912	Prokka:Prodigal	glgP	Glycogen phosphorylase	0
913	Prokka:Prodigal	glgA	Glycogen synthase	0
914	Prokka:Prodigal	glgD	Glycogen biosynthesis protein GlgD	0
915	Prokka:Prodigal	glgC	Glucose-1-phosphate adenylyltransferase	0
916	Prokka:Prodigal	glgB	1,4-alpha-glucan branching enzyme GlgB	0
917	Prokka:Prodigal		Sulfurtransferase	0
918	Prokka:Prodigal	nudL	putative Nudix hydrolase NudL	0
919	Prokka:Prodigal			0
920	Prokka:Prodigal			0
921	Prokka:Prodigal			0
922	Prokka:Prodigal		L-lactate transporter	0
923	Prokka:Prodigal			0
924	Prokka:Prodigal	ansA	putative L-asparaginase	0
925	Prokka:Prodigal			0
926	Prokka:Prodigal	asnB	Asparagine synthetase [glutamine-hydrolyzing] 1	0
927	Prokka:Prodigal		DegV domain-containing protein	0
928	Prokka:Prodigal			0
929	Prokka:Prodigal	tuaG	Putative teichuronic acid biosynthesis glycosyltransferase TuaG	0
930	Prokka:Prodigal			0
931	Prokka:Prodigal			0
932	Prokka:Prodigal			0
933	Prokka:Prodigal			0
934	Prokka:Prodigal			0
935	Prokka:Prodigal	tuaB	Teichuronic acid biosynthesis protein TuaB	0
936	Prokka:Prodigal	arnC_3	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0
937	Prokka:Prodigal			0
938	Prokka:Prodigal	csbB	Putative glycosyltransferase CsbB	0
939	Prokka:Prodigal			0
940	Prokka:Prodigal	murC	UDP-N-acetylmuramate--L-alanine ligase	0
941	Prokka:Prodigal			0
942	Prokka:Prodigal			0
943	Prokka:Prodigal	pepA	Glutamyl aminopeptidase	0
944	Prokka:Prodigal			0
945	Prokka:Prodigal	trmB	tRNA (guanine-N(7)-)-methyltransferase	0
946	Prokka:Prodigal			0
947	Prokka:Prodigal			0
948	Prokka:Prodigal	ecsA	ABC-type transporter ATP-binding protein EcsA	0
949	Prokka:Prodigal	hit	Protein hit	0
950	Prokka:Prodigal			0
951	Prokka:Prodigal	prsA	Foldase protein PrsA	0
952	Prokka:Prodigal	yhaM	3'-5' exoribonuclease YhaM	0
953	Prokka:Prodigal			0
954	Prokka:Prodigal	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	0
955	Prokka:Prodigal			0
956	Prokka:Prodigal	pbpF	Penicillin-binding protein 1F	0
957	Prokka:Prodigal	nrnA	putative bifunctional oligoribonuclease and PAP phosphatase NrnA	0
958	Prokka:Prodigal	IMPDH	Inosine-5'-monophosphate dehydrogenase	0
959	Prokka:Prodigal	dinB	DNA polymerase IV	0
960	Prokka:Prodigal	arlS	Signal transduction histidine-protein kinase ArlS	0
961	Prokka:Prodigal	arlR	Response regulator ArlR	0
962	Prokka:Prodigal	ybaN	Inner membrane protein YbaN	0
963	Prokka:Prodigal		Deoxyguanosine kinase	0
964	Prokka:Prodigal	gnd	6-phosphogluconate dehydrogenase, decarboxylating	0
965	Prokka:Prodigal			0
966	Prokka:Prodigal	recN	DNA repair protein RecN	0
967	Prokka:Prodigal	tlyA	Hemolysin A	0
968	Prokka:Prodigal		Farnesyl diphosphate synthase	0
969	Prokka:Prodigal	xseB	Exodeoxyribonuclease 7 small subunit	0
970	Prokka:Prodigal	xseA	Exodeoxyribonuclease 7 large subunit	0
