gene_callers_id	source	accession	function	e_value
484	Prokka:Prodigal		Calcium-transporting ATPase	0
485	Prokka:Prodigal	pycA	Pyruvate carboxylase	0
486	Prokka:Prodigal	purR_2	Pur operon repressor	0
487	Prokka:Prodigal	glmU	Bifunctional protein GlmU	0
488	Prokka:Prodigal	prs	Ribose-phosphate pyrophosphokinase	0
489	Prokka:Prodigal			0
490	Prokka:Prodigal	rnfC_1	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C	0
491	Prokka:Prodigal	rnfD_1	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D	0
492	Prokka:Prodigal			0
493	Prokka:Prodigal			0
494	Prokka:Prodigal	gor	Glutathione reductase	0
495	Prokka:Prodigal			0
496	Prokka:Prodigal	pbuO	Guanine/hypoxanthine permease PbuO	0
497	Prokka:Prodigal			0
498	Prokka:Prodigal	pth	Peptidyl-tRNA hydrolase	0
499	Prokka:Prodigal	mfd	Transcription-repair-coupling factor	0
500	Prokka:Prodigal			0
501	Prokka:Prodigal			0
502	Prokka:Prodigal			0
503	Prokka:Prodigal	xerC_1	Tyrosine recombinase XerC	0
504	Prokka:Prodigal			0
505	Prokka:Prodigal			0
506	Prokka:Prodigal			0
507	Prokka:Prodigal			0
508	Prokka:Prodigal			0
509	Prokka:Prodigal			0
510	Prokka:Prodigal			0
511	Prokka:Prodigal			0
512	Prokka:Prodigal			0
513	Prokka:Prodigal			0
514	Prokka:Prodigal			0
515	Prokka:Prodigal			0
516	Prokka:Prodigal			0
517	Prokka:Prodigal			0
518	Prokka:Prodigal			0
519	Prokka:Prodigal			0
520	Prokka:Prodigal			0
521	Prokka:Prodigal			0
522	Prokka:Prodigal			0
523	Prokka:Prodigal			0
524	Prokka:Prodigal			0
525	Prokka:Prodigal			0
526	Prokka:Prodigal			0
527	Prokka:Prodigal			0
528	Prokka:Prodigal			0
529	Prokka:Prodigal			0
530	Prokka:Prodigal			0
531	Prokka:Prodigal			0
532	Prokka:Prodigal			0
533	Prokka:Prodigal			0
534	Prokka:Prodigal			0
535	Prokka:Prodigal			0
536	Prokka:Prodigal			0
537	Prokka:Prodigal			0
538	Prokka:Prodigal			0
539	Prokka:Prodigal			0
540	Prokka:Prodigal			0
541	Prokka:Prodigal		putative protein	0
542	Prokka:Prodigal			0
543	Prokka:Prodigal			0
544	Prokka:Prodigal			0
545	Prokka:Prodigal			0
546	Prokka:Prodigal			0
547	Prokka:Prodigal			0
548	Prokka:Prodigal			0
549	Prokka:Prodigal			0
550	Prokka:Prodigal			0
551	Prokka:Prodigal			0
552	Prokka:Prodigal			0
553	Prokka:Prodigal			0
554	Prokka:Prodigal			0
555	Prokka:Prodigal			0
556	Prokka:Prodigal			0
557	Prokka:Prodigal	ydjM	Inner membrane protein YdjM	0
558	Prokka:Prodigal	dnaG_1	DNA primase	0
559	Prokka:Prodigal			0
560	Prokka:Prodigal	topB	DNA topoisomerase 3	0
561	Prokka:Prodigal			0
562	Prokka:Prodigal	yneA	Cell division suppressor protein YneA	0
563	Prokka:Prodigal			0
564	Prokka:Prodigal		IS3 family transposase ISBth167	0
565	Prokka:Prodigal		IS3 family transposase ISEfa10	0
566	Prokka:Prodigal			0
567	Prokka:Prodigal			0
568	Prokka:Prodigal			0
569	Prokka:Prodigal			0
570	Prokka:Prodigal			0
571	Prokka:Prodigal			0
572	Prokka:Prodigal	hlyB	Alpha-hemolysin translocation ATP-binding protein HlyB	0
573	Prokka:Prodigal			0
574	Prokka:Prodigal	bcrA_3	Bacitracin transport ATP-binding protein BcrA	0
575	Prokka:Prodigal			0
576	Prokka:Prodigal			0
577	Prokka:Prodigal	topA_1	DNA topoisomerase 1	0
578	Prokka:Prodigal			0
579	Prokka:Prodigal	fabG_2	3-oxoacyl-[acyl-carrier-protein] reductase FabG	0
580	Prokka:Prodigal	zosA	Zinc-transporting ATPase	0
581	Prokka:Prodigal	LIAS	Lipoyl synthase, organellar chromatophore	0
582	Prokka:Prodigal	lplJ_1	Lipoate-protein ligase LplJ	0
583	Prokka:Prodigal			0
584	Prokka:Prodigal	arsD	Arsenical resistance operon trans-acting repressor ArsD	0
585	Prokka:Prodigal	arsA	Arsenical pump-driving ATPase	0
586	Prokka:Prodigal			0
587	Prokka:Prodigal	gloA	Lactoylglutathione lyase	0
588	Prokka:Prodigal	ribD	Riboflavin biosynthesis protein RibD	0
589	Prokka:Prodigal	ribE	Riboflavin synthase	0
590	Prokka:Prodigal	ribBA	Riboflavin biosynthesis protein RibBA	0
591	Prokka:Prodigal	ribH	6,7-dimethyl-8-ribityllumazine synthase	0
592	Prokka:Prodigal	axe2	Acetylxylan esterase	0
593	Prokka:Prodigal	spxA_1	Regulatory protein Spx	0
594	Prokka:Prodigal			0
595	Prokka:Prodigal			0
596	Prokka:Prodigal			0
597	Prokka:Prodigal			0
598	Prokka:Prodigal	uppP	Undecaprenyl-diphosphatase	0
599	Prokka:Prodigal	crr	PTS system glucose-specific EIIA component	0
600	Prokka:Prodigal	gmk_1	Guanylate kinase	0
601	Prokka:Prodigal	guaC	GMP reductase	0
602	Prokka:Prodigal	pgpB	Phosphatidylglycerophosphatase B	0
603	Prokka:Prodigal			0
604	Prokka:Prodigal			0
605	Prokka:Prodigal			0
606	Prokka:Prodigal	glpK	Glycerol kinase	0
607	Prokka:Prodigal	glpO	Alpha-glycerophosphate oxidase	0
608	Prokka:Prodigal	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	0
609	Prokka:Prodigal	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	0
610	Prokka:Prodigal	dhaM-2	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM	0
611	Prokka:Prodigal		Putative glycerol transporter	0
612	Prokka:Prodigal		Putative glycerol transporter	0
613	Prokka:Prodigal			0
614	Prokka:Prodigal	thiD_1	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	0
615	Prokka:Prodigal	glpQ	Glycerophosphodiester phosphodiesterase	0
616	Prokka:Prodigal	murT	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	0
617	Prokka:Prodigal			0
618	Prokka:Prodigal	rex	Redox-sensing transcriptional repressor Rex	0
619	Prokka:Prodigal	recD2	ATP-dependent RecD-like DNA helicase	0
620	Prokka:Prodigal	dagK_1	Diacylglycerol kinase	0
621	Prokka:Prodigal			0
622	Prokka:Prodigal	rpsT	30S ribosomal protein S20	0
623	Prokka:Prodigal	uvrB_1	UvrABC system protein B	0
624	Prokka:Prodigal			0
625	Prokka:Prodigal			0
626	Prokka:Prodigal	cggR	Central glycolytic genes regulator	0
627	Prokka:Prodigal	gap	Glyceraldehyde-3-phosphate dehydrogenase	0
628	Prokka:Prodigal	pgk	Phosphoglycerate kinase	0
629	Prokka:Prodigal	tpiA	Triosephosphate isomerase	0
630	Prokka:Prodigal	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	0
631	Prokka:Prodigal	eno	Enolase	0
632	Prokka:Prodigal			0
633	Prokka:Prodigal			0
634	Prokka:Prodigal			0
635	Prokka:Prodigal	manX_3	PTS system mannose-specific EIIAB component	0
636	Prokka:Prodigal			0
637	Prokka:Prodigal	levE	PTS system fructose-specific EIIB component	0
638	Prokka:Prodigal	agaC	N-acetylgalactosamine permease IIC component 1	0
639	Prokka:Prodigal	manZ_2	PTS system mannose-specific EIID component	0
640	Prokka:Prodigal	nagP	PTS system N-acetylglucosamine-specific EIICB component	0
641	Prokka:Prodigal	folT	Folate transporter FolT	0
642	Prokka:Prodigal			0
643	Prokka:Prodigal			0
644	Prokka:Prodigal	metK	S-adenosylmethionine synthase	0
645	Prokka:Prodigal			0
646	Prokka:Prodigal			0
647	Prokka:Prodigal			0
648	Prokka:Prodigal	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0
649	Prokka:Prodigal	cinA	Putative competence-damage inducible protein	0
650	Prokka:Prodigal	recA	Protein RecA	0
651	Prokka:Prodigal	rny	Ribonuclease Y	0
652	Prokka:Prodigal	niaX	Niacin transporter NiaX	0
653	Prokka:Prodigal	nadR	Transcription repressor NadR	0
654	Prokka:Prodigal			0
655	Prokka:Prodigal	secG	putative protein-export membrane protein SecG	0
656	Prokka:Prodigal	est_1	Carboxylesterase	0
657	Prokka:Prodigal	rnr	Ribonuclease R	0
658	Prokka:Prodigal			0
659	Prokka:Prodigal	smpB	SsrA-binding protein	0
660	Prokka:Prodigal			0
661	Prokka:Prodigal			0
662	Prokka:Prodigal	dsdA_1	D-serine dehydratase	0
663	Prokka:Prodigal	ymdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	0
664	Prokka:Prodigal	mutS	DNA mismatch repair protein MutS	0
665	Prokka:Prodigal	mutL	DNA mismatch repair protein MutL	0
666	Prokka:Prodigal	msrB	Peptide methionine sulfoxide reductase MsrB	0
667	Prokka:Prodigal	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	0
668	Prokka:Prodigal	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	0
669	Prokka:Prodigal			0
670	Prokka:Prodigal	opuCA	Carnitine transport ATP-binding protein OpuCA	0
671	Prokka:Prodigal	opuCB	Carnitine transport permease protein OpuCB	0
672	Prokka:Prodigal	opuCC	Glycine betaine/carnitine/choline-binding protein OpuCC	0
673	Prokka:Prodigal	opuCD	Carnitine transport permease protein OpuCD	0
674	Prokka:Prodigal			0
675	Prokka:Prodigal			0
676	Prokka:Prodigal			0
677	Prokka:Prodigal	ntpK	V-type sodium ATPase subunit K	0
678	Prokka:Prodigal	atpE_2	V-type proton ATPase subunit E	0
679	Prokka:Prodigal	ntpC	V-type sodium ATPase subunit C	0
680	Prokka:Prodigal	ntpG	V-type sodium ATPase subunit G	0
681	Prokka:Prodigal	ntpA	V-type sodium ATPase catalytic subunit A	0
682	Prokka:Prodigal	ntpB	V-type sodium ATPase subunit B	0
683	Prokka:Prodigal	ntpD	V-type sodium ATPase subunit D	0
684	Prokka:Prodigal	gmk_2	Guanylate kinase	0
685	Prokka:Prodigal	rpoZ	DNA-directed RNA polymerase subunit omega	0
686	Prokka:Prodigal	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	0
687	Prokka:Prodigal	priA	Primosomal protein N'	0
688	Prokka:Prodigal	fmt	Methionyl-tRNA formyltransferase	0
689	Prokka:Prodigal	rsmB	Ribosomal RNA small subunit methyltransferase B	0
690	Prokka:Prodigal	stp	Serine/threonine phosphatase stp	0
691	Prokka:Prodigal	prkC	Serine/threonine-protein kinase PrkC	0
692	Prokka:Prodigal	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	0
693	Prokka:Prodigal	rpe	Ribulose-phosphate 3-epimerase	0
694	Prokka:Prodigal	thiN	Thiamine pyrophosphokinase	0
695	Prokka:Prodigal	rpmB	50S ribosomal protein L28	0
696	Prokka:Prodigal		putative protein	0
697	Prokka:Prodigal		putative protein	0
698	Prokka:Prodigal	recG	ATP-dependent DNA helicase RecG	0
699	Prokka:Prodigal	plsX	Phosphate acyltransferase	0
700	Prokka:Prodigal	acpP_2	Acyl carrier protein	0
701	Prokka:Prodigal	oppD_3	Oligopeptide transport ATP-binding protein OppD	0
702	Prokka:Prodigal	oppF_3	Oligopeptide transport ATP-binding protein OppF	0
703	Prokka:Prodigal	gsiC_2	Glutathione transport system permease protein GsiC	0
704	Prokka:Prodigal			0
705	Prokka:Prodigal	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	0
706	Prokka:Prodigal			0
707	Prokka:Prodigal	abgT	p-aminobenzoyl-glutamate transport protein	0
708	Prokka:Prodigal	nagB_1	Glucosamine-6-phosphate deaminase	0
709	Prokka:Prodigal	mtlA	PTS system mannitol-specific EIICB component	0
710	Prokka:Prodigal	mtlR	Transcriptional regulator MtlR	0
711	Prokka:Prodigal	mtlF	Mannitol-specific phosphotransferase enzyme IIA component	0
712	Prokka:Prodigal	mtlD	Mannitol-1-phosphate 5-dehydrogenase	0
713	Prokka:Prodigal	polS	Sorbitol dehydrogenase	0
714	Prokka:Prodigal			0
715	Prokka:Prodigal			0
716	Prokka:Prodigal	srlA	PTS system glucitol/sorbitol-specific EIIC component	0
717	Prokka:Prodigal	srlE	PTS system glucitol/sorbitol-specific EIIB component	0
718	Prokka:Prodigal	srlB	PTS system glucitol/sorbitol-specific EIIA component	0
719	Prokka:Prodigal	fsaA	Fructose-6-phosphate aldolase 1	0
720	Prokka:Prodigal			0
721	Prokka:Prodigal		Isatin hydrolase	0
722	Prokka:Prodigal	graR	Response regulator protein GraR	0
723	Prokka:Prodigal	graS	Sensor histidine kinase GraS	0
724	Prokka:Prodigal	yxdL	ABC transporter ATP-binding protein YxdL	0
725	Prokka:Prodigal	yxdM	ABC transporter permease protein YxdM	0
726	Prokka:Prodigal	cas9	CRISPR-associated endonuclease Cas9	0
727	Prokka:Prodigal	cas1	CRISPR-associated endonuclease Cas1	0
728	Prokka:Prodigal	cas2	CRISPR-associated endoribonuclease Cas2	0
729	Prokka:Prodigal	csn2	CRISPR-associated protein Csn2	0
730	Prokka:Prodigal	ghrA	Glyoxylate/hydroxypyruvate reductase A	0
731	Prokka:Prodigal	pepF1_1	Oligoendopeptidase F, plasmid	0
732	Prokka:Prodigal	gpx1	Hydroperoxy fatty acid reductase gpx1	0
733	Prokka:Prodigal			0
734	Prokka:Prodigal	uvrA	UvrABC system protein A	0
735	Prokka:Prodigal			0
736	Prokka:Prodigal			0
737	Prokka:Prodigal			0
738	Prokka:Prodigal			0
739	Prokka:Prodigal			0
740	Prokka:Prodigal	hprK	HPr kinase/phosphorylase	0
741	Prokka:Prodigal	lgt	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	0
742	Prokka:Prodigal	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	0
743	Prokka:Prodigal			0
744	Prokka:Prodigal	trxB_1	Thioredoxin reductase	0
745	Prokka:Prodigal	pgcA	Phosphoglucomutase	0
746	Prokka:Prodigal	yvcJ	Nucleotide-binding protein YvcJ	0
747	Prokka:Prodigal		Putative gluconeogenesis factor	0
748	Prokka:Prodigal	whiA	putative cell division protein WhiA	0
749	Prokka:Prodigal	clpP	ATP-dependent Clp protease proteolytic subunit	0
750	Prokka:Prodigal	thrS	Threonine--tRNA ligase 1	0
751	Prokka:Prodigal	bepA	Beta-barrel assembly-enhancing protease	0
752	Prokka:Prodigal			0
753	Prokka:Prodigal	ypjD	putative protein YpjD	0
754	Prokka:Prodigal	cca	CCA-adding enzyme	0
755	Prokka:Prodigal	dinG	3'-5' exonuclease DinG	0
756	Prokka:Prodigal			0
757	Prokka:Prodigal	asnS	Asparagine--tRNA ligase	0
758	Prokka:Prodigal	dnaD	DNA replication protein DnaD	0
759	Prokka:Prodigal	nth	Endonuclease III	0
760	Prokka:Prodigal	hom	Homoserine dehydrogenase	0
761	Prokka:Prodigal	asd2	Aspartate-semialdehyde dehydrogenase 2	0
762	Prokka:Prodigal	yclM	Aspartokinase 3	0
763	Prokka:Prodigal	thrC	Threonine synthase	0
764	Prokka:Prodigal	thrB	Homoserine kinase	0
765	Prokka:Prodigal			0
766	Prokka:Prodigal			0
767	Prokka:Prodigal			0
768	Prokka:Prodigal			0
769	Prokka:Prodigal			0
770	Prokka:Prodigal	ykuT	putative MscS family protein YkuT	0
771	Prokka:Prodigal			0
772	Prokka:Prodigal			0
773	Prokka:Prodigal	pepQ	Xaa-Pro dipeptidase	0
774	Prokka:Prodigal	ccpA_1	Catabolite control protein A	0
775	Prokka:Prodigal	appA	Oligopeptide-binding protein AppA	0
776	Prokka:Prodigal	mtgA	Biosynthetic peptidoglycan transglycosylase	0
777	Prokka:Prodigal			0
778	Prokka:Prodigal			0
779	Prokka:Prodigal			0
780	Prokka:Prodigal			0
781	Prokka:Prodigal		Putative universal stress protein	0
782	Prokka:Prodigal		putative AAA domain-containing protein	0
783	Prokka:Prodigal	birA	Bifunctional ligase/repressor BirA	0
784	Prokka:Prodigal	rnj2	Ribonuclease J 2	0
785	Prokka:Prodigal	clsA	Major cardiolipin synthase ClsA	0
786	Prokka:Prodigal			0
787	Prokka:Prodigal			0
788	Prokka:Prodigal			0
789	Prokka:Prodigal			0
790	Prokka:Prodigal			0
791	Prokka:Prodigal	bcrA_4	Bacitracin transport ATP-binding protein BcrA	0
792	Prokka:Prodigal			0
793	Prokka:Prodigal			0
794	Prokka:Prodigal			0
795	Prokka:Prodigal	desR_1	Transcriptional regulatory protein DesR	0
796	Prokka:Prodigal			0
797	Prokka:Prodigal			0
798	Prokka:Prodigal			0
799	Prokka:Prodigal			0
800	Prokka:Prodigal			0
801	Prokka:Prodigal			0
802	Prokka:Prodigal			0
803	Prokka:Prodigal		putative ABC transporter ATP-binding protein	0
804	Prokka:Prodigal	desR_2	Transcriptional regulatory protein DesR	0
805	Prokka:Prodigal	polA	DNA polymerase I	0
806	Prokka:Prodigal	mutM	Formamidopyrimidine-DNA glycosylase	0
807	Prokka:Prodigal	coaE	Dephospho-CoA kinase	0
808	Prokka:Prodigal	nrdR	Transcriptional repressor NrdR	0
809	Prokka:Prodigal	dnaB	Replication initiation and membrane attachment protein	0
810	Prokka:Prodigal	dnaI	Primosomal protein DnaI	0
811	Prokka:Prodigal	brnQ_2	Branched-chain amino acid transport system 2 carrier protein	0
812	Prokka:Prodigal			0
813	Prokka:Prodigal	yheI	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	0
814	Prokka:Prodigal	yheH	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	0
815	Prokka:Prodigal			0
816	Prokka:Prodigal			0
817	Prokka:Prodigal	map	Methionine aminopeptidase 1	0
818	Prokka:Prodigal			0
819	Prokka:Prodigal			0
820	Prokka:Prodigal	lnpD	UDP-glucose 4-epimerase	0
821	Prokka:Prodigal	arnC_1	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0
822	Prokka:Prodigal	arnC_2	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0
823	Prokka:Prodigal	mnaA	UDP-N-acetylglucosamine 2-epimerase	0
824	Prokka:Prodigal			0
825	Prokka:Prodigal	tagO	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	0
826	Prokka:Prodigal	tagU_1	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	0
827	Prokka:Prodigal	ugd	UDP-glucose 6-dehydrogenase	0
828	Prokka:Prodigal	pglF	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	0
829	Prokka:Prodigal			0
830	Prokka:Prodigal	prmA	Ribosomal protein L11 methyltransferase	0
831	Prokka:Prodigal	deoC	Deoxyribose-phosphate aldolase	0
832	Prokka:Prodigal	relA	GTP pyrophosphokinase	0
833	Prokka:Prodigal	dtd	D-aminoacyl-tRNA deacylase	0
834	Prokka:Prodigal			0
835	Prokka:Prodigal			0
836	Prokka:Prodigal			0
837	Prokka:Prodigal			0
838	Prokka:Prodigal			0
839	Prokka:Prodigal	umuC	Protein UmuC	0
840	Prokka:Prodigal	rsuA	Ribosomal small subunit pseudouridine synthase A	0
841	Prokka:Prodigal	nnrD	ADP-dependent (S)-NAD(P)H-hydrate dehydratase	0
842	Prokka:Prodigal	pepV	Beta-Ala-Xaa dipeptidase	0
843	Prokka:Prodigal	gcvT	Aminomethyltransferase	0
844	Prokka:Prodigal	gcvH_1	Glycine cleavage system H protein	0
845	Prokka:Prodigal	gcvPA	putative glycine dehydrogenase (decarboxylating) subunit 1	0
846	Prokka:Prodigal	gcvPB	putative glycine dehydrogenase (decarboxylating) subunit 2	0
847	Prokka:Prodigal			0
848	Prokka:Prodigal	clcA	H(+)/Cl(-) exchange transporter ClcA	0
849	Prokka:Prodigal	truB	tRNA pseudouridine synthase B	0
850	Prokka:Prodigal	ribF	Bifunctional riboflavin kinase/FMN adenylyltransferase	0
851	Prokka:Prodigal	hrcA	Heat-inducible transcription repressor HrcA	0
852	Prokka:Prodigal	grpE	Protein GrpE	0
853	Prokka:Prodigal	dnaK	Chaperone protein DnaK	0
854	Prokka:Prodigal	dnaJ	Chaperone protein DnaJ	0
855	Prokka:Prodigal	sglT_1	Sodium/glucose cotransporter	0
856	Prokka:Prodigal		IS30 family transposase IS1161	0
857	Prokka:Prodigal			0
858	Prokka:Prodigal			0
859	Prokka:Prodigal			0
860	Prokka:Prodigal	btuD_5	Vitamin B12 import ATP-binding protein BtuD	0
861	Prokka:Prodigal			0
862	Prokka:Prodigal			0
863	Prokka:Prodigal	rhaS	HTH-type transcriptional activator RhaS	0
864	Prokka:Prodigal		Putative aldehyde dehydrogenase	0
865	Prokka:Prodigal			0
866	Prokka:Prodigal	lepA	Elongation factor 4	0
867	Prokka:Prodigal	cobB_1	NAD-dependent protein deacetylase	0
868	Prokka:Prodigal		Putative 3-methyladenine DNA glycosylase	0
869	Prokka:Prodigal	comC	Type 4 prepilin-like proteins leader peptide-processing enzyme	0
870	Prokka:Prodigal			0
871	Prokka:Prodigal			0
872	Prokka:Prodigal			0
873	Prokka:Prodigal	oatA	O-acetyltransferase OatA	0
874	Prokka:Prodigal	alsT_1	Amino-acid carrier protein AlsT	0
875	Prokka:Prodigal	rnhA	14.7 kDa ribonuclease H-like protein	0
876	Prokka:Prodigal	cspA	Cold shock protein CspA	0
877	Prokka:Prodigal	ettA_1	Energy-dependent translational throttle protein EttA	0
878	Prokka:Prodigal	thyA	Thymidylate synthase	0
879	Prokka:Prodigal	folA	Dihydrofolate reductase	0
880	Prokka:Prodigal			0
881	Prokka:Prodigal	rnc	Ribonuclease 3	0
882	Prokka:Prodigal	smc_2	Chromosome partition protein Smc	0
883	Prokka:Prodigal		Putative phosphatase	0
884	Prokka:Prodigal	ftsY	Signal recognition particle receptor FtsY	0
885	Prokka:Prodigal			0
886	Prokka:Prodigal	ffh	Signal recognition particle protein	0
887	Prokka:Prodigal	rpsP	30S ribosomal protein S16	0
888	Prokka:Prodigal			0
889	Prokka:Prodigal	rimM	Ribosome maturation factor RimM	0
890	Prokka:Prodigal	trmD	tRNA (guanine-N(1)-)-methyltransferase	0
891	Prokka:Prodigal	rhaR_1	HTH-type transcriptional activator RhaR	0
892	Prokka:Prodigal			0
893	Prokka:Prodigal	gloB	Hydroxyacylglutathione hydrolase GloB	0
894	Prokka:Prodigal			0
895	Prokka:Prodigal			0
896	Prokka:Prodigal			0
897	Prokka:Prodigal	pyrH	Uridylate kinase	0
898	Prokka:Prodigal	frr	Ribosome-recycling factor	0
899	Prokka:Prodigal		N-acetylgalactosamine-6-O-sulfatase	0
900	Prokka:Prodigal	uppS	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	0
901	Prokka:Prodigal			0
902	Prokka:Prodigal	rasP	Regulator of sigma-W protease RasP	0
903	Prokka:Prodigal	proS	Proline--tRNA ligase	0
904	Prokka:Prodigal	polC	DNA polymerase III PolC-type	0
905	Prokka:Prodigal	rimP	Ribosome maturation factor RimP	0
906	Prokka:Prodigal	nusA	Transcription termination/antitermination protein NusA	0
907	Prokka:Prodigal			0
908	Prokka:Prodigal	rplGA	putative ribosomal protein YlxQ	0
909	Prokka:Prodigal	infB	Translation initiation factor IF-2	0
910	Prokka:Prodigal	rbfA	Ribosome-binding factor A	0
911	Prokka:Prodigal	nirC	Nitrite transporter NirC	0
912	Prokka:Prodigal	mccF	Microcin C7 self-immunity protein MccF	0
913	Prokka:Prodigal	expZ	Nucleotide-binding protein ExpZ	0
914	Prokka:Prodigal			0
915	Prokka:Prodigal			0
916	Prokka:Prodigal	hisS	Histidine--tRNA ligase	0
917	Prokka:Prodigal	aspS	Aspartate--tRNA ligase	0
918	Prokka:Prodigal	nfo	putative endonuclease 4	0
919	Prokka:Prodigal	miaA	tRNA dimethylallyltransferase	0
920	Prokka:Prodigal	hflX	GTPase HflX	0
921	Prokka:Prodigal	recX	Regulatory protein RecX	0
922	Prokka:Prodigal	mutY	Adenine DNA glycosylase	0
923	Prokka:Prodigal			0
924	Prokka:Prodigal			0
925	Prokka:Prodigal		Putative aminotransferase/MSMEI_6121	0
926	Prokka:Prodigal			0
927	Prokka:Prodigal	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	0
928	Prokka:Prodigal	zwf_1	Glucose-6-phosphate 1-dehydrogenase	0
929	Prokka:Prodigal	zwf_2	Glucose-6-phosphate 1-dehydrogenase	0
930	Prokka:Prodigal	cshB	DEAD-box ATP-dependent RNA helicase CshB	0
931	Prokka:Prodigal			0
932	Prokka:Prodigal			0
933	Prokka:Prodigal			0
934	Prokka:Prodigal	yidC	Membrane protein insertase YidC	0
935	Prokka:Prodigal	yccX	Acylphosphatase	0
936	Prokka:Prodigal	spoIIIE	DNA translocase SpoIIIE	0
937	Prokka:Prodigal	tmpC	Membrane lipoprotein TmpC	0
938	Prokka:Prodigal	mglA	Galactose/methyl galactoside import ATP-binding protein MglA	0
939	Prokka:Prodigal			0
940	Prokka:Prodigal			0
941	Prokka:Prodigal	sodA	Superoxide dismutase [Mn]	0
942	Prokka:Prodigal	penA	Penicillin-binding protein 2B	0
943	Prokka:Prodigal	rpmG2	50S ribosomal protein L33 2	0
944	Prokka:Prodigal	glpG	Rhomboid protease GlpG	0
945	Prokka:Prodigal	glcK	Glucokinase	0
946	Prokka:Prodigal	glpE	Thiosulfate sulfurtransferase GlpE	0
947	Prokka:Prodigal	zur	Zinc-specific metallo-regulatory protein	0
948	Prokka:Prodigal	rpsU	30S ribosomal protein S21	0
949	Prokka:Prodigal	yqeY	putative protein YqeY	0
950	Prokka:Prodigal			0
951	Prokka:Prodigal			0
952	Prokka:Prodigal		PhoH-like protein	0
953	Prokka:Prodigal	ybeY	Endoribonuclease YbeY	0
954	Prokka:Prodigal	dgkA	Undecaprenol kinase	0
955	Prokka:Prodigal	cdd	Cytidine deaminase	0
956	Prokka:Prodigal	era	GTPase Era	0
957	Prokka:Prodigal	recO	DNA repair protein RecO	0
958	Prokka:Prodigal	glyQ	Glycine--tRNA ligase alpha subunit	0
959	Prokka:Prodigal	glyS	Glycine--tRNA ligase beta subunit	0
960	Prokka:Prodigal		Putative multidrug export ATP-binding/permease protein	0
961	Prokka:Prodigal			0
962	Prokka:Prodigal			0
963	Prokka:Prodigal	dnaG_2	DNA primase	0
964	Prokka:Prodigal	sigA	RNA polymerase sigma factor SigA	0
965	Prokka:Prodigal	rplY	50S ribosomal protein L25	0
966	Prokka:Prodigal	trmK	tRNA (adenine(22)-N(1))-methyltransferase	0
967	Prokka:Prodigal		GTP cyclohydrolase 1 type 2 	0
968	Prokka:Prodigal	pepT	Peptidase T	0
969	Prokka:Prodigal	addB	ATP-dependent helicase/deoxyribonuclease subunit B	0
970	Prokka:Prodigal	addA	ATP-dependent helicase/nuclease subunit A	0
971	Prokka:Prodigal			0
972	Prokka:Prodigal			0
973	Prokka:Prodigal	lspA_1	Lipoprotein signal peptidase	0
974	Prokka:Prodigal	lspA_2	Lipoprotein signal peptidase	0
975	Prokka:Prodigal	rluD	Ribosomal large subunit pseudouridine synthase D	0
976	Prokka:Prodigal	rplS	50S ribosomal protein L19	0
977	Prokka:Prodigal			0
978	Prokka:Prodigal			0
979	Prokka:Prodigal	topA_2	DNA topoisomerase 1	0
980	Prokka:Prodigal	xerC_2	Tyrosine recombinase XerC	0
981	Prokka:Prodigal	clpQ	ATP-dependent protease subunit ClpQ	0
982	Prokka:Prodigal	clpY	ATP-dependent protease ATPase subunit ClpY	0
983	Prokka:Prodigal	codY	GTP-sensing transcriptional pleiotropic repressor CodY	0
984	Prokka:Prodigal	thiE	Thiamine-phosphate synthase	0
985	Prokka:Prodigal			0
986	Prokka:Prodigal			0
