items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00000385	28	28	1	1	0.994545692076556	1.0	0.997265388331232
GC_00000386	28	28	1	1	0.999872144561882	0.995853082190841	0.99785856651106
GC_00000387	28	28	1	1	0.998091372520596	1.0	0.999044774675647
GC_00000388	28	28	1	1	0.997852403748095	1.0	0.998925047592167
GC_00000389	28	28	1	1	0.997999441704662	0.997593930359669	0.997796644831525
GC_00000390	28	28	1	1	0.997942386831276	1.0	0.998970133882595
GC_00000391	28	28	1	1	0.997280600632556	1.0	0.998638449015835
GC_00000392	28	28	1	1	0.996951219512195	1.0	0.998473282442748
GC_00000393	28	28	1	1	0.997520433900362	1.0	0.998758677980182
GC_00000394	28	28	1	1	0.998919442581414	1.0	0.99945942923183
GC_00000395	28	28	1	1	0.998321670364681	1.0	0.999160130393315
GC_00000396	28	28	1	1	0.997879707438531	1.0	0.998938728616355
GC_00000397	28	28	1	1	0.997663139329806	1.0	0.998830202838413
GC_00000398	28	28	1	1	0.998110355253212	1.0	0.999054284093059
GC_00000399	28	28	1	1	0.997827903091061	1.0	0.998912770761897
GC_00000400	28	28	1	1	0.997432306255836	1.0	0.99871450274629
GC_00000401	28	28	1	1	0.997601228171176	0.995018962662252	0.996308422218984
GC_00000402	28	28	1	1	0.996585378790893	0.986699710863278	0.991617907312569
GC_00000403	28	28	1	1	0.998612898612899	1.0	0.999305967960047
GC_00000404	28	28	1	1	0.998403575989783	1.0	0.999201150343505
GC_00000405	28	28	1	1	0.996719576719577	1.0	0.998357093645662
GC_00000406	28	28	1	1	0.998775874872366	1.0	0.999387562586169
GC_00000407	28	28	1	1	0.998104300245233	0.999574829931973	0.998839023846137
GC_00000408	28	28	1	1	0.99723407065551	0.991303312867323	0.99425984760082
GC_00000409	28	28	1	1	0.990095035381542	0.994351126042056	0.992218516640457
GC_00000410	28	28	1	1	0.99792094615624	1.0	0.9989593913374
GC_00000411	28	28	1	1	0.991789819376026	1.0	0.995877988458368
GC_00000412	28	28	1	1	0.997076023391813	1.0	0.998535871156662
GC_00000413	28	28	1	1	0.998922789341951	1.0	0.999461104418944
GC_00000414	28	28	1	1	0.999006595238441	0.999869178440607	0.99943770072246
GC_00000415	28	28	1	1	0.998309331090788	1.0	0.999153950350475
GC_00000416	28	28	1	1	0.998852898581896	1.0	0.999426120141748
GC_00000417	28	28	1	1	0.996570644718793	1.0	0.998282377189969
GC_00000418	28	28	1	1	0.999257150525266	1.0	0.999628437255038
GC_00000419	28	28	1	1	0.990473688818842	0.988455778350945	0.989463704755235
GC_00000420	28	28	1	1	0.99835689484127	0.998050682261206	0.99820376506752
GC_00000421	28	28	1	1	0.997683765924109	1.0	0.998840540171873
GC_00000422	28	28	1	1	0.999226938287144	1.0	0.999613319679697
GC_00000423	28	28	1	1	0.982436801881246	1.0	0.991140601252919
GC_00000424	28	28	1	1	0.99713682941531	1.0	0.998566362333057
GC_00000425	28	28	1	1	0.998728562306148	0.985320955865747	0.991979456811782
GC_00000426	28	28	1	1	0.994289481344498	1.0	0.997136564822248
GC_00000427	28	28	1	1	0.995655168222974	0.971685063207009	0.983524089642506
GC_00000428	28	28	1	1	0.998497117907687	1.0	0.999247993865567
GC_00000429	28	28	1	1	0.998548485274149	1.0	0.999273715530773
GC_00000430	28	28	1	1	0.998935514154519	1.0	0.999467473643875
GC_00000431	28	28	1	1	0.967712270093222	1.0	0.983591234146623
GC_00000432	28	28	1	1	0.996605836198536	0.969414435966524	0.982822098284282
GC_00000433	28	28	1	1	0.997836516904314	1.0	0.998917087020194
GC_00000434	28	28	1	1	0.996314803927973	1.0	0.998154000528987
GC_00000435	28	28	1	1	0.997724027882758	1.0	0.998860717453725
GC_00000436	28	28	1	1	0.997554448135843	1.0	0.998775727056432
GC_00000437	28	28	1	1	0.99754057246412	1.0	0.998768772174251
GC_00000438	28	28	1	1	0.99702380952381	1.0	0.998509687034277
GC_00000439	28	28	1	1	0.995597409776514	1.0	0.997793848497739
GC_00000440	28	28	1	1	0.996052742084488	1.0	0.998022468128077
GC_00000441	28	28	1	1	0.999189390856058	1.0	0.999594531089625
GC_00000442	28	28	1	1	0.998994399579195	1.0	0.99949694685437
GC_00000443	28	28	1	1	0.995315255731922	1.0	0.997652128276662
GC_00000444	28	28	1	1	0.99887442284446	1.0	0.999436894512894
GC_00000445	28	28	1	1	0.99825315129584	1.0	0.999125812110929
GC_00000446	28	28	1	1	0.995590828924162	1.0	0.997790543526293
GC_00000447	28	28	1	1	0.989417989417989	1.0	0.99468085106383
GC_00000448	28	28	1	1	0.995735054146269	1.0	0.997862969914333
GC_00000449	28	28	1	1	0.992831541218638	1.0	0.996402877697842
GC_00000450	28	28	1	1	0.996728679524378	0.8550212585034	0.920452802456724
GC_00000451	28	28	1	1	0.998429837510297	1.0	0.999214301918321
GC_00000452	28	28	1	1	0.997342700241251	1.0	0.998669582461523
GC_00000453	28	28	1	1	0.998717864661873	0.981085714076726	0.989823273314072
GC_00000454	28	28	1	1	0.996794602614708	1.0	0.998394728540885
GC_00000455	28	28	1	1	0.99647266313933	1.0	0.998233215547703
GC_00000456	28	28	1	1	0.999059645894123	1.0	0.999529601776611
GC_00000457	28	28	1	1	0.996364202246555	1.0	0.998178790348297
GC_00000458	28	28	1	1	0.997415504753031	1.0	0.998706080311873
GC_00000459	28	28	1	1	0.99531746031746	1.0	0.997653235750368
GC_00000460	28	28	1	1	0.994091710758377	1.0	0.99703710255163
GC_00000461	28	28	1	1	0.993307342430149	1.0	0.996642435701014
GC_00000462	28	28	1	1	0.998493533215755	1.0	0.999246198819658
GC_00000463	28	28	1	1	0.996035217819995	1.0	0.998013671229541
GC_00000464	28	28	1	1	0.996726524504302	1.0	0.998360578949834
GC_00000465	28	28	1	1	0.996424697261517	1.0	0.998209147210317
GC_00000466	28	28	1	1	0.997849909834929	1.0	0.998923797951744
GC_00000467	28	28	1	1	0.997606138593047	0.986646749954732	0.992096178928172
GC_00000468	28	28	1	1	0.997129139721732	1.0	0.998562506439284
GC_00000469	28	28	1	1	0.997733629899235	1.0	0.998865529384476
GC_00000470	28	28	1	1	0.994611614243516	1.0	0.997298528837391
GC_00000471	28	28	1	1	0.991809069306735	1.0	0.995887692841907
GC_00000472	28	28	1	1	0.991262879420774	1.0	0.995612271654576
GC_00000473	28	28	1	1	0.992587825921159	1.0	0.996280126786675
GC_00000474	28	28	1	1	0.997998559516884	1.0	0.998998277314274
GC_00000475	28	28	1	1	0.998239469769719	1.0	0.999118959335497
GC_00000476	28	28	1	1	0.996942425291335	1.0	0.998468871876354
GC_00000477	28	28	1	1	0.995114638447972	0.993377483443709	0.994245302152915
GC_00000478	28	28	1	1	0.993434343434343	1.0	0.996706359260198
GC_00000479	28	28	1	1	0.998606869206451	0.996407517508947	0.997505981048675
GC_00000480	28	28	1	1	0.997819838441802	1.0	0.998908729648065
GC_00000481	28	28	1	1	0.998616338478881	1.0	0.999307690278279
GC_00000482	28	28	1	1	0.997087825839258	1.0	0.998541789638361
GC_00000483	28	28	1	1	0.997721102590016	1.0	0.998859251470574
GC_00000484	28	28	1	1	0.996910739412406	0.973548793504107	0.985091275789581
GC_00000485	28	28	1	1	0.997940577940578	1.0	0.998969227572551
GC_00000486	28	28	1	1	0.999024242613986	1.0	0.99951188316519
GC_00000487	28	28	1	1	0.998730322032791	1.0	0.999364757739845
GC_00000488	28	28	1	1	0.993710219014684	0.987845429125626	0.990769145090972
GC_00000489	28	28	1	1	0.996055909882351	0.996405567057743	0.996230707789368
GC_00000490	28	28	1	1	0.991982091982092	1.0	0.995974909588705
GC_00000491	28	28	1	1	0.995568833059385	0.948845377280704	0.971645732673307
GC_00000492	28	28	1	1	0.997280324383128	1.0	0.998638310514719
GC_00000493	28	28	1	1	0.998059964726631	1.0	0.999029040515491
GC_00000494	28	28	1	1	0.99933603070858	1.0	0.999667905103883
GC_00000495	28	28	1	1	0.99584079122493	0.992162906218207	0.993998446605632
GC_00000496	28	28	1	1	0.998101814485995	1.0	0.999050005610203
GC_00000497	28	28	1	1	0.998186980553538	0.993793243793241	0.995985266512152
GC_00000498	28	28	1	1	0.996462972653449	0.983953751888536	0.99016885528183
GC_00000499	28	28	1	1	0.99659615852176	0.989962327748587	0.993268166765907
GC_00000500	28	28	1	1	0.998754409171076	1.0	0.999376816469693
GC_00000501	28	28	1	1	0.995038471228947	1.0	0.997513066117469
GC_00000502	28	28	1	1	0.995374557748453	0.99499058047519	0.995182532073757
GC_00000503	28	28	1	1	0.994733154550506	1.0	0.997359624049222
GC_00000504	28	28	1	1	0.996694228434557	0.995394865765237	0.99604412333789
GC_00000505	28	28	1	1	0.998690382378326	1.0	0.999344762133635
GC_00000506	28	28	1	1	0.998575498575499	0.999668930325054	0.999121915289429
GC_00000507	28	28	1	1	0.99808935920047	1.0	0.999043766090474
GC_00000508	28	28	1	1	0.996819614305953	1.0	0.99840727441214
GC_00000509	28	28	1	1	0.994696996964571	1.0	0.997341449331152
GC_00000510	28	28	1	1	0.995181405895692	1.0	0.997584884216508
GC_00000511	28	28	1	1	0.998071722516167	1.0	0.999034930797477
GC_00000512	28	28	1	1	0.994595542353827	1.0	0.997290449351052
GC_00000513	28	28	1	1	0.995084776334776	1.0	0.997536333431277
GC_00000514	28	28	1	1	0.998300027460006	1.0	0.999149290638726
GC_00000515	28	28	1	1	0.995302810490983	1.0	0.997645876363066
GC_00000516	28	28	1	1	0.983303938859494	1.0	0.991581693146787
GC_00000517	28	28	1	1	0.97527972937809	1.0	0.987485179818206
GC_00000518	28	28	1	1	0.994896619010094	1.0	0.997441781723788
GC_00000519	28	28	1	1	0.997801798072732	0.982660196945911	0.990173115034106
GC_00000520	28	28	1	1	0.991513855669107	1.0	0.995738847456805
GC_00000521	28	28	1	1	0.997742924330226	1.0	0.998870187128541
GC_00000522	28	28	1	1	0.970990303608329	1.0	0.985281664583249
GC_00000523	28	28	1	1	0.995403204623063	0.983467026978154	0.989399117397455
GC_00000524	28	28	1	1	0.991110157776824	1.0	0.995535233352884
GC_00000525	28	28	1	1	0.99714722862871	1.0	0.998571576831995
GC_00000526	28	28	1	1	0.992317091445632	1.0	0.996143732045789
GC_00000527	28	28	1	1	0.997863935363935	1.0	0.998930825769336
GC_00000528	28	28	1	1	0.999007566706491	0.994104741854116	0.996550124090377
GC_00000529	28	28	1	1	0.998121443173656	0.999834272456085	0.998977123618379
GC_00000530	28	28	1	1	0.997673954277728	1.0	0.998835622941726
GC_00000531	28	28	1	1	0.990102029042839	1.0	0.995026400248473
GC_00000532	28	28	1	1	0.99761793839362	1.0	0.998807548950879
GC_00000533	28	28	1	1	0.99849015682349	0.983589504436108	0.990983821417377
GC_00000534	28	28	1	1	0.99410691479657	1.0	0.997044749627163
GC_00000535	28	28	1	1	0.997510482180293	1.0	0.998753689734339
GC_00000536	28	28	1	1	0.984056437389771	1.0	0.991964158725644
GC_00000537	28	28	1	1	0.99443740318265	0.885314384151596	0.936708498545415
GC_00000538	28	28	1	1	0.997571154898741	1.0	0.998784100834004
GC_00000539	28	28	1	1	0.991355540651315	1.0	0.995659007559314
GC_00000540	28	28	1	1	0.988435595160741	1.0	0.994184169269851
GC_00000541	28	28	1	1	0.995289498639582	1.0	0.99763918901812
GC_00000542	28	28	1	1	0.996323782038068	1.0	0.998158506152655
GC_00000543	28	28	1	1	0.999136861916603	1.0	0.999568244626048
GC_00000544	28	28	1	1	0.994527795897659	1.0	0.997256391155041
GC_00000545	28	28	1	1	0.992887310869767	1.0	0.996430962708509
GC_00000546	28	28	1	1	0.995567123703324	1.0	0.99777863834094
GC_00000547	28	28	1	1	0.997313640170783	1.0	0.998655013526575
GC_00000548	28	28	1	1	0.997419021809266	0.995594407838741	0.9965058796023
GC_00000549	28	28	1	1	0.99513820605266	1.0	0.997563179366427
GC_00000550	28	28	1	1	0.996281789932584	1.0	0.998137432257226
GC_00000551	28	28	1	1	0.994312573823277	1.0	0.997148177145662
GC_00000552	28	28	1	1	0.998403952949408	1.0	0.999201339124536
GC_00000553	28	28	1	1	0.993879268879269	1.0	0.996930239851397
GC_00000554	28	28	1	1	0.994730158730159	1.0	0.997358118216252
GC_00000555	28	28	1	1	0.997579966329966	1.0	0.998788517250461
GC_00000556	28	28	1	1	0.995800361452037	0.964643092427397	0.97997413616857
GC_00000557	28	28	1	1	0.99942327559008	0.965512950344148	0.982175505465886
GC_00000558	28	28	1	1	0.995396847538011	0.998189919242552	0.996791426803872
GC_00000559	28	28	1	1	0.994698916603678	1.0	0.997342414260019
GC_00000560	28	28	1	1	0.990562988817788	0.9696887552675	0.980014729780527
GC_00000561	28	28	1	1	0.996577956776962	1.0	0.998286045775762
GC_00000562	28	28	1	1	0.997176203004983	1.0	0.998586105226585
GC_00000563	28	28	1	1	0.994059581914879	1.0	0.997020942534016
GC_00000564	28	28	1	1	0.988774985302763	1.0	0.994355814619456
GC_00000565	28	28	1	1	0.995953937130408	1.0	0.997972867612662
GC_00000566	28	28	1	1	0.95250175158851	1.0	0.975673134032865
GC_00000567	28	28	1	1	0.992269253380365	1.0	0.996119627602284
GC_00000568	28	28	1	1	0.996922961461969	1.0	0.998459110042093
GC_00000569	28	28	1	1	0.991434857771491	1.0	0.995699009588446
GC_00000570	28	28	1	1	0.993730070306197	0.997979984414089	0.995850493123375
GC_00000571	28	28	1	1	0.998299159452679	1.0	0.999148855896138
GC_00000572	28	28	1	1	0.992152867152867	1.0	0.996060978564186
GC_00000573	28	28	1	1	0.993812333817671	0.983032949686461	0.9883932527242
GC_00000574	28	28	1	1	0.998412411326139	0.999819168173596	0.999115294570818
GC_00000575	28	28	1	1	0.995649063259126	1.0	0.997819788648728
GC_00000576	28	28	1	1	0.997258983824895	1.0	0.998627611042282
GC_00000577	28	28	1	1	0.992720655141037	1.0	0.99634703196347
GC_00000578	28	28	1	1	0.994908313401464	1.0	0.997447658840093
GC_00000579	28	28	1	1	0.995814123300814	0.998656227956871	0.997233150640386
GC_00000580	28	28	1	1	0.996149776149776	1.0	0.99807117487063
GC_00000581	28	28	1	1	0.98898672742955	1.0	0.994462872769049
GC_00000582	28	28	1	1	0.994437661104328	1.0	0.997211074076593
GC_00000583	28	28	1	1	0.989638447971781	1.0	0.994792243767313
GC_00000584	28	28	1	1	0.996984866246343	1.0	0.998490156933776
GC_00000585	28	28	1	1	0.993262235449735	1.0	0.996619729993157
GC_00000586	28	28	1	1	0.993182750453204	0.989209259371402	0.991192022695037
GC_00000587	28	28	1	1	0.992850226510357	1.0	0.996412287589639
GC_00000588	28	28	1	1	0.996903205726735	1.0	0.998449201611583
GC_00000589	28	28	1	1	0.99758060869172	1.0	0.998788839209916
GC_00000590	28	28	1	1	0.996417233560091	1.0	0.998205401967243
GC_00000591	28	28	1	1	0.996307094266278	1.0	0.998150131438029
GC_00000592	28	28	1	1	0.997754300005104	1.0	0.998875887793163
GC_00000593	28	28	1	1	0.997312835895513	1.0	0.998654610306311
GC_00000594	28	28	1	1	0.994373514301051	1.0	0.997178820487434
GC_00000595	28	28	1	1	0.998824929347018	1.0	0.999412119272814
GC_00000596	28	28	1	1	0.996845746845747	1.0	0.998420382165605
GC_00000597	28	28	1	1	0.997317774982287	0.958545596268815	0.977547384282143
GC_00000598	28	28	1	1	0.997174571140262	0.985107993986822	0.991104556647984
GC_00000599	28	28	1	1	0.988984183876657	0.97673951470352	0.982823712718996
GC_00000600	28	28	1	1	0.994917960162826	0.995417789757413	0.995167812199446
GC_00000601	28	28	1	1	0.996264167452798	1.0	0.998128588085629
GC_00000602	28	28	1	1	0.997952384951629	1.0	0.998975143219732
GC_00000603	28	28	1	1	0.996558152875376	0.920487340941888	0.957013453455012
GC_00000604	28	28	1	1	0.994847113321009	1.0	0.997416901453459
GC_00000605	28	28	1	1	0.992914492914493	1.0	0.996444650731028
GC_00000606	28	28	1	1	0.987787070224346	1.0	0.9938560170963
GC_00000607	28	28	1	1	0.989112739112739	1.0	0.994526574249322
GC_00000608	28	28	1	1	0.994682519316853	0.984108843537414	0.98936743119783
GC_00000609	28	28	1	1	0.980929221669962	1.0	0.9903728118494
GC_00000610	28	28	1	1	0.980341549447241	1.0	0.990073201989704
GC_00000611	28	28	1	1	0.99555171530978	1.0	0.997770899818785
GC_00000612	28	28	1	1	0.995028499859418	1.0	0.997508055578688
GC_00000613	28	28	1	1	0.997271825396825	1.0	0.998634049422575
GC_00000614	28	28	1	1	0.997733138034456	1.0	0.998865282893703
GC_00000615	28	28	1	1	0.997698627779929	1.0	0.998847988286086
GC_00000616	28	28	1	1	0.99365919207189	1.0	0.996819512606104
GC_00000617	28	28	1	1	0.997578060958343	1.0	0.998787562254015
GC_00000618	28	28	1	1	0.991213151927438	1.0	0.9955871886121
GC_00000619	28	28	1	1	0.990634920634921	1.0	0.995295430986365
GC_00000620	28	28	1	1	0.995920219939828	0.964383438799164	0.979898152200584
GC_00000621	28	28	1	1	0.996755355608835	0.998681732580036	0.997717614240957
GC_00000622	28	28	1	1	0.989184562713974	1.0	0.994562878936045
GC_00000623	28	28	1	1	0.988153187200806	1.0	0.994041297785573
GC_00000624	28	28	1	1	0.993702176116874	1.0	0.996841141089893
GC_00000625	28	28	1	1	0.995548096869683	1.0	0.997769082520586
GC_00000626	28	28	1	1	0.987459798734309	1.0	0.993690337146101
GC_00000627	28	28	1	1	0.994654757266033	0.999194437637835	0.996919429383574
GC_00000628	28	28	1	1	0.999530117534984	1.0	0.999765003557138
GC_00000629	28	28	1	1	0.987588017663206	1.0	0.993755253993035
GC_00000630	28	28	1	1	0.98406574563982	1.0	0.99196888792864
GC_00000631	28	28	1	1	0.992228480400523	1.0	0.996099082170578
GC_00000632	28	28	1	1	0.997323555803088	1.0	0.998659984663408
GC_00000633	28	28	1	1	0.996715446609961	1.0	0.998355021795612
GC_00000634	28	28	1	1	0.993310416877296	1.0	0.996643983262183
GC_00000635	28	28	1	1	0.989451266180826	0.983817930079612	0.986626557038895
GC_00000636	28	28	1	1	0.998233198943679	1.0	0.999115818385334
GC_00000637	28	28	1	1	0.989726867921882	0.91520437149294	0.951007928647731
GC_00000638	28	28	1	1	0.992917394878179	1.0	0.996446112046579
GC_00000639	28	28	1	1	0.992427248677249	1.0	0.996199233207748
GC_00000640	28	28	1	1	0.996031746031746	1.0	0.998011928429423
GC_00000641	28	28	1	1	0.993237362284981	1.0	0.996607209034419
GC_00000642	28	28	1	1	0.991224777938627	0.986892510919357	0.989053900388375
GC_00000643	28	28	1	1	0.99505440630591	1.0	0.997521073270755
GC_00000644	28	28	1	1	0.963016330451489	0.972438975590236	0.967704716236651
GC_00000645	28	28	1	1	0.995462562129229	1.0	0.997726122275163
GC_00000646	28	28	1	1	0.977835990363223	1.0	0.988793808109081
GC_00000647	28	28	1	1	0.997798054684282	1.0	0.998897813865343
GC_00000648	28	28	1	1	0.992826113837553	0.99323303294966	0.993029531707244
GC_00000649	28	28	1	1	0.98887036634373	1.0	0.994404042694482
GC_00000650	28	28	1	1	0.997207524985303	1.0	0.998601810287733
GC_00000651	28	28	1	1	0.995059312410911	1.0	0.997523538494142
GC_00000652	28	28	1	1	0.986118984630889	1.0	0.993010985003152
GC_00000653	28	28	1	1	0.993268167279467	1.0	0.996622715984211
GC_00000654	28	28	1	1	0.997683457453572	1.0	0.998840385578714
GC_00000655	28	28	1	1	0.996035999251433	1.0	0.998014063498828
GC_00000656	28	28	1	1	0.994329171795323	0.869226525117062	0.927578705862323
GC_00000657	28	28	1	1	0.984538372285762	0.82167466469792	0.895763921935913
GC_00000658	28	28	1	1	0.993709291564077	1.0	0.996844721312911
GC_00000659	28	28	1	1	0.994977789095436	1.0	0.997482573023111
GC_00000660	28	28	1	1	0.990292350461842	1.0	0.995122500704027
GC_00000661	28	28	1	1	0.99356694711886	1.0	0.996773094131382
GC_00000662	28	28	1	1	0.994185583432895	0.984734130338526	0.989437286499208
GC_00000663	28	28	1	1	0.995807179554592	1.0	0.99789918560853
GC_00000664	28	28	1	1	0.994878889374302	1.0	0.997432871412407
GC_00000665	27	28	2	0	0.989606477790181	0.948844266006554	0.968796793066842
GC_00000666	28	28	1	1	0.995432044730207	0.998012796850005	0.996720750244384
GC_00000667	28	28	1	1	0.998026288380619	1.0	0.999012169343888
GC_00000668	28	28	1	1	0.998574013231	0.996168209997605	0.997369660828048
GC_00000669	28	28	1	1	0.995172262453368	1.0	0.997580290365156
GC_00000670	28	28	1	1	0.992573792066178	1.0	0.996273057508138
GC_00000671	28	28	1	1	0.988778861867547	1.0	0.994357774839825
GC_00000672	28	28	1	1	0.980490656520619	1.0	0.990149237303823
GC_00000673	28	28	1	1	0.99556870405138	1.0	0.997779432028763
GC_00000674	28	28	1	1	0.985998116225117	1.0	0.992949699367542
GC_00000675	28	28	1	1	0.997118291761149	1.0	0.998557066824364
GC_00000676	28	28	1	1	0.993744229376413	1.0	0.996862300323476
GC_00000677	28	28	1	1	0.998694729972263	1.0	0.99934693877551
GC_00000678	28	28	1	1	0.990753837288491	1.0	0.995355446495533
GC_00000679	28	28	1	1	0.995037337235919	1.0	0.997512496296958
GC_00000680	28	28	1	1	0.995536074512109	1.0	0.997763044454617
GC_00000681	28	28	1	1	0.995255041518387	1.0	0.997621878715815
GC_00000682	28	28	1	1	0.992777777777778	1.0	0.996375801505436
GC_00000683	28	28	1	1	0.997412010941148	0.999727744387941	0.998568535089148
GC_00000684	28	28	1	1	0.996927503945048	1.0	0.998461388283309
GC_00000685	28	28	1	1	0.997992199614124	1.0	0.998995090978701
GC_00000686	28	28	1	1	0.990234982882042	1.0	0.995093535586528
GC_00000687	28	28	1	1	0.99760674295558	1.0	0.998801937842441
GC_00000688	28	28	1	1	0.995655806182122	1.0	0.997823174815807
GC_00000689	28	28	1	1	0.99366879026743	1.0	0.996824342256107
GC_00000690	28	28	1	1	0.995124650940623	1.0	0.997556368692513
GC_00000691	28	28	1	1	0.98298182441701	1.0	0.991417886249162
GC_00000692	28	28	1	1	0.990602438324125	0.999433106575965	0.994998179658857
GC_00000693	28	28	1	1	0.995227185948835	1.0	0.997607884412975
GC_00000694	28	28	1	1	0.986414381507444	1.0	0.993160732917043
GC_00000695	28	28	1	1	0.989426929505232	0.997832109959699	0.993611744732561
GC_00000696	28	28	1	1	0.995735391910255	1.0	0.997863139518881
GC_00000697	28	28	1	1	0.99425922384423	1.0	0.997121349076825
GC_00000698	28	28	1	1	0.997751131081362	0.995024863746671	0.996386132544709
GC_00000699	28	28	1	1	0.995344279783854	0.99418030191213	0.994761950353459
GC_00000700	28	28	1	1	0.994028959546201	1.0	0.99700553975146
GC_00000701	28	28	1	1	0.976021985831689	0.984901356030584	0.980441567336711
GC_00000702	28	28	1	1	0.988894127507989	1.0	0.99441605647158
GC_00000703	28	28	1	1	0.976824173715365	0.97182714215901	0.974319250858566
GC_00000704	28	28	1	1	0.998214916858859	0.974685435410502	0.986309865830465
GC_00000705	28	28	1	1	0.99023569023569	1.0	0.995093892742345
GC_00000706	28	28	1	1	0.892930646628057	0.998900363358192	0.942947591684645
GC_00000707	28	28	1	1	0.995914712478498	0.99087996204842	0.993390957965131
GC_00000708	28	28	1	1	0.99913075206044	0.988800120267163	0.993938593692885
GC_00000709	28	28	1	1	0.988064734395971	0.993749999999998	0.990899212488963
GC_00000710	28	28	1	1	0.992659325992659	1.0	0.996316141995981
GC_00000711	28	28	1	1	0.986934929917386	1.0	0.993424510342089
GC_00000712	28	28	1	1	0.988337543893099	1.0	0.994134569282404
GC_00000713	28	28	1	1	0.993052471024027	0.99895351952314	0.995994254744299
GC_00000714	28	28	1	1	0.989957363743772	1.0	0.99495334099152
GC_00000715	28	28	1	1	0.99276818927474	1.0	0.996370972417072
GC_00000716	28	28	1	1	0.995212359303919	1.0	0.997600435525694
GC_00000717	28	28	1	1	0.995547050967729	0.992015558159057	0.993778167192675
GC_00000718	28	28	1	1	0.99245577098838	0.93558029272315	0.963179141938511
GC_00000719	28	28	1	1	0.99702016813356	0.949561217698953	0.972712152508764
GC_00000720	28	28	1	1	0.996719093522746	1.0	0.998356851252689
GC_00000721	28	28	1	1	0.995558261183261	1.0	0.997774187352413
GC_00000722	28	28	1	1	0.995206953540287	1.0	0.997597719649479
GC_00000723	28	28	1	1	0.994189427522761	1.0	0.997086248479184
GC_00000724	28	28	1	1	0.978951926267074	0.905480491046992	0.940783933414976
GC_00000725	28	28	1	1	0.98124632569077	1.0	0.990534405507255
GC_00000726	28	28	1	1	0.991000459036989	1.0	0.995479890061219
GC_00000727	28	28	1	1	0.993199993918385	1.0	0.996588397500319
GC_00000728	28	28	1	1	0.986737987856752	0.995648844333056	0.991173388882794
GC_00000729	28	28	1	1	0.995857838487321	1.0	0.997924620966081
GC_00000730	28	28	1	1	0.986772486772487	0.976467092861241	0.981592742393623
GC_00000731	28	28	1	1	0.989178060854784	0.994243472593036	0.991704298508343
GC_00000732	28	28	1	1	0.988665081749402	0.998523715041575	0.993569943585119
GC_00000733	28	28	1	1	0.996362433862434	1.0	0.99817790293192
GC_00000734	28	28	1	1	0.994973097341964	1.0	0.997480215314816
GC_00000735	28	28	1	1	0.990073512197406	1.0	0.995011999435321
GC_00000736	28	28	1	1	0.995676095336825	1.0	0.997833363503587
GC_00000737	28	28	1	1	0.988995730272642	1.0	0.994467424157894
GC_00000738	28	28	1	1	0.991833012666346	1.0	0.995899763041521
GC_00000739	28	28	1	1	0.997589943405869	0.988375466224614	0.992961328161522
GC_00000740	28	28	1	1	0.993713928863086	1.0	0.996847054612043
GC_00000741	28	28	1	1	0.993503323070178	1.0	0.996741075445103
GC_00000742	28	28	1	1	0.983702058831593	1.0	0.991784078109992
GC_00000743	28	28	1	1	0.991692143889269	0.99615955399816	0.993920829013631
GC_00000744	28	28	1	1	0.992508563168052	0.998666782598618	0.995578149948392
GC_00000745	28	28	1	1	0.997381005397037	1.0	0.998688785666888
GC_00000746	28	28	1	1	0.994833425303773	1.0	0.997410021994473
GC_00000747	28	28	1	1	0.993469660136327	1.0	0.996724133808374
GC_00000748	28	28	1	1	0.997834561308082	0.97199362283632	0.984744596553131
GC_00000749	28	28	1	1	0.995212527964206	0.985612814379936	0.990389409529833
GC_00000750	28	28	1	1	0.994116795192064	1.0	0.997049719042475
GC_00000751	28	28	1	1	0.996060009948899	0.990534685211667	0.993289663775044
GC_00000752	28	28	1	1	0.971647429293194	0.980886485220745	0.976245098442175
GC_00000753	28	28	1	1	0.996686675536578	1.0	0.998340588684235
GC_00000754	28	28	1	1	0.992799070847851	1.0	0.996386525236042
GC_00000755	28	28	1	1	0.994282099700239	1.0	0.997132852819257
GC_00000756	28	28	1	1	0.984888407244498	1.0	0.992386678918398
GC_00000757	28	28	1	1	0.986215462301224	0.99945054945055	0.992788897871113
GC_00000758	28	28	1	1	0.989833711262283	1.0	0.994890885263338
GC_00000759	28	28	1	1	0.992924996455409	0.997799217438684	0.995356139764343
GC_00000760	28	28	1	1	0.990254175744372	1.0	0.995103226324355
GC_00000761	28	28	1	1	0.996626634192772	1.0	0.998310467390619
GC_00000762	28	28	1	1	0.991975690388389	1.0	0.995971682962634
GC_00000763	28	28	1	1	0.991552283822815	0.995192307692308	0.993368961213749
GC_00000764	28	28	1	1	0.995989822765779	1.0	0.997990882925112
GC_00000765	28	28	1	1	0.994658397663862	1.0	0.997322046550731
GC_00000766	28	28	1	1	0.995352873659752	1.0	0.997671025310062
GC_00000767	28	28	1	1	0.995481127060074	1.0	0.997735446916212
GC_00000768	28	28	1	1	0.997382751739132	0.972713546160484	0.984893697184041
GC_00000769	28	28	1	1	0.992385924838201	0.998989263952028	0.995676646160021
GC_00000770	28	28	1	1	0.997359411132807	0.999857142857146	0.998606715155387
